Oscillation Control>Demod 1 Frequency	1	
Oscillation Control>Demod 2 Frequency	1	
Oscillation Control>Demod 3 Frequency	1	
Oscillation Control>Demod 4 Frequency	1	
Oscillation Control>Demod 1 Reference Phase (deg)	0E+0	
Oscillation Control>Demod 2 Reference Phase (deg)	0E+0	
Oscillation Control>Demod 3 Reference Phase (deg)	0E+0	
Oscillation Control>Demod 4 Reference Phase (deg)	0E+0	
Oscillation Control>Demod 1 Cut off frq (Hz)	1.55k	
Oscillation Control>Demod 2 Cut off frq (Hz)	1.55k	
Oscillation Control>Demod 3 Cut off frq (Hz)	1.55k	
Oscillation Control>Demod 4 Cut off frq (Hz)	1.55k	
Oscillation Control>Demod 1 Harmonic	1	
Oscillation Control>Demod 2 Harmonic	1	
Oscillation Control>Demod 3 Harmonic	1	
Oscillation Control>Demod 4 Harmonic	1	
Oscillation Control>Demod 1 Filter Order	2	
Oscillation Control>Demod 2 Filter Order	2	
Oscillation Control>Demod 3 Filter Order	2	
Oscillation Control>Demod 4 Filter Order	2	
Oscillation Control>Phase P gain (Hz/rad)	1.74535E+0	
Oscillation Control>Phase I gain (Hz/rad/s)	7.31089E+0	
Oscillation Control>Phase controller on	FALSE	
Oscillation Control>FrequencyShift (Hz)	0E+0	
Oscillation Control>Amplitude Setpoint (m)	10E-9	
Oscillation Control>Amplitude P gain (V/nm)	35.1703E+6	
Oscillation Control>Amplitude I gain (V/nm/s)	147.321E+6	
Oscillation Control>Amplitude controller on	FALSE	
Oscillation Control>Excitation (V)	0E+0	
Oscillation Control>Output Ampl. Range (V)	0.1	
Oscillation Control>output off	FALSE	
Oscillation Control>output add	FALSE	
Oscillation Control>PLL-Setup Q-Factor	60E+3	
Oscillation Control>PLL-Setup Demod. Bandwidth Amp (Hz)	40.8754E+0	
Oscillation Control>PLL-Setup Demod. Bandwidth Pha (Hz)	100.001E+0	
Oscillation Control>PLL-Setup amplitude/excitation (m/V)	4.265E-6	
Scan>Scanfield	447.397E-9;-391.418E-9;12E-9;12E-9;0E+0	
Scan>series name	Bi_Ag(111)_2660605_	
Scan>channels	Current (A);Z (m)	
Scan>pixels/line	256	
Scan>lines	256	
Scan>speed forw. (m/s)	78.125E-9	
Scan>speed backw. (m/s)	78.125E-9	
Z-Controller>Z (m)	-28.2034E-9	
Z-Controller>Controller name	log Current	
Z-Controller>Controller status	ON	
Z-Controller>Setpoint	500E-12	
Z-Controller>Setpoint unit	A	
Z-Controller>P gain	9E-12	
Z-Controller>I gain	150E-9	
Z-Controller>Time const (s)	60E-6	
Z-Controller>TipLift (m)	0E+0	
Z-Controller>Switch off delay (s)	50E-3	

[DATA]
Bias calc (V)	Current (A)	Bias (V)	Z (m)	LI Demod 1 X (A)	Current [bwd] (A)	Bias [bwd] (V)	Z [bwd] (m)	LI Demod 1 X [bwd] (A)
500.00000E-3	507.69727E-12	500.00000E-3	-28.202832E-9	20.130257E-12	505.83931E-12	500.00000E-3	-28.195533E-9	20.409969E-12
517.64709E-3	506.49446E-12	517.64709E-3	-28.198400E-9	19.465353E-12	507.48755E-12	517.64709E-3	-28.191947E-9	18.568725E-12
535.29412E-3	506.71944E-12	535.29412E-3	-28.191916E-9	19.764985E-12	506.73071E-12	535.29412E-3	-28.194075E-9	21.249284E-12
552.94120E-3	509.83845E-12	552.94120E-3	-28.182574E-9	19.338114E-12	509.25902E-12	552.94120E-3	-28.189092E-9	19.673527E-12
570.58823E-3	507.28649E-12	570.58823E-3	-28.177485E-9	20.821320E-12	507.52424E-12	570.58823E-3	-28.184706E-9	20.569803E-12
588.23532E-3	509.87864E-12	588.23532E-3	-28.170092E-9	21.495982E-12	508.99501E-12	588.23532E-3	-28.172952E-9	21.193637E-12
605.88235E-3	507.73002E-12	605.88235E-3	-28.169019E-9	22.167261E-12	507.22432E-12	605.88235E-3	-28.166609E-9	23.509214E-12
623.52943E-3	509.80026E-12	623.52943E-3	-28.161878E-9	25.269349E-12	509.54496E-12	623.52943E-3	-28.162493E-9	24.520039E-12
641.17646E-3	510.67478E-12	641.17646E-3	-28.154759E-9	28.630607E-12	507.04829E-12	641.17646E-3	-28.161795E-9	28.832787E-12
658.82355E-3	507.60735E-12	658.82355E-3	-28.148216E-9	30.664464E-12	505.86313E-12	658.82355E-3	-28.154444E-9	31.199480E-12
676.47058E-3	506.75869E-12	676.47058E-3	-28.138476E-9	30.793923E-12	506.50967E-12	676.47058E-3	-28.141834E-9	31.026116E-12
694.11767E-3	506.74365E-12	694.11767E-3	-28.131382E-9	26.946377E-12	507.06761E-12	694.11767E-3	-28.130131E-9	26.301558E-12
711.76469E-3	508.40510E-12	711.76469E-3	-28.123129E-9	20.207299E-12	506.02000E-12	711.76469E-3	-28.125328E-9	21.318362E-12
729.41178E-3	509.72221E-12	729.41178E-3	-28.115243E-9	17.572169E-12	507.15782E-12	729.41178E-3	-28.125653E-9	17.041691E-12
747.05887E-3	509.76667E-12	747.05881E-3	-28.112293E-9	14.211547E-12	506.99822E-12	747.05881E-3	-28.125521E-9	14.359037E-12
764.70590E-3	507.62938E-12	764.70590E-3	-28.112460E-9	12.388266E-12	507.21921E-12	764.70590E-3	-28.122123E-9	12.948096E-12
782.35292E-3	506.46498E-12	782.35292E-3	-28.111440E-9	12.771922E-12	507.46612E-12	782.35292E-3	-28.113211E-9	11.922398E-12
800.00001E-3	505.45179E-12	800.00001E-3	-28.110716E-9	13.750402E-12	506.26364E-12	800.00001E-3	-28.106518E-9	13.445202E-12
817.64710E-3	506.32537E-12	817.64704E-3	-28.105861E-9	12.319999E-12	505.96138E-12	817.64704E-3	-28.104745E-9	13.860546E-12
835.29413E-3	505.69110E-12	835.29413E-3	-28.100436E-9	15.025124E-12	505.80784E-12	835.29413E-3	-28.107536E-9	14.344178E-12
852.94116E-3	505.02430E-12	852.94116E-3	-28.096681E-9	15.847722E-12	506.50684E-12	852.94116E-3	-28.107557E-9	15.638898E-12
870.58824E-3	505.21087E-12	870.58824E-3	-28.093680E-9	17.675816E-12	507.76283E-12	870.58824E-3	-28.103869E-9	18.899347E-12
888.23533E-3	505.57014E-12	888.23527E-3	-28.090524E-9	19.416805E-12	506.85306E-12	888.23527E-3	-28.095648E-9	19.401834E-12
905.88236E-3	506.90091E-12	905.88236E-3	-28.085161E-9	22.376274E-12	506.18959E-12	905.88236E-3	-28.086312E-9	21.666507E-12
923.52945E-3	506.77001E-12	923.52939E-3	-28.078565E-9	25.572319E-12	506.30256E-12	923.52939E-3	-28.080750E-9	24.987170E-12
941.17653E-3	507.09831E-12	941.17647E-3	-28.070188E-9	24.216512E-12	505.72529E-12	941.17647E-3	-28.078542E-9	26.126500E-12
958.82356E-3	506.41935E-12	958.82350E-3	-28.062662E-9	26.177487E-12	507.90327E-12	958.82350E-3	-28.073828E-9	27.225295E-12
976.47059E-3	507.19762E-12	976.47059E-3	-28.053847E-9	26.629560E-12	507.77593E-12	976.47059E-3	-28.065742E-9	25.876468E-12
994.11768E-3	506.14452E-12	994.11762E-3	-28.049284E-9	26.798567E-12	506.18665E-12	994.11762E-3	-28.054028E-9	25.837157E-12
1.0117648E+0	506.87265E-12	1.0117648E+0	-28.040782E-9	24.424044E-12	505.58380E-12	1.0117648E+0	-28.046225E-9	25.236386E-12
1.0294118E+0	505.87945E-12	1.0294118E+0	-28.034400E-9	23.830091E-12	505.60872E-12	1.0294118E+0	-28.044141E-9	23.502623E-12
1.0470588E+0	504.75579E-12	1.0470588E+0	-28.028939E-9	21.121384E-12	505.35837E-12	1.0470588E+0	-28.043349E-9	20.890460E-12
1.0647058E+0	504.96379E-12	1.0647058E+0	-28.024479E-9	20.062172E-12	505.40716E-12	1.0647058E+0	-28.038102E-9	21.733868E-12
1.0823530E+0	505.95184E-12	1.0823530E+0	-28.019700E-9	20.951454E-12	507.49660E-12	1.0823530E+0	-28.026340E-9	20.092537E-12
1.1000000E+0	504.71533E-12	1.1000000E+0	-28.017046E-9	18.633064E-12	508.54676E-12	1.1000000E+0	-28.014703E-9	18.777943E-12
1.1176472E+0	505.76354E-12	1.1176471E+0	-28.009952E-9	17.779214E-12	510.71253E-12	1.1176471E+0	-28.007687E-9	18.702925E-12
1.1352942E+0	505.60178E-12	1.1352941E+0	-28.003152E-9	18.555523E-12	508.84602E-12	1.1352941E+0	-28.009648E-9	16.728898E-12
1.1529412E+0	505.60639E-12	1.1529412E+0	-27.997025E-9	17.512146E-12	508.47626E-12	1.1529412E+0	-28.010694E-9	17.114095E-12
1.1705883E+0	506.36922E-12	1.1705883E+0	-27.991781E-9	15.880146E-12	506.72416E-12	1.1705883E+0	-28.010099E-9	16.197991E-12
1.1882353E+0	505.88234E-12	1.1882353E+0	-27.991273E-9	17.227730E-12	505.64397E-12	1.1882353E+0	-28.002754E-9	17.384552E-12
1.2058823E+0	505.87279E-12	1.2058823E+0	-27.989266E-9	17.036043E-12	505.84320E-12	1.2058823E+0	-27.993968E-9	17.235090E-12
1.2235295E+0	505.96233E-12	1.2235295E+0	-27.985639E-9	16.987143E-12	507.98227E-12	1.2235295E+0	-27.987795E-9	17.710423E-12
1.2411765E+0	505.75327E-12	1.2411765E+0	-27.979661E-9	18.208044E-12	506.87221E-12	1.2411765E+0	-27.987289E-9	19.862355E-12
1.2588236E+0	506.18698E-12	1.2588235E+0	-27.971559E-9	19.088836E-12	506.98867E-12	1.2588235E+0	-27.984759E-9	19.216403E-12
1.2764707E+0	505.86452E-12	1.2764705E+0	-27.966381E-9	20.917825E-12	506.29678E-12	1.2764705E+0	-27.980779E-9	22.054799E-12
1.2941177E+0	505.83954E-12	1.2941177E+0	-27.960148E-9	23.564579E-12	506.60104E-12	1.2941177E+0	-27.970502E-9	23.922808E-12
1.3117647E+0	506.37761E-12	1.3117647E+0	-27.953837E-9	27.806844E-12	507.06733E-12	1.3117647E+0	-27.961212E-9	26.650473E-12
1.3294117E+0	505.74639E-12	1.3294117E+0	-27.946486E-9	29.357544E-12	507.60018E-12	1.3294117E+0	-27.954369E-9	30.902027E-12
1.3470589E+0	505.53384E-12	1.3470588E+0	-27.936569E-9	31.591479E-12	506.78706E-12	1.3470588E+0	-27.949588E-9	31.421813E-12
1.3647059E+0	506.60226E-12	1.3647059E+0	-27.924896E-9	32.210019E-12	507.03441E-12	1.3647059E+0	-27.941242E-9	30.745097E-12
1.3823531E+0	506.84590E-12	1.3823529E+0	-27.916348E-9	28.534066E-12	505.55393E-12	1.3823529E+0	-27.930993E-9	29.918044E-12
1.4000001E+0	506.89342E-12	1.4000000E+0	-27.909797E-9	27.420902E-12	504.74225E-12	1.4000000E+0	-27.917885E-9	26.788278E-12
1.4176471E+0	506.24510E-12	1.4176470E+0	-27.902439E-9	25.038745E-12	505.43997E-12	1.4176470E+0	-27.908909E-9	24.182397E-12
1.4352942E+0	506.78378E-12	1.4352942E+0	-27.894991E-9	21.659129E-12	505.80617E-12	1.4352942E+0	-27.904687E-9	22.087618E-12
1.4529412E+0	505.78980E-12	1.4529412E+0	-27.888142E-9	18.886434E-12	506.97929E-12	1.4529412E+0	-27.905246E-9	18.939994E-12
1.4705882E+0	507.10536E-12	1.4705882E+0	-27.880557E-9	18.537330E-12	507.42932E-12	1.4705882E+0	-27.901281E-9	17.797267E-12
1.4882354E+0	505.61488E-12	1.4882352E+0	-27.879867E-9	14.325843E-12	506.84840E-12	1.4882352E+0	-27.892670E-9	15.004307E-12
1.5058824E+0	505.06982E-12	1.5058824E+0	-27.878922E-9	13.886300E-12	507.00560E-12	1.5058824E+0	-27.882855E-9	14.678552E-12
1.5235294E+0	505.13099E-12	1.5235294E+0	-27.877242E-9	13.456422E-12	506.04049E-12	1.5235294E+0	-27.879883E-9	12.835524E-12
1.5411766E+0	505.36725E-12	1.5411764E+0	-27.871968E-9	12.012340E-12	505.74317E-12	1.5411764E+0	-27.880574E-9	12.550610E-12
1.5588236E+0	506.10433E-12	1.5588236E+0	-27.866550E-9	12.268927E-12	506.39881E-12	1.5588236E+0	-27.881482E-9	12.334606E-12
1.5764706E+0	505.14548E-12	1.5764706E+0	-27.863861E-9	11.170381E-12	507.41567E-12	1.5764706E+0	-27.878052E-9	11.097450E-12
1.5941176E+0	505.69304E-12	1.5941176E+0	-27.861994E-9	12.061483E-12	506.69968E-12	1.5941176E+0	-27.874343E-9	11.867373E-12
1.6117648E+0	507.02853E-12	1.6117647E+0	-27.861576E-9	10.714782E-12	506.49884E-12	1.6117647E+0	-27.870326E-9	11.910005E-12
1.6294118E+0	506.45022E-12	1.6294118E+0	-27.859494E-9	12.042502E-12	505.48915E-12	1.6294118E+0	-27.868666E-9	11.684037E-12
1.6470588E+0	506.35668E-12	1.6470588E+0	-27.855593E-9	12.175330E-12	505.55438E-12	1.6470588E+0	-27.868685E-9	10.753806E-12
1.6647060E+0	507.53129E-12	1.6647059E+0	-27.848143E-9	10.716634E-12	505.54266E-12	1.6647059E+0	-27.867028E-9	10.844188E-12
1.6823530E+0	506.56995E-12	1.6823529E+0	-27.847294E-9	11.296497E-12	504.74047E-12	1.6823529E+0	-27.862976E-9	12.359335E-12
1.7000000E+0	506.12031E-12	1.7000000E+0	-27.846999E-9	11.045338E-12	505.47677E-12	1.7000000E+0	-27.859018E-9	10.722452E-12
1.7176471E+0	506.79638E-12	1.7176471E+0	-27.846818E-9	12.172589E-12	506.28424E-12	1.7176471E+0	-27.854215E-9	11.505605E-12
1.7352942E+0	507.60024E-12	1.7352941E+0	-27.843104E-9	12.904129E-12	506.39282E-12	1.7352941E+0	-27.854009E-9	12.949640E-12
1.7529413E+0	506.83729E-12	1.7529411E+0	-27.838070E-9	11.096744E-12	506.38416E-12	1.7529411E+0	-27.854334E-9	12.065300E-12
1.7705883E+0	508.03528E-12	1.7705883E+0	-27.830927E-9	12.919361E-12	505.66362E-12	1.7705883E+0	-27.852671E-9	12.292213E-12
1.7882353E+0	507.43054E-12	1.7882353E+0	-27.829634E-9	12.897011E-12	505.78269E-12	1.7882353E+0	-27.848280E-9	13.523525E-12
1.8058825E+0	507.83527E-12	1.8058823E+0	-27.830911E-9	12.002306E-12	505.84104E-12	1.8058823E+0	-27.843576E-9	12.590412E-12
1.8235295E+0	507.95274E-12	1.8235294E+0	-27.829401E-9	12.967296E-12	505.56803E-12	1.8235294E+0	-27.838857E-9	12.733944E-12
1.8411765E+0	507.55472E-12	1.8411765E+0	-27.824743E-9	12.984008E-12	505.14853E-12	1.8411765E+0	-27.836679E-9	13.901897E-12
1.8588235E+0	505.63220E-12	1.8588235E+0	-27.820279E-9	13.156414E-12	506.71350E-12	1.8588235E+0	-27.833524E-9	12.784023E-12
1.8764707E+0	506.97135E-12	1.8764706E+0	-27.813149E-9	13.195200E-12	506.29884E-12	1.8764706E+0	-27.834369E-9	13.335349E-12
1.8941177E+0	507.90278E-12	1.8941176E+0	-27.810612E-9	13.664672E-12	505.51835E-12	1.8941176E+0	-27.832000E-9	12.939125E-12
1.9117647E+0	508.32683E-12	1.9117647E+0	-27.811472E-9	12.799472E-12	505.49537E-12	1.9117647E+0	-27.826996E-9	13.780478E-12
1.9294119E+0	506.48052E-12	1.9294118E+0	-27.811861E-9	12.622460E-12	505.28309E-12	1.9294118E+0	-27.822335E-9	13.805990E-12
1.9470589E+0	506.25071E-12	1.9470588E+0	-27.806154E-9	12.732111E-12	506.84901E-12	1.9470588E+0	-27.818125E-9	13.768295E-12
1.9647059E+0	507.03508E-12	1.9647058E+0	-27.799388E-9	13.993261E-12	506.67842E-12	1.9647058E+0	-27.816823E-9	14.082333E-12
1.9823530E+0	507.40945E-12	1.9823530E+0	-27.793252E-9	13.390930E-12	505.86785E-12	1.9823530E+0	-27.816094E-9	13.540518E-12
2.0000000E+0	505.72735E-12	2.0000000E+0	-27.794449E-9	14.251342E-12	505.27743E-12	2.0000000E+0	-27.811573E-9	13.688017E-12
2.0176473E+0	505.46151E-12	2.0176470E+0	-27.793956E-9	14.428990E-12	506.09822E-12	2.0176470E+0	-27.805044E-9	14.886706E-12
2.0352941E+0	506.01850E-12	2.0352941E+0	-27.790470E-9	15.025941E-12	506.07024E-12	2.0352941E+0	-27.801967E-9	13.911169E-12
2.0529413E+0	505.22908E-12	2.0529411E+0	-27.787065E-9	14.030646E-12	505.13671E-12	2.0529411E+0	-27.801105E-9	14.278582E-12
2.0705884E+0	506.44394E-12	2.0705884E+0	-27.780477E-9	14.676267E-12	505.76870E-12	2.0705884E+0	-27.799878E-9	15.539812E-12
2.0882354E+0	505.10501E-12	2.0882354E+0	-27.776194E-9	13.857234E-12	507.08870E-12	2.0882354E+0	-27.792977E-9	14.636776E-12
2.1058824E+0	507.05223E-12	2.1058824E+0	-27.771438E-9	14.446522E-12	506.97446E-12	2.1058824E+0	-27.788269E-9	14.451707E-12
2.1235294E+0	506.58916E-12	2.1235294E+0	-27.770046E-9	14.601056E-12	504.92655E-12	2.1235294E+0	-27.784392E-9	14.240144E-12
2.1411767E+0	506.84890E-12	2.1411765E+0	-27.765291E-9	15.448651E-12	505.75777E-12	2.1411765E+0	-27.780896E-9	15.091451E-12
2.1588235E+0	505.54633E-12	2.1588235E+0	-27.763054E-9	13.925364E-12	506.63201E-12	2.1588235E+0	-27.778215E-9	15.148976E-12
2.1764708E+0	506.03621E-12	2.1764705E+0	-27.757805E-9	15.695252E-12	506.60670E-12	2.1764705E+0	-27.776442E-9	16.136642E-12
2.1941178E+0	508.33893E-12	2.1941175E+0	-27.751536E-9	16.018933E-12	510.39273E-12	2.1941175E+0	-27.767609E-9	14.604174E-12
2.2117648E+0	508.34259E-12	2.2117648E+0	-27.747852E-9	14.670029E-12	505.92264E-12	2.2117648E+0	-27.767054E-9	16.812557E-12
2.2294118E+0	508.12549E-12	2.2294118E+0	-27.744873E-9	15.851596E-12	508.51712E-12	2.2294118E+0	-27.759702E-9	15.482064E-12
2.2470589E+0	509.02155E-12	2.2470589E+0	-27.739636E-9	16.128236E-12	507.12845E-12	2.2470589E+0	-27.757196E-9	15.672161E-12
2.2647061E+0	509.77628E-12	2.2647059E+0	-27.734915E-9	16.534659E-12	507.03852E-12	2.2647059E+0	-27.754657E-9	16.180123E-12
2.2823529E+0	509.55989E-12	2.2823529E+0	-27.731245E-9	15.326549E-12	507.04924E-12	2.2823529E+0	-27.750628E-9	15.895249E-12
2.3000002E+0	509.07439E-12	2.3000000E+0	-27.727680E-9	17.463772E-12	506.38699E-12	2.3000000E+0	-27.746012E-9	17.364046E-12
2.3176470E+0	507.77299E-12	2.3176470E+0	-27.722153E-9	17.848875E-12	506.71961E-12	2.3176470E+0	-27.741651E-9	16.365638E-12
2.3352942E+0	508.17189E-12	2.3352940E+0	-27.716620E-9	17.263047E-12	507.08471E-12	2.3352940E+0	-27.735798E-9	18.268475E-12
2.3529413E+0	507.64487E-12	2.3529413E+0	-27.712606E-9	19.143288E-12	505.96333E-12	2.3529413E+0	-27.733755E-9	18.895663E-12
2.3705883E+0	509.72776E-12	2.3705883E+0	-27.706045E-9	18.332516E-12	506.49757E-12	2.3705883E+0	-27.728788E-9	18.095279E-12
2.3882353E+0	509.05768E-12	2.3882353E+0	-27.701685E-9	19.289740E-12	505.60450E-12	2.3882353E+0	-27.723248E-9	18.789494E-12
2.4058824E+0	509.13485E-12	2.4058824E+0	-27.694313E-9	19.651112E-12	506.29173E-12	2.4058824E+0	-27.715171E-9	18.861281E-12
2.4235296E+0	508.00347E-12	2.4235294E+0	-27.689110E-9	20.052042E-12	506.85184E-12	2.4235294E+0	-27.709124E-9	20.736472E-12
2.4411764E+0	506.03738E-12	2.4411764E+0	-27.686266E-9	20.254456E-12	506.79932E-12	2.4411764E+0	-27.704919E-9	21.088605E-12
2.4588237E+0	505.45396E-12	2.4588234E+0	-27.683189E-9	21.159342E-12	506.05437E-12	2.4588234E+0	-27.702212E-9	21.328732E-12
2.4764707E+0	506.45016E-12	2.4764705E+0	-27.674130E-9	21.386056E-12	505.84287E-12	2.4764705E+0	-27.696320E-9	22.233774E-12
2.4941177E+0	505.72913E-12	2.4941177E+0	-27.665667E-9	21.920854E-12	505.24335E-12	2.4941177E+0	-27.688484E-9	22.287510E-12
2.5117648E+0	505.30752E-12	2.5117648E+0	-27.655702E-9	22.881768E-12	504.95164E-12	2.5117648E+0	-27.680441E-9	22.767864E-12
2.5294118E+0	506.40325E-12	2.5294118E+0	-27.648820E-9	23.150631E-12	504.80781E-12	2.5294118E+0	-27.673098E-9	23.057391E-12
2.5470588E+0	505.86102E-12	2.5470588E+0	-27.646880E-9	23.955195E-12	505.34749E-12	2.5470588E+0	-27.666786E-9	24.018853E-12
2.5647061E+0	506.90552E-12	2.5647058E+0	-27.642097E-9	24.461825E-12	507.44720E-12	2.5647058E+0	-27.657949E-9	23.783768E-12
2.5823531E+0	507.91227E-12	2.5823529E+0	-27.631559E-9	24.116863E-12	506.47830E-12	2.5823529E+0	-27.652128E-9	23.953258E-12
2.6000001E+0	507.12479E-12	2.5999999E+0	-27.619310E-9	24.719669E-12	505.75560E-12	2.5999999E+0	-27.644935E-9	24.323670E-12
2.6176472E+0	507.14272E-12	2.6176472E+0	-27.608571E-9	23.258217E-12	505.12117E-12	2.6176472E+0	-27.637105E-9	24.207435E-12
2.6352942E+0	506.62785E-12	2.6352942E+0	-27.603749E-9	24.585731E-12	505.30441E-12	2.6352942E+0	-27.630540E-9	24.190479E-12
2.6529412E+0	505.76077E-12	2.6529412E+0	-27.600873E-9	23.276572E-12	506.43834E-12	2.6529412E+0	-27.622322E-9	23.998631E-12
2.6705883E+0	506.06402E-12	2.6705883E+0	-27.594991E-9	23.480969E-12	506.08828E-12	2.6705883E+0	-27.614806E-9	22.746470E-12
2.6882353E+0	504.94303E-12	2.6882353E+0	-27.586704E-9	21.886786E-12	506.57262E-12	2.6882353E+0	-27.605283E-9	22.404113E-12
2.7058825E+0	505.63503E-12	2.7058823E+0	-27.576696E-9	21.395366E-12	506.47275E-12	2.7058823E+0	-27.597221E-9	21.432897E-12
2.7235296E+0	505.59446E-12	2.7235293E+0	-27.568152E-9	20.574488E-12	507.11230E-12	2.7235293E+0	-27.589614E-9	21.231747E-12
2.7411766E+0	505.87046E-12	2.7411764E+0	-27.563486E-9	20.824313E-12	507.35005E-12	2.7411764E+0	-27.584461E-9	21.363637E-12
2.7588236E+0	506.72805E-12	2.7588236E+0	-27.559331E-9	20.648552E-12	505.91131E-12	2.7588236E+0	-27.582528E-9	20.350471E-12
2.7764707E+0	507.47007E-12	2.7764707E+0	-27.553734E-9	19.060606E-12	505.39423E-12	2.7764707E+0	-27.574636E-9	19.212642E-12
2.7941177E+0	508.78568E-12	2.7941177E+0	-27.544292E-9	20.438618E-12	505.79663E-12	2.7941177E+0	-27.566820E-9	18.840924E-12
2.8117647E+0	507.30653E-12	2.8117647E+0	-27.534515E-9	19.104093E-12	505.15347E-12	2.8117647E+0	-27.560786E-9	18.606110E-12
2.8294120E+0	508.46310E-12	2.8294117E+0	-27.526326E-9	17.808539E-12	505.27599E-12	2.8294117E+0	-27.554933E-9	19.135292E-12
2.8470590E+0	507.80125E-12	2.8470588E+0	-27.523773E-9	18.664965E-12	506.85822E-12	2.8470588E+0	-27.550675E-9	17.916921E-12
2.8647060E+0	507.79936E-12	2.8647058E+0	-27.522335E-9	17.849999E-12	505.72896E-12	2.8647058E+0	-27.546596E-9	18.345700E-12
2.8823531E+0	507.26595E-12	2.8823528E+0	-27.520004E-9	16.439442E-12	504.93637E-12	2.8823528E+0	-27.539901E-9	17.252793E-12
2.9000001E+0	507.19406E-12	2.9000001E+0	-27.512112E-9	18.342647E-12	504.99044E-12	2.9000001E+0	-27.533547E-9	17.037139E-12
2.9176471E+0	505.71175E-12	2.9176471E+0	-27.503248E-9	14.890988E-12	505.30591E-12	2.9176471E+0	-27.528392E-9	16.382815E-12
2.9352942E+0	504.79315E-12	2.9352942E+0	-27.496755E-9	17.583060E-12	506.87560E-12	2.9352942E+0	-27.523354E-9	17.055775E-12
2.9529412E+0	504.67130E-12	2.9529412E+0	-27.494217E-9	15.710443E-12	505.79863E-12	2.9529412E+0	-27.519871E-9	16.635821E-12
2.9705884E+0	505.81705E-12	2.9705882E+0	-27.492021E-9	16.204232E-12	506.06203E-12	2.9705882E+0	-27.513487E-9	15.739606E-12
2.9882355E+0	506.66388E-12	2.9882352E+0	-27.488392E-9	16.801106E-12	506.03055E-12	2.9882352E+0	-27.507022E-9	16.831134E-12
3.0058825E+0	506.78745E-12	3.0058823E+0	-27.481896E-9	15.466071E-12	506.78611E-12	3.0058823E+0	-27.501565E-9	16.395777E-12
