Oscillation Control>Amplitude I gain (V/nm/s)	147.321E+6	
Oscillation Control>Amplitude controller on	FALSE	
Oscillation Control>Excitation (V)	0E+0	
Oscillation Control>Output Ampl. Range (V)	0.1	
Oscillation Control>output off	FALSE	
Oscillation Control>output add	FALSE	
Oscillation Control>PLL-Setup Q-Factor	60E+3	
Oscillation Control>PLL-Setup Demod. Bandwidth Amp (Hz)	40.8754E+0	
Oscillation Control>PLL-Setup Demod. Bandwidth Pha (Hz)	100.001E+0	
Oscillation Control>PLL-Setup amplitude/excitation (m/V)	4.265E-6	
Scan>Scanfield	447.397E-9;-391.418E-9;12E-9;12E-9;0E+0	
Scan>series name	Bi_Ag(111)_2660605_	
Scan>channels	Current (A);Z (m)	
Scan>pixels/line	256	
Scan>lines	256	
Scan>speed forw. (m/s)	78.125E-9	
Scan>speed backw. (m/s)	78.125E-9	
Z-Controller>Z (m)	-28.0463E-9	
Z-Controller>Controller name	log Current	
Z-Controller>Controller status	ON	
Z-Controller>Setpoint	500E-12	
Z-Controller>Setpoint unit	A	
Z-Controller>P gain	9E-12	
Z-Controller>I gain	150E-9	
Z-Controller>Time const (s)	60E-6	
Z-Controller>TipLift (m)	0E+0	
Z-Controller>Switch off delay (s)	50E-3	

[DATA]
Bias calc (V)	Current (A)	Bias (V)	Z (m)	LI Demod 1 X (A)	Current [bwd] (A)	Bias [bwd] (V)	Z [bwd] (m)	LI Demod 1 X [bwd] (A)
500.00000E-3	508.42630E-12	500.00000E-3	-28.073362E-9	24.677553E-12	510.27876E-12	500.00000E-3	-28.040478E-9	22.317828E-12
517.64709E-3	506.22484E-12	517.64709E-3	-28.066914E-9	24.330206E-12	512.93797E-12	517.64709E-3	-28.028902E-9	24.616646E-12
535.29412E-3	508.03484E-12	535.29412E-3	-28.058642E-9	24.478437E-12	511.79228E-12	535.29412E-3	-28.025672E-9	25.424786E-12
552.94120E-3	507.88473E-12	552.94120E-3	-28.050655E-9	24.085525E-12	510.08969E-12	552.94120E-3	-28.024150E-9	22.507442E-12
570.58823E-3	508.97642E-12	570.58823E-3	-28.040665E-9	23.277288E-12	506.59438E-12	570.58823E-3	-28.023525E-9	23.124511E-12
588.23532E-3	505.23813E-12	588.23532E-3	-28.040905E-9	23.334860E-12	506.12303E-12	588.23532E-3	-28.016489E-9	23.930267E-12
605.88235E-3	504.99516E-12	605.88235E-3	-28.037817E-9	23.692359E-12	506.83430E-12	605.88235E-3	-28.005823E-9	22.122934E-12
623.52943E-3	509.02199E-12	623.52943E-3	-28.027488E-9	21.927196E-12	507.20844E-12	623.52943E-3	-27.998778E-9	23.855579E-12
641.17646E-3	507.49066E-12	641.17646E-3	-28.022075E-9	21.168640E-12	507.00250E-12	641.17646E-3	-27.997666E-9	21.767496E-12
658.82355E-3	509.95524E-12	658.82355E-3	-28.010565E-9	22.524066E-12	508.01774E-12	658.82355E-3	-27.998439E-9	22.690714E-12
676.47058E-3	507.79664E-12	676.47058E-3	-28.007952E-9	22.105276E-12	506.45577E-12	676.47058E-3	-27.995442E-9	22.257729E-12
694.11767E-3	508.11400E-12	694.11767E-3	-28.004102E-9	21.255610E-12	506.40042E-12	694.11767E-3	-27.983994E-9	21.617066E-12
711.76469E-3	506.61741E-12	711.76469E-3	-28.003260E-9	20.376428E-12	506.15312E-12	711.76469E-3	-27.971161E-9	21.069542E-12
729.41178E-3	509.06845E-12	729.41178E-3	-27.993073E-9	21.944661E-12	506.12242E-12	729.41178E-3	-27.965777E-9	19.510263E-12
747.05887E-3	506.84162E-12	747.05881E-3	-27.986900E-9	18.976799E-12	506.47420E-12	747.05881E-3	-27.967213E-9	21.478973E-12
764.70590E-3	506.69124E-12	764.70590E-3	-27.980763E-9	20.165666E-12	506.55452E-12	764.70590E-3	-27.970120E-9	19.362675E-12
782.35292E-3	505.70953E-12	782.35292E-3	-27.979469E-9	19.166290E-12	506.65100E-12	782.35292E-3	-27.967696E-9	19.755766E-12
800.00001E-3	508.16451E-12	800.00001E-3	-27.975004E-9	20.454022E-12	505.31457E-12	800.00001E-3	-27.955959E-9	19.172910E-12
817.64710E-3	507.81795E-12	817.64704E-3	-27.970279E-9	17.427041E-12	505.90704E-12	817.64704E-3	-27.946006E-9	19.591783E-12
835.29413E-3	508.20875E-12	835.29413E-3	-27.962839E-9	17.991650E-12	505.66223E-12	835.29413E-3	-27.941297E-9	17.613721E-12
852.94116E-3	506.73904E-12	852.94116E-3	-27.957116E-9	19.736367E-12	505.98326E-12	852.94116E-3	-27.942328E-9	18.769078E-12
870.58824E-3	506.73582E-12	870.58824E-3	-27.953545E-9	16.794713E-12	506.03238E-12	870.58824E-3	-27.944209E-9	19.115275E-12
888.23533E-3	506.36140E-12	888.23527E-3	-27.952545E-9	17.159427E-12	505.40333E-12	888.23527E-3	-27.937970E-9	17.021162E-12
905.88236E-3	509.25775E-12	905.88236E-3	-27.946941E-9	18.702541E-12	505.30269E-12	905.88236E-3	-27.928914E-9	18.434164E-12
923.52945E-3	507.64809E-12	923.52939E-3	-27.944187E-9	16.651005E-12	506.73121E-12	923.52939E-3	-27.921871E-9	18.019935E-12
941.17653E-3	507.50537E-12	941.17647E-3	-27.937602E-9	16.956037E-12	507.78848E-12	941.17647E-3	-27.922315E-9	16.518783E-12
958.82356E-3	508.19698E-12	958.82350E-3	-27.931112E-9	17.339149E-12	507.37475E-12	958.82350E-3	-27.925783E-9	17.857828E-12
976.47059E-3	507.11430E-12	976.47059E-3	-27.929120E-9	17.500154E-12	507.38130E-12	976.47059E-3	-27.923695E-9	17.779837E-12
994.11768E-3	506.54025E-12	994.11762E-3	-27.927038E-9	18.131500E-12	507.74662E-12	994.11762E-3	-27.911881E-9	15.864872E-12
1.0117648E+0	506.28646E-12	1.0117648E+0	-27.924619E-9	14.401178E-12	508.13614E-12	1.0117648E+0	-27.899400E-9	16.296936E-12
1.0294118E+0	505.98481E-12	1.0294118E+0	-27.920780E-9	16.373567E-12	508.86784E-12	1.0294118E+0	-27.895423E-9	16.917251E-12
1.0470588E+0	506.65871E-12	1.0470588E+0	-27.913995E-9	16.044414E-12	508.76264E-12	1.0470588E+0	-27.898730E-9	16.481816E-12
1.0647058E+0	506.18609E-12	1.0647058E+0	-27.908376E-9	17.058193E-12	508.66072E-12	1.0647058E+0	-27.904996E-9	16.568703E-12
1.0823530E+0	505.74461E-12	1.0823530E+0	-27.905832E-9	16.437201E-12	508.55359E-12	1.0823530E+0	-27.901184E-9	16.886293E-12
1.1000000E+0	504.85272E-12	1.1000000E+0	-27.904559E-9	15.310061E-12	508.96237E-12	1.1000000E+0	-27.890698E-9	15.883930E-12
1.1176472E+0	505.03079E-12	1.1176471E+0	-27.903182E-9	15.604164E-12	508.13309E-12	1.1176471E+0	-27.882061E-9	15.623638E-12
1.1352942E+0	505.12627E-12	1.1352941E+0	-27.898635E-9	15.491133E-12	507.27500E-12	1.1352941E+0	-27.878075E-9	16.546445E-12
1.1529412E+0	506.68897E-12	1.1529412E+0	-27.891840E-9	15.309285E-12	506.41447E-12	1.1529412E+0	-27.880985E-9	14.986946E-12
1.1705883E+0	506.77162E-12	1.1705883E+0	-27.886433E-9	13.981576E-12	507.07361E-12	1.1705883E+0	-27.882210E-9	14.998390E-12
1.1882353E+0	507.29149E-12	1.1882353E+0	-27.882605E-9	16.592375E-12	506.32892E-12	1.1882353E+0	-27.878595E-9	16.237404E-12
1.2058823E+0	508.87694E-12	1.2058823E+0	-27.879839E-9	15.466807E-12	506.41252E-12	1.2058823E+0	-27.872089E-9	13.084745E-12
1.2235295E+0	506.54053E-12	1.2235295E+0	-27.879718E-9	14.602271E-12	506.87782E-12	1.2235295E+0	-27.865230E-9	14.813652E-12
1.2411765E+0	506.44944E-12	1.2411765E+0	-27.876421E-9	15.387826E-12	509.12802E-12	1.2411765E+0	-27.861532E-9	14.584268E-12
1.2588236E+0	506.81931E-12	1.2588235E+0	-27.868385E-9	14.063611E-12	509.45803E-12	1.2588235E+0	-27.862596E-9	17.204254E-12
1.2764707E+0	505.52912E-12	1.2764705E+0	-27.864033E-9	14.055269E-12	509.10126E-12	1.2764705E+0	-27.862567E-9	13.948270E-12
1.2941177E+0	505.39040E-12	1.2941177E+0	-27.863013E-9	14.269154E-12	505.47977E-12	1.2941177E+0	-27.857773E-9	15.019411E-12
1.3117647E+0	504.87325E-12	1.3117647E+0	-27.863864E-9	13.706792E-12	507.68834E-12	1.3117647E+0	-27.848486E-9	15.579923E-12
1.3294117E+0	505.49992E-12	1.3294117E+0	-27.861359E-9	14.739784E-12	506.71428E-12	1.3294117E+0	-27.843035E-9	13.768239E-12
1.3470589E+0	505.76288E-12	1.3470588E+0	-27.855789E-9	15.466217E-12	506.72605E-12	1.3470588E+0	-27.844278E-9	15.759038E-12
1.3647059E+0	506.62369E-12	1.3647059E+0	-27.847772E-9	14.217437E-12	508.16978E-12	1.3647059E+0	-27.848676E-9	14.811317E-12
1.3823531E+0	506.37489E-12	1.3823529E+0	-27.844498E-9	14.868660E-12	505.30924E-12	1.3823529E+0	-27.849760E-9	13.872357E-12
1.4000001E+0	505.60117E-12	1.4000000E+0	-27.843171E-9	14.536895E-12	506.08168E-12	1.4000000E+0	-27.840153E-9	15.379831E-12
1.4176471E+0	505.02658E-12	1.4176470E+0	-27.841530E-9	16.137952E-12	507.97183E-12	1.4176470E+0	-27.829811E-9	15.195647E-12
1.4352942E+0	505.55543E-12	1.4352942E+0	-27.838071E-9	13.945899E-12	507.32801E-12	1.4352942E+0	-27.822932E-9	14.439018E-12
1.4529412E+0	506.16128E-12	1.4529412E+0	-27.832913E-9	16.955810E-12	508.23401E-12	1.4529412E+0	-27.821587E-9	16.962725E-12
1.4705882E+0	506.29029E-12	1.4705882E+0	-27.827635E-9	14.979479E-12	507.80963E-12	1.4705882E+0	-27.826776E-9	15.966074E-12
1.4882354E+0	505.97543E-12	1.4882352E+0	-27.823551E-9	15.034871E-12	505.89005E-12	1.4882352E+0	-27.826609E-9	14.522257E-12
1.5058824E+0	505.68189E-12	1.5058824E+0	-27.820311E-9	15.925412E-12	506.29945E-12	1.5058824E+0	-27.820477E-9	16.917264E-12
1.5235294E+0	505.51485E-12	1.5235294E+0	-27.817508E-9	15.681971E-12	509.34418E-12	1.5235294E+0	-27.808115E-9	15.505375E-12
1.5411766E+0	505.22342E-12	1.5411764E+0	-27.814311E-9	16.449331E-12	508.33643E-12	1.5411764E+0	-27.804379E-9	15.795858E-12
1.5588236E+0	506.66871E-12	1.5588236E+0	-27.807946E-9	15.497289E-12	509.74902E-12	1.5588236E+0	-27.802445E-9	16.501975E-12
1.5764706E+0	506.31649E-12	1.5764706E+0	-27.802381E-9	14.861791E-12	508.32655E-12	1.5764706E+0	-27.803026E-9	14.414877E-12
1.5941176E+0	505.68372E-12	1.5941176E+0	-27.798334E-9	14.962767E-12	506.79505E-12	1.5941176E+0	-27.800199E-9	15.425565E-12
1.6117648E+0	504.63389E-12	1.6117647E+0	-27.797295E-9	14.743418E-12	505.47755E-12	1.6117647E+0	-27.795197E-9	15.087714E-12
1.6294118E+0	504.77111E-12	1.6294118E+0	-27.796695E-9	15.013539E-12	506.23955E-12	1.6294118E+0	-27.787570E-9	15.717608E-12
1.6470588E+0	505.33161E-12	1.6470588E+0	-27.794618E-9	15.231129E-12	506.43961E-12	1.6470588E+0	-27.786530E-9	14.761060E-12
1.6647060E+0	507.39324E-12	1.6647059E+0	-27.784790E-9	14.663949E-12	507.41611E-12	1.6647059E+0	-27.789477E-9	14.293830E-12
1.6823530E+0	506.37583E-12	1.6823529E+0	-27.778480E-9	15.315546E-12	506.23128E-12	1.6823529E+0	-27.789898E-9	15.280449E-12
1.7000000E+0	506.53681E-12	1.7000000E+0	-27.773350E-9	13.702250E-12	508.04910E-12	1.7000000E+0	-27.782040E-9	15.534648E-12
1.7176471E+0	506.39692E-12	1.7176471E+0	-27.773524E-9	15.259322E-12	507.00627E-12	1.7176471E+0	-27.770422E-9	14.358569E-12
1.7352942E+0	505.59446E-12	1.7352941E+0	-27.774233E-9	15.318543E-12	505.35093E-12	1.7352941E+0	-27.764576E-9	14.637852E-12
1.7529413E+0	508.39261E-12	1.7529411E+0	-27.771607E-9	14.692589E-12	506.49135E-12	1.7529411E+0	-27.764703E-9	14.624755E-12
1.7705883E+0	510.43836E-12	1.7705883E+0	-27.758301E-9	15.551919E-12	507.25768E-12	1.7705883E+0	-27.769268E-9	15.002328E-12
1.7882353E+0	515.74245E-12	1.7882353E+0	-27.749286E-9	13.177477E-12	506.21607E-12	1.7882353E+0	-27.769198E-9	14.650142E-12
1.8058825E+0	516.20896E-12	1.8058823E+0	-27.745497E-9	15.124093E-12	505.27166E-12	1.8058823E+0	-27.764491E-9	14.327888E-12
1.8235295E+0	513.25721E-12	1.8235294E+0	-27.748641E-9	14.603277E-12	505.29070E-12	1.8235294E+0	-27.754412E-9	13.503287E-12
1.8411765E+0	512.81224E-12	1.8411765E+0	-27.748301E-9	13.931169E-12	505.89388E-12	1.8411765E+0	-27.748692E-9	14.880387E-12
1.8588235E+0	514.47407E-12	1.8588235E+0	-27.740738E-9	14.778356E-12	506.49501E-12	1.8588235E+0	-27.748857E-9	15.709375E-12
1.8764707E+0	513.18239E-12	1.8764706E+0	-27.733256E-9	13.193626E-12	505.20149E-12	1.8764706E+0	-27.751440E-9	13.786436E-12
1.8941177E+0	510.22520E-12	1.8941176E+0	-27.729016E-9	13.976018E-12	504.64383E-12	1.8941176E+0	-27.747655E-9	14.026618E-12
1.9117647E+0	508.61271E-12	1.9117647E+0	-27.731152E-9	14.566673E-12	505.22020E-12	1.9117647E+0	-27.739166E-9	15.116085E-12
1.9294119E+0	506.12692E-12	1.9294118E+0	-27.733376E-9	13.807623E-12	506.05181E-12	1.9294118E+0	-27.732696E-9	14.926510E-12
1.9470589E+0	506.36406E-12	1.9470588E+0	-27.732568E-9	14.454100E-12	506.90718E-12	1.9470588E+0	-27.733277E-9	14.585328E-12
1.9647059E+0	505.55521E-12	1.9647058E+0	-27.725195E-9	14.015981E-12	508.13248E-12	1.9647058E+0	-27.734858E-9	14.073994E-12
1.9823530E+0	505.63825E-12	1.9823530E+0	-27.715954E-9	14.786537E-12	507.12556E-12	1.9823530E+0	-27.732776E-9	15.057833E-12
2.0000000E+0	504.99821E-12	2.0000000E+0	-27.711980E-9	15.329189E-12	506.35507E-12	2.0000000E+0	-27.725585E-9	15.073163E-12
2.0176473E+0	505.48965E-12	2.0176470E+0	-27.710334E-9	15.078678E-12	505.10079E-12	2.0176470E+0	-27.716927E-9	16.098969E-12
2.0352941E+0	505.62049E-12	2.0352941E+0	-27.709856E-9	16.146107E-12	505.19738E-12	2.0352941E+0	-27.710499E-9	15.430802E-12
2.0529413E+0	505.87518E-12	2.0529411E+0	-27.706008E-9	15.273994E-12	505.65879E-12	2.0529411E+0	-27.710392E-9	16.627680E-12
2.0705884E+0	505.17951E-12	2.0705884E+0	-27.699526E-9	16.340686E-12	505.75072E-12	2.0705884E+0	-27.712234E-9	17.206193E-12
2.0882354E+0	505.22148E-12	2.0882354E+0	-27.691936E-9	16.647151E-12	506.40320E-12	2.0882354E+0	-27.711870E-9	16.899886E-12
2.1058824E+0	505.05228E-12	2.1058824E+0	-27.687307E-9	18.487033E-12	505.73146E-12	2.1058824E+0	-27.705383E-9	17.623897E-12
2.1235294E+0	507.59785E-12	2.1235294E+0	-27.682715E-9	18.272892E-12	505.40294E-12	2.1235294E+0	-27.696128E-9	18.137285E-12
2.1411767E+0	505.73079E-12	2.1411765E+0	-27.680930E-9	19.697509E-12	504.96191E-12	2.1411765E+0	-27.686937E-9	19.465473E-12
2.1588235E+0	505.27904E-12	2.1588235E+0	-27.674286E-9	19.527281E-12	505.99480E-12	2.1588235E+0	-27.681246E-9	20.153847E-12
2.1764708E+0	505.10851E-12	2.1764705E+0	-27.664177E-9	20.982471E-12	505.94229E-12	2.1764705E+0	-27.679917E-9	20.722157E-12
2.1941178E+0	505.39833E-12	2.1941175E+0	-27.656121E-9	21.828109E-12	505.75688E-12	2.1941175E+0	-27.678229E-9	22.290825E-12
2.2117648E+0	505.69171E-12	2.2117648E+0	-27.650028E-9	22.412740E-12	505.55404E-12	2.2117648E+0	-27.671199E-9	23.646257E-12
2.2294118E+0	505.74189E-12	2.2294118E+0	-27.646452E-9	25.153463E-12	506.84784E-12	2.2294118E+0	-27.657681E-9	24.338009E-12
2.2470589E+0	505.14137E-12	2.2470589E+0	-27.640127E-9	25.192771E-12	506.70379E-12	2.2470589E+0	-27.650213E-9	25.918165E-12
2.2647061E+0	506.44677E-12	2.2647059E+0	-27.628264E-9	26.267726E-12	507.35749E-12	2.2647059E+0	-27.643184E-9	27.010888E-12
2.2823529E+0	507.58220E-12	2.2823529E+0	-27.615181E-9	28.646639E-12	506.27935E-12	2.2823529E+0	-27.639079E-9	28.393003E-12
2.3000002E+0	507.44592E-12	2.3000000E+0	-27.605608E-9	29.318509E-12	506.64584E-12	2.3000000E+0	-27.629667E-9	30.044231E-12
2.3176470E+0	506.20447E-12	2.3176470E+0	-27.597116E-9	31.597194E-12	510.13332E-12	2.3176470E+0	-27.611327E-9	32.128109E-12
2.3352942E+0	507.11130E-12	2.3352940E+0	-27.585916E-9	32.910993E-12	511.47375E-12	2.3352940E+0	-27.595433E-9	32.773655E-12
2.3529413E+0	505.84686E-12	2.3529413E+0	-27.577318E-9	35.134475E-12	507.98105E-12	2.3529413E+0	-27.591209E-9	35.637302E-12
2.3705883E+0	506.35934E-12	2.3705883E+0	-27.562052E-9	35.675241E-12	507.67113E-12	2.3705883E+0	-27.585902E-9	35.708513E-12
2.3882353E+0	507.36648E-12	2.3882353E+0	-27.547962E-9	37.688505E-12	506.97113E-12	2.3882353E+0	-27.579933E-9	38.154816E-12
2.4058824E+0	508.28425E-12	2.4058824E+0	-27.530110E-9	39.140111E-12	506.27408E-12	2.4058824E+0	-27.564417E-9	39.944499E-12
2.4235296E+0	507.01798E-12	2.4235294E+0	-27.517611E-9	41.574525E-12	506.30600E-12	2.4235294E+0	-27.541596E-9	41.839272E-12
2.4411764E+0	506.19620E-12	2.4411764E+0	-27.503726E-9	45.299528E-12	505.72546E-12	2.4411764E+0	-27.520533E-9	45.512746E-12
2.4588237E+0	508.28680E-12	2.4588234E+0	-27.485239E-9	47.418458E-12	508.93489E-12	2.4588234E+0	-27.501272E-9	48.435415E-12
2.4764707E+0	508.12965E-12	2.4764705E+0	-27.464431E-9	51.700793E-12	506.96719E-12	2.4764705E+0	-27.492996E-9	51.781988E-12
2.4941177E+0	507.54206E-12	2.4941177E+0	-27.441477E-9	56.821076E-12	507.50137E-12	2.4941177E+0	-27.476377E-9	56.453488E-12
2.5117648E+0	508.51912E-12	2.5117648E+0	-27.415670E-9	61.517770E-12	506.51205E-12	2.5117648E+0	-27.451787E-9	61.142362E-12
2.5294118E+0	508.41570E-12	2.5294118E+0	-27.392977E-9	66.968958E-12	507.32202E-12	2.5294118E+0	-27.420670E-9	67.196373E-12
2.5470588E+0	507.83688E-12	2.5470588E+0	-27.368536E-9	70.491765E-12	507.09420E-12	2.5470588E+0	-27.391028E-9	72.375689E-12
2.5647061E+0	507.73502E-12	2.5647058E+0	-27.338441E-9	75.271248E-12	507.43998E-12	2.5647058E+0	-27.363146E-9	75.050528E-12
2.5823531E+0	509.59720E-12	2.5823529E+0	-27.300803E-9	74.430656E-12	507.42816E-12	2.5823529E+0	-27.335737E-9	73.923992E-12
2.6000001E+0	508.62708E-12	2.5999999E+0	-27.267175E-9	68.994997E-12	507.24080E-12	2.5999999E+0	-27.303050E-9	70.424708E-12
2.6176472E+0	507.30764E-12	2.6176472E+0	-27.237881E-9	63.219791E-12	505.91559E-12	2.6176472E+0	-27.271463E-9	64.551489E-12
2.6352942E+0	507.26590E-12	2.6352942E+0	-27.217261E-9	56.662824E-12	505.92680E-12	2.6352942E+0	-27.244013E-9	56.444807E-12
2.6529412E+0	507.93103E-12	2.6529412E+0	-27.197890E-9	48.319557E-12	506.43156E-12	2.6529412E+0	-27.221761E-9	49.511471E-12
2.6705883E+0	508.07869E-12	2.6705883E+0	-27.181319E-9	42.133800E-12	506.70051E-12	2.6705883E+0	-27.207824E-9	42.301756E-12
2.6882353E+0	509.76662E-12	2.6882353E+0	-27.158658E-9	37.226233E-12	506.17954E-12	2.6882353E+0	-27.196027E-9	37.653030E-12
2.7058825E+0	509.08305E-12	2.7058823E+0	-27.141200E-9	33.398683E-12	506.05442E-12	2.7058823E+0	-27.179759E-9	34.093822E-12
2.7235296E+0	507.90488E-12	2.7235293E+0	-27.130472E-9	31.563509E-12	505.17912E-12	2.7235293E+0	-27.162514E-9	30.526040E-12
2.7411766E+0	508.93456E-12	2.7411764E+0	-27.121679E-9	28.959961E-12	505.93302E-12	2.7411764E+0	-27.145816E-9	29.973846E-12
2.7588236E+0	507.73968E-12	2.7588236E+0	-27.115062E-9	28.745790E-12	505.83687E-12	2.7588236E+0	-27.135471E-9	29.124824E-12
2.7764707E+0	508.46188E-12	2.7764707E+0	-27.101468E-9	27.797280E-12	506.43839E-12	2.7764707E+0	-27.128802E-9	28.178085E-12
2.7941177E+0	507.16431E-12	2.7941177E+0	-27.088653E-9	28.454529E-12	505.45912E-12	2.7941177E+0	-27.125013E-9	27.943606E-12
2.8117647E+0	506.24188E-12	2.8117647E+0	-27.078400E-9	28.215194E-12	505.05916E-12	2.8117647E+0	-27.114874E-9	28.188705E-12
2.8294120E+0	506.97058E-12	2.8294117E+0	-27.070719E-9	29.129647E-12	504.82751E-12	2.8294117E+0	-27.100143E-9	29.935797E-12
2.8470590E+0	506.40420E-12	2.8470588E+0	-27.063056E-9	30.536757E-12	505.09152E-12	2.8470588E+0	-27.082855E-9	29.518228E-12
2.8647060E+0	505.92608E-12	2.8647058E+0	-27.050756E-9	29.530045E-12	505.13449E-12	2.8647058E+0	-27.070792E-9	29.704107E-12
2.8823531E+0	506.10627E-12	2.8823528E+0	-27.035240E-9	29.770960E-12	505.64297E-12	2.8823528E+0	-27.062008E-9	30.678057E-12
2.9000001E+0	506.14746E-12	2.9000001E+0	-27.020512E-9	29.776306E-12	505.74545E-12	2.9000001E+0	-27.052927E-9	30.191499E-12
2.9176471E+0	505.60411E-12	2.9176471E+0	-27.011760E-9	29.058360E-12	505.57314E-12	2.9176471E+0	-27.040926E-9	28.898831E-12
2.9352942E+0	505.96738E-12	2.9352942E+0	-27.004267E-9	28.017491E-12	505.54783E-12	2.9352942E+0	-27.026378E-9	28.258744E-12
2.9529412E+0	506.89947E-12	2.9529412E+0	-26.993881E-9	27.572887E-12	506.23145E-12	2.9529412E+0	-27.013540E-9	27.392737E-12
2.9705884E+0	506.89408E-12	2.9705882E+0	-26.981873E-9	25.299894E-12	506.77784E-12	2.9705882E+0	-27.007301E-9	25.266129E-12
2.9882355E+0	506.12825E-12	2.9882352E+0	-26.971062E-9	23.449844E-12	507.96217E-12	2.9882352E+0	-26.999686E-9	23.868718E-12
3.0058825E+0	505.70759E-12	3.0058823E+0	-26.963532E-9	20.912466E-12	507.11346E-12	3.0058823E+0	-26.990739E-9	22.342930E-12
