1.0823530E+0	506.76319E-12	1.0823530E+0	-27.994833E-9	16.346360E-12	510.99053E-12	1.0823530E+0	-27.976483E-9	16.632465E-12
1.1000000E+0	508.08124E-12	1.1000000E+0	-27.988710E-9	15.588881E-12	511.93516E-12	1.1000000E+0	-27.971405E-9	15.174162E-12
1.1176472E+0	508.42919E-12	1.1176471E+0	-27.980512E-9	15.207976E-12	510.74589E-12	1.1176471E+0	-27.966886E-9	17.335810E-12
1.1352942E+0	507.33084E-12	1.1352941E+0	-27.975522E-9	15.704557E-12	509.92138E-12	1.1352941E+0	-27.962885E-9	15.597693E-12
1.1529412E+0	506.39554E-12	1.1529412E+0	-27.973755E-9	16.535917E-12	509.35101E-12	1.1529412E+0	-27.961082E-9	15.205590E-12
1.1705883E+0	505.08392E-12	1.1705883E+0	-27.972733E-9	15.838457E-12	510.92242E-12	1.1705883E+0	-27.958944E-9	17.532226E-12
1.1882353E+0	504.88280E-12	1.1882353E+0	-27.969868E-9	15.825240E-12	512.06306E-12	1.1882353E+0	-27.956128E-9	14.392637E-12
1.2058823E+0	504.90367E-12	1.2058823E+0	-27.965271E-9	15.920196E-12	510.33489E-12	1.2058823E+0	-27.953240E-9	15.461313E-12
1.2235295E+0	505.09197E-12	1.2235295E+0	-27.958791E-9	15.881328E-12	509.09377E-12	1.2235295E+0	-27.947092E-9	17.577781E-12
1.2411765E+0	506.71878E-12	1.2411765E+0	-27.953698E-9	16.688113E-12	509.90717E-12	1.2411765E+0	-27.940352E-9	15.483819E-12
1.2588236E+0	505.93041E-12	1.2588235E+0	-27.952153E-9	16.382503E-12	509.83112E-12	1.2588235E+0	-27.937302E-9	16.858633E-12
1.2764707E+0	505.75222E-12	1.2764705E+0	-27.951279E-9	16.472958E-12	509.76151E-12	1.2764705E+0	-27.939256E-9	17.186204E-12
1.2941177E+0	505.87623E-12	1.2941177E+0	-27.946889E-9	17.018588E-12	510.40339E-12	1.2941177E+0	-27.937759E-9	16.380279E-12
1.3117647E+0	507.56821E-12	1.3117647E+0	-27.938919E-9	16.604910E-12	511.57495E-12	1.3117647E+0	-27.932911E-9	18.205765E-12
1.3294117E+0	506.68530E-12	1.3294117E+0	-27.931421E-9	14.851809E-12	510.15114E-12	1.3294117E+0	-27.923779E-9	15.657147E-12
1.3470589E+0	508.09673E-12	1.3470588E+0	-27.924262E-9	17.302177E-12	510.72929E-12	1.3470588E+0	-27.916355E-9	16.708909E-12
1.3647059E+0	507.28305E-12	1.3647059E+0	-27.924257E-9	16.162613E-12	509.81946E-12	1.3647059E+0	-27.913915E-9	15.489478E-12
1.3823531E+0	507.35521E-12	1.3823529E+0	-27.927406E-9	14.862814E-12	512.16970E-12	1.3823529E+0	-27.912529E-9	14.730396E-12
1.4000001E+0	507.01693E-12	1.4000000E+0	-27.925530E-9	16.203035E-12	513.03534E-12	1.4000000E+0	-27.911494E-9	17.481043E-12
1.4176471E+0	508.20170E-12	1.4176470E+0	-27.914060E-9	16.607223E-12	511.19436E-12	1.4176470E+0	-27.909293E-9	14.712755E-12
1.4352942E+0	507.37725E-12	1.4352942E+0	-27.903017E-9	15.869720E-12	508.57812E-12	1.4352942E+0	-27.905395E-9	15.700042E-12
1.4529412E+0	506.57811E-12	1.4529412E+0	-27.900224E-9	15.786324E-12	507.13789E-12	1.4529412E+0	-27.900850E-9	15.717544E-12
1.4705882E+0	505.41527E-12	1.4705882E+0	-27.904775E-9	16.319805E-12	507.66585E-12	1.4705882E+0	-27.895117E-9	15.684671E-12
1.4882354E+0	504.29783E-12	1.4882352E+0	-27.906808E-9	16.337627E-12	508.99301E-12	1.4882352E+0	-27.894364E-9	15.496947E-12
1.5058824E+0	506.15184E-12	1.5058824E+0	-27.900441E-9	16.516634E-12	509.43061E-12	1.5058824E+0	-27.891423E-9	15.008638E-12
1.5235294E+0	505.65263E-12	1.5235294E+0	-27.887111E-9	14.940932E-12	508.92235E-12	1.5235294E+0	-27.886815E-9	15.991519E-12
1.5411766E+0	505.76049E-12	1.5411764E+0	-27.879784E-9	15.980590E-12	508.38650E-12	1.5411764E+0	-27.880532E-9	16.536378E-12
1.5588236E+0	506.68614E-12	1.5588236E+0	-27.882177E-9	15.430851E-12	506.98312E-12	1.5588236E+0	-27.876116E-9	15.078033E-12
1.5764706E+0	507.72697E-12	1.5764706E+0	-27.883697E-9	15.767252E-12	507.79614E-12	1.5764706E+0	-27.877164E-9	17.148231E-12
1.5941176E+0	507.76677E-12	1.5941176E+0	-27.879793E-9	15.615020E-12	506.76713E-12	1.5941176E+0	-27.880565E-9	15.250282E-12
1.6117648E+0	509.41318E-12	1.6117647E+0	-27.868509E-9	16.409471E-12	506.76108E-12	1.6117647E+0	-27.877308E-9	15.190797E-12
1.6294118E+0	509.09349E-12	1.6294118E+0	-27.859075E-9	14.829428E-12	505.91525E-12	1.6294118E+0	-27.869966E-9	16.299281E-12
1.6470588E+0	507.25690E-12	1.6470588E+0	-27.858432E-9	14.585401E-12	506.10949E-12	1.6470588E+0	-27.858380E-9	16.200902E-12
1.6647060E+0	505.88622E-12	1.6647059E+0	-27.860498E-9	16.877832E-12	506.37472E-12	1.6647059E+0	-27.853517E-9	16.434663E-12
1.6823530E+0	505.85364E-12	1.6823529E+0	-27.861379E-9	15.544878E-12	506.63845E-12	1.6823529E+0	-27.853739E-9	15.719696E-12
1.7000000E+0	506.12836E-12	1.7000000E+0	-27.854242E-9	15.446366E-12	506.74631E-12	1.7000000E+0	-27.854659E-9	15.640244E-12
1.7176471E+0	505.79618E-12	1.7176471E+0	-27.845099E-9	16.650029E-12	507.23714E-12	1.7176471E+0	-27.851875E-9	15.840130E-12
1.7352942E+0	505.40561E-12	1.7352941E+0	-27.841152E-9	15.544413E-12	506.67870E-12	1.7352941E+0	-27.849095E-9	15.675121E-12
1.7529413E+0	504.93759E-12	1.7529411E+0	-27.840088E-9	15.549145E-12	504.51043E-12	1.7529411E+0	-27.842640E-9	15.474337E-12
1.7705883E+0	505.76893E-12	1.7705883E+0	-27.835062E-9	14.762610E-12	504.74991E-12	1.7705883E+0	-27.836911E-9	16.634439E-12
1.7882353E+0	506.41308E-12	1.7882353E+0	-27.829712E-9	16.544393E-12	505.28248E-12	1.7882353E+0	-27.832135E-9	15.491903E-12
1.8058825E+0	506.05636E-12	1.8058823E+0	-27.824058E-9	16.099946E-12	506.22506E-12	1.8058823E+0	-27.828541E-9	15.828172E-12
1.8235295E+0	506.35218E-12	1.8235294E+0	-27.820066E-9	14.859055E-12	509.23843E-12	1.8235294E+0	-27.826372E-9	16.773610E-12
1.8411765E+0	505.19672E-12	1.8411765E+0	-27.820093E-9	16.811800E-12	510.44219E-12	1.8411765E+0	-27.823774E-9	16.323944E-12
1.8588235E+0	505.46223E-12	1.8588235E+0	-27.817146E-9	15.517828E-12	509.57755E-12	1.8588235E+0	-27.819988E-9	15.036373E-12
1.8764707E+0	506.86361E-12	1.8764706E+0	-27.812185E-9	16.080408E-12	507.69733E-12	1.8764706E+0	-27.810492E-9	16.751735E-12
1.8941177E+0	508.48381E-12	1.8941176E+0	-27.803019E-9	14.774777E-12	509.24365E-12	1.8941176E+0	-27.803754E-9	15.210770E-12
1.9117647E+0	505.65807E-12	1.9117647E+0	-27.798277E-9	16.983318E-12	506.87321E-12	1.9117647E+0	-27.810458E-9	14.889930E-12
1.9294119E+0	505.75594E-12	1.9294118E+0	-27.793122E-9	16.204510E-12	505.62371E-12	1.9294118E+0	-27.809939E-9	16.042155E-12
1.9470589E+0	505.09752E-12	1.9470588E+0	-27.789179E-9	16.268969E-12	506.49790E-12	1.9470588E+0	-27.802063E-9	16.869645E-12
1.9647059E+0	505.89216E-12	1.9647058E+0	-27.788118E-9	15.709977E-12	507.38108E-12	1.9647058E+0	-27.791007E-9	16.667751E-12
1.9823530E+0	505.67706E-12	1.9823530E+0	-27.788243E-9	17.296371E-12	505.65602E-12	1.9823530E+0	-27.785442E-9	16.885441E-12
2.0000000E+0	507.38092E-12	2.0000000E+0	-27.783042E-9	16.561941E-12	506.34724E-12	2.0000000E+0	-27.787639E-9	16.496674E-12
2.0176473E+0	506.97430E-12	2.0176470E+0	-27.773160E-9	17.852617E-12	505.66357E-12	2.0176470E+0	-27.791184E-9	18.013563E-12
2.0352941E+0	507.58936E-12	2.0352941E+0	-27.762685E-9	17.967900E-12	507.25801E-12	2.0352941E+0	-27.785543E-9	16.664555E-12
2.0529413E+0	506.38227E-12	2.0529411E+0	-27.756085E-9	18.464006E-12	506.17727E-12	2.0529411E+0	-27.772263E-9	18.160522E-12
2.0705884E+0	507.28094E-12	2.0705884E+0	-27.756347E-9	18.179104E-12	508.84008E-12	2.0705884E+0	-27.757146E-9	19.271284E-12
2.0882354E+0	506.34935E-12	2.0882354E+0	-27.756126E-9	18.771297E-12	508.76731E-12	2.0882354E+0	-27.757050E-9	19.834355E-12
2.1058824E+0	507.31491E-12	2.1058824E+0	-27.749500E-9	20.049233E-12	507.05035E-12	2.1058824E+0	-27.762677E-9	18.621597E-12
2.1235294E+0	509.05163E-12	2.1235294E+0	-27.737094E-9	20.288091E-12	506.76252E-12	2.1235294E+0	-27.763047E-9	19.482088E-12
2.1411767E+0	508.12782E-12	2.1411765E+0	-27.730527E-9	19.816209E-12	505.51630E-12	2.1411765E+0	-27.752959E-9	21.459714E-12
2.1588235E+0	505.68905E-12	2.1588235E+0	-27.728227E-9	21.586134E-12	505.66329E-12	2.1588235E+0	-27.737974E-9	21.123577E-12
2.1764708E+0	505.42148E-12	2.1764705E+0	-27.726717E-9	22.268055E-12	506.44677E-12	2.1764705E+0	-27.729701E-9	22.896093E-12
2.1941178E+0	506.22095E-12	2.1941175E+0	-27.719450E-9	22.190411E-12	505.90604E-12	2.1941175E+0	-27.728904E-9	22.030459E-12
2.2117648E+0	507.78348E-12	2.2117648E+0	-27.706148E-9	23.723100E-12	504.90023E-12	2.2117648E+0	-27.727403E-9	24.061694E-12
2.2294118E+0	507.51414E-12	2.2294118E+0	-27.692543E-9	24.413352E-12	506.35796E-12	2.2294118E+0	-27.721155E-9	25.423575E-12
2.2470589E+0	505.17512E-12	2.2470589E+0	-27.687566E-9	24.915105E-12	505.98842E-12	2.2470589E+0	-27.711069E-9	23.864343E-12
2.2647061E+0	504.52670E-12	2.2647059E+0	-27.688463E-9	26.196777E-12	506.26425E-12	2.2647059E+0	-27.700219E-9	26.591547E-12
2.2823529E+0	505.69543E-12	2.2823529E+0	-27.683592E-9	26.690063E-12	505.73185E-12	2.2823529E+0	-27.692245E-9	27.931086E-12
2.3000002E+0	506.02600E-12	2.3000000E+0	-27.671776E-9	28.023639E-12	504.74019E-12	2.3000000E+0	-27.684955E-9	28.290570E-12
2.3176470E+0	506.05009E-12	2.3176470E+0	-27.655410E-9	29.203799E-12	506.00857E-12	2.3176470E+0	-27.676121E-9	29.867657E-12
2.3352942E+0	506.53925E-12	2.3352940E+0	-27.639711E-9	31.505298E-12	505.53167E-12	2.3352940E+0	-27.669058E-9	30.784653E-12
2.3529413E+0	505.91098E-12	2.3529413E+0	-27.629625E-9	31.952392E-12	505.51185E-12	2.3529413E+0	-27.657260E-9	31.987139E-12
2.3705883E+0	505.47527E-12	2.3705883E+0	-27.623777E-9	33.674678E-12	504.98544E-12	2.3705883E+0	-27.644585E-9	33.586887E-12
2.3882353E+0	506.64312E-12	2.3882353E+0	-27.614993E-9	34.244708E-12	505.21937E-12	2.3882353E+0	-27.632797E-9	34.598251E-12
2.4058824E+0	506.69247E-12	2.4058824E+0	-27.603205E-9	37.565021E-12	505.45490E-12	2.4058824E+0	-27.622111E-9	37.186022E-12
2.4235296E+0	505.85064E-12	2.4235294E+0	-27.586317E-9	37.213392E-12	507.43676E-12	2.4235294E+0	-27.609914E-9	38.897909E-12
2.4411764E+0	505.96499E-12	2.4411764E+0	-27.569310E-9	40.157173E-12	506.44744E-12	2.4411764E+0	-27.597917E-9	40.491343E-12
2.4588237E+0	505.77897E-12	2.4588234E+0	-27.555997E-9	42.736075E-12	505.78947E-12	2.4588234E+0	-27.580299E-9	42.956111E-12
2.4764707E+0	505.94096E-12	2.4764705E+0	-27.541679E-9	43.796050E-12	505.52451E-12	2.4764705E+0	-27.560613E-9	45.001291E-12
2.4941177E+0	506.94021E-12	2.4941177E+0	-27.525061E-9	47.477914E-12	506.57567E-12	2.4941177E+0	-27.544237E-9	47.709118E-12
2.5117648E+0	506.51788E-12	2.5117648E+0	-27.504960E-9	48.563788E-12	507.02820E-12	2.5117648E+0	-27.529602E-9	49.690183E-12
2.5294118E+0	506.35685E-12	2.5294118E+0	-27.481612E-9	51.978800E-12	506.59449E-12	2.5294118E+0	-27.514243E-9	52.589676E-12
2.5470588E+0	506.79549E-12	2.5470588E+0	-27.460597E-9	54.764037E-12	506.45121E-12	2.5470588E+0	-27.493558E-9	54.104807E-12
2.5647061E+0	507.34633E-12	2.5647058E+0	-27.441400E-9	55.813892E-12	505.76315E-12	2.5647058E+0	-27.468312E-9	57.537128E-12
2.5823531E+0	506.83552E-12	2.5823529E+0	-27.422450E-9	57.159683E-12	505.96816E-12	2.5823529E+0	-27.442187E-9	56.489643E-12
2.6000001E+0	507.07205E-12	2.5999999E+0	-27.400386E-9	56.825083E-12	506.52343E-12	2.5999999E+0	-27.417801E-9	56.451319E-12
2.6176472E+0	507.00644E-12	2.6176472E+0	-27.374718E-9	53.769929E-12	507.95113E-12	2.6176472E+0	-27.395885E-9	55.314493E-12
2.6352942E+0	506.85134E-12	2.6352942E+0	-27.347157E-9	49.161356E-12	507.87885E-12	2.6352942E+0	-27.377954E-9	50.271613E-12
2.6529412E+0	507.59824E-12	2.6529412E+0	-27.325125E-9	47.564997E-12	508.41059E-12	2.6529412E+0	-27.358450E-9	48.770564E-12
2.6705883E+0	505.69704E-12	2.6705883E+0	-27.312465E-9	42.909499E-12	505.44574E-12	2.6705883E+0	-27.341075E-9	44.051904E-12
2.6882353E+0	505.95350E-12	2.6882353E+0	-27.301857E-9	39.857336E-12	506.42940E-12	2.6882353E+0	-27.322690E-9	40.109065E-12
2.7058825E+0	505.24979E-12	2.7058823E+0	-27.289037E-9	36.911717E-12	506.49795E-12	2.7058823E+0	-27.305726E-9	37.465527E-12
2.7235296E+0	505.82216E-12	2.7235293E+0	-27.272483E-9	34.716247E-12	506.08029E-12	2.7235293E+0	-27.292767E-9	34.328502E-12
2.7411766E+0	505.90665E-12	2.7411764E+0	-27.255753E-9	32.720528E-12	506.91162E-12	2.7411764E+0	-27.279894E-9	32.224261E-12
2.7588236E+0	505.78752E-12	2.7588236E+0	-27.240121E-9	31.572953E-12	505.99908E-12	2.7588236E+0	-27.267145E-9	31.648701E-12
2.7764707E+0	505.84192E-12	2.7764707E+0	-27.230183E-9	29.280949E-12	506.33692E-12	2.7764707E+0	-27.255057E-9	30.043704E-12
2.7941177E+0	505.65968E-12	2.7941177E+0	-27.220583E-9	28.865479E-12	505.52029E-12	2.7941177E+0	-27.244587E-9	29.357267E-12
2.8117647E+0	505.57769E-12	2.8117647E+0	-27.212272E-9	27.844982E-12	505.58646E-12	2.8117647E+0	-27.234298E-9	28.532673E-12
2.8294120E+0	505.31745E-12	2.8294117E+0	-27.201908E-9	27.616652E-12	505.48288E-12	2.8294117E+0	-27.227021E-9	28.089303E-12
2.8470590E+0	505.93163E-12	2.8470588E+0	-27.190451E-9	26.654597E-12	505.30441E-12	2.8470588E+0	-27.217395E-9	27.726425E-12
2.8647060E+0	506.44250E-12	2.8647058E+0	-27.179420E-9	26.211196E-12	504.73981E-12	2.8647058E+0	-27.205733E-9	26.377024E-12
2.8823531E+0	506.53581E-12	2.8823528E+0	-27.169916E-9	28.015461E-12	505.31640E-12	2.8823528E+0	-27.191266E-9	26.171001E-12
2.9000001E+0	506.25953E-12	2.9000001E+0	-27.161654E-9	23.864299E-12	505.12955E-12	2.9000001E+0	-27.179361E-9	26.216038E-12
2.9176471E+0	505.95311E-12	2.9176471E+0	-27.151611E-9	25.233211E-12	506.07862E-12	2.9176471E+0	-27.170897E-9	24.746651E-12
2.9352942E+0	506.20125E-12	2.9352942E+0	-27.140359E-9	24.362352E-12	506.06852E-12	2.9352942E+0	-27.166285E-9	24.966361E-12
2.9529412E+0	505.15120E-12	2.9529412E+0	-27.129460E-9	24.058991E-12	505.90060E-12	2.9529412E+0	-27.159265E-9	24.373817E-12
2.9705884E+0	506.57323E-12	2.9705882E+0	-27.118833E-9	22.306370E-12	506.99112E-12	2.9705882E+0	-27.147667E-9	23.554996E-12
2.9882355E+0	505.24024E-12	2.9882352E+0	-27.115481E-9	22.431172E-12	506.54519E-12	2.9882352E+0	-27.137004E-9	23.646286E-12
3.0058825E+0	505.43997E-12	3.0058823E+0	-27.110591E-9	22.017594E-12	507.05695E-12	3.0058823E+0	-27.125617E-9	21.317342E-12
