1.0294118E+0	505.99941E-12	1.0294118E+0	-27.870779E-9	17.171735E-12	505.69970E-12	1.0294118E+0	-27.862665E-9	17.539305E-12
1.0470588E+0	505.55332E-12	1.0470588E+0	-27.868479E-9	16.074498E-12	505.34910E-12	1.0470588E+0	-27.856419E-9	15.685829E-12
1.0647058E+0	506.17116E-12	1.0647058E+0	-27.869570E-9	16.035555E-12	505.40921E-12	1.0647058E+0	-27.852135E-9	15.944005E-12
1.0823530E+0	507.38147E-12	1.0823530E+0	-27.866411E-9	16.254323E-12	505.75738E-12	1.0823530E+0	-27.852295E-9	16.165201E-12
1.1000000E+0	509.87220E-12	1.1000000E+0	-27.857391E-9	16.980715E-12	506.06880E-12	1.1000000E+0	-27.853757E-9	15.896994E-12
1.1176472E+0	507.00261E-12	1.1176471E+0	-27.852836E-9	15.972598E-12	505.80623E-12	1.1176471E+0	-27.850218E-9	16.482492E-12
1.1352942E+0	506.08490E-12	1.1352941E+0	-27.848603E-9	15.745452E-12	504.38514E-12	1.1352941E+0	-27.842745E-9	16.119203E-12
1.1529412E+0	504.71893E-12	1.1529412E+0	-27.850358E-9	16.816994E-12	505.54466E-12	1.1529412E+0	-27.831934E-9	15.583163E-12
1.1705883E+0	505.34088E-12	1.1705883E+0	-27.849685E-9	16.131003E-12	505.92897E-12	1.1705883E+0	-27.827577E-9	16.003461E-12
1.1882353E+0	506.04793E-12	1.1882353E+0	-27.843395E-9	15.682337E-12	507.32857E-12	1.1882353E+0	-27.829758E-9	15.408402E-12
1.2058823E+0	507.96561E-12	1.2058823E+0	-27.834332E-9	15.337766E-12	507.19334E-12	1.2058823E+0	-27.832012E-9	15.457477E-12
1.2235295E+0	508.36046E-12	1.2235295E+0	-27.825536E-9	15.264033E-12	506.35363E-12	1.2235295E+0	-27.829721E-9	15.420765E-12
1.2411765E+0	508.33066E-12	1.2411765E+0	-27.823036E-9	15.037280E-12	505.64797E-12	1.2411765E+0	-27.821518E-9	15.469072E-12
1.2588236E+0	505.80379E-12	1.2588235E+0	-27.824887E-9	15.943243E-12	505.29569E-12	1.2588235E+0	-27.813178E-9	15.302072E-12
1.2764707E+0	506.75703E-12	1.2764705E+0	-27.826539E-9	14.654873E-12	505.86596E-12	1.2764705E+0	-27.810103E-9	14.714757E-12
1.2941177E+0	508.83958E-12	1.2941177E+0	-27.822052E-9	16.171012E-12	505.93907E-12	1.2941177E+0	-27.811428E-9	15.537755E-12
1.3117647E+0	510.49004E-12	1.3117647E+0	-27.811060E-9	14.223565E-12	506.81476E-12	1.3117647E+0	-27.810925E-9	14.952496E-12
1.3294117E+0	508.60649E-12	1.3294117E+0	-27.804525E-9	14.987168E-12	507.39574E-12	1.3294117E+0	-27.806408E-9	14.631964E-12
1.3470589E+0	507.29776E-12	1.3470588E+0	-27.801050E-9	14.775802E-12	506.97202E-12	1.3470588E+0	-27.799919E-9	14.488413E-12
1.3647059E+0	507.37980E-12	1.3647059E+0	-27.802823E-9	15.358119E-12	506.04543E-12	1.3647059E+0	-27.794933E-9	14.334332E-12
1.3823531E+0	505.93718E-12	1.3823529E+0	-27.803907E-9	13.766017E-12	505.92974E-12	1.3823529E+0	-27.793041E-9	15.317071E-12
1.4000001E+0	507.15637E-12	1.4000000E+0	-27.799086E-9	15.227561E-12	506.44150E-12	1.4000000E+0	-27.794194E-9	14.418334E-12
1.4176471E+0	506.08900E-12	1.4176470E+0	-27.792325E-9	15.228020E-12	508.87994E-12	1.4176470E+0	-27.790717E-9	16.107043E-12
1.4352942E+0	505.58413E-12	1.4352942E+0	-27.786790E-9	15.309533E-12	507.84127E-12	1.4352942E+0	-27.786017E-9	14.158128E-12
1.4529412E+0	505.90376E-12	1.4529412E+0	-27.784601E-9	14.572390E-12	508.30212E-12	1.4529412E+0	-27.776782E-9	14.761220E-12
1.4705882E+0	505.36653E-12	1.4705882E+0	-27.785809E-9	16.029239E-12	508.48054E-12	1.4705882E+0	-27.773424E-9	15.993384E-12
1.4882354E+0	505.21221E-12	1.4882352E+0	-27.783669E-9	15.472111E-12	511.81342E-12	1.4882352E+0	-27.766145E-9	15.096511E-12
1.5058824E+0	506.33631E-12	1.5058824E+0	-27.775384E-9	14.272118E-12	506.65916E-12	1.5058824E+0	-27.774755E-9	15.823034E-12
1.5235294E+0	506.04942E-12	1.5235294E+0	-27.766903E-9	14.812419E-12	506.84418E-12	1.5235294E+0	-27.771277E-9	16.258796E-12
1.5411766E+0	504.62701E-12	1.5411764E+0	-27.762947E-9	15.558868E-12	504.96529E-12	1.5411764E+0	-27.767964E-9	14.931592E-12
1.5588236E+0	504.62795E-12	1.5588236E+0	-27.763663E-9	14.952267E-12	508.07708E-12	1.5588236E+0	-27.758047E-9	15.375028E-12
1.5764706E+0	504.09144E-12	1.5764706E+0	-27.765967E-9	14.870955E-12	508.15313E-12	1.5764706E+0	-27.753263E-9	15.740869E-12
1.5941176E+0	505.05600E-12	1.5941176E+0	-27.764445E-9	15.745603E-12	510.26955E-12	1.5941176E+0	-27.748841E-9	15.615150E-12
1.6117648E+0	505.93613E-12	1.6117647E+0	-27.754938E-9	14.713418E-12	506.44949E-12	1.6117647E+0	-27.752817E-9	15.666472E-12
1.6294118E+0	506.64373E-12	1.6294118E+0	-27.742864E-9	15.438000E-12	505.84403E-12	1.6294118E+0	-27.751836E-9	16.176107E-12
1.6470588E+0	505.65913E-12	1.6470588E+0	-27.737494E-9	15.339731E-12	507.12351E-12	1.6470588E+0	-27.744967E-9	14.455671E-12
1.6647060E+0	505.28737E-12	1.6647059E+0	-27.738405E-9	14.402030E-12	505.98892E-12	1.6647059E+0	-27.740588E-9	14.245996E-12
1.6823530E+0	505.15736E-12	1.6823529E+0	-27.742171E-9	15.077028E-12	506.67792E-12	1.6823529E+0	-27.735167E-9	15.243702E-12
1.7000000E+0	505.71797E-12	1.7000000E+0	-27.739556E-9	14.166977E-12	506.31688E-12	1.7000000E+0	-27.734918E-9	14.344972E-12
1.7176471E+0	505.81422E-12	1.7176471E+0	-27.732183E-9	13.593036E-12	506.63634E-12	1.7176471E+0	-27.735137E-9	13.934734E-12
1.7352942E+0	505.76049E-12	1.7352941E+0	-27.723715E-9	14.408827E-12	505.57641E-12	1.7352941E+0	-27.733600E-9	14.414526E-12
1.7529413E+0	506.42213E-12	1.7529411E+0	-27.718690E-9	13.458869E-12	504.74142E-12	1.7529411E+0	-27.728547E-9	13.896402E-12
1.7705883E+0	506.54547E-12	1.7705883E+0	-27.720484E-9	13.713802E-12	504.73137E-12	1.7705883E+0	-27.721823E-9	13.519743E-12
1.7882353E+0	506.80909E-12	1.7882353E+0	-27.719466E-9	14.839172E-12	505.19455E-12	1.7882353E+0	-27.717864E-9	14.304194E-12
1.8058825E+0	507.41283E-12	1.8058823E+0	-27.714002E-9	13.907572E-12	506.34646E-12	1.8058823E+0	-27.718208E-9	13.468800E-12
1.8235295E+0	508.14342E-12	1.8235294E+0	-27.703912E-9	13.271237E-12	506.46642E-12	1.8235294E+0	-27.717194E-9	13.370203E-12
1.8411765E+0	505.84081E-12	1.8411765E+0	-27.699793E-9	14.364386E-12	505.71725E-12	1.8411765E+0	-27.713803E-9	14.587146E-12
1.8588235E+0	506.16961E-12	1.8588235E+0	-27.700835E-9	14.716237E-12	505.24795E-12	1.8588235E+0	-27.707026E-9	13.671869E-12
1.8764707E+0	504.81697E-12	1.8764706E+0	-27.704949E-9	12.992221E-12	505.84131E-12	1.8764706E+0	-27.701459E-9	13.949765E-12
1.8941177E+0	506.77990E-12	1.8941176E+0	-27.702665E-9	14.224142E-12	506.18093E-12	1.8941176E+0	-27.700922E-9	15.134859E-12
1.9117647E+0	506.78362E-12	1.9117647E+0	-27.694357E-9	14.708202E-12	505.59201E-12	1.9117647E+0	-27.703127E-9	13.305833E-12
1.9294119E+0	507.36926E-12	1.9294118E+0	-27.682303E-9	13.650024E-12	507.29737E-12	1.9294118E+0	-27.700455E-9	13.765462E-12
1.9470589E+0	506.86899E-12	1.9470588E+0	-27.675942E-9	14.633805E-12	507.99587E-12	1.9470588E+0	-27.693718E-9	13.175001E-12
1.9647059E+0	506.09933E-12	1.9647058E+0	-27.678254E-9	12.912873E-12	507.50842E-12	1.9647058E+0	-27.686102E-9	14.992016E-12
1.9823530E+0	504.77095E-12	1.9823530E+0	-27.682171E-9	14.288013E-12	507.55389E-12	1.9823530E+0	-27.681901E-9	13.711914E-12
2.0000000E+0	505.49820E-12	2.0000000E+0	-27.681169E-9	13.616165E-12	509.21445E-12	2.0000000E+0	-27.681132E-9	15.061230E-12
2.0176473E+0	507.11579E-12	2.0176470E+0	-27.673396E-9	14.844377E-12	508.05860E-12	2.0176470E+0	-27.680480E-9	15.262800E-12
2.0352941E+0	508.54448E-12	2.0352941E+0	-27.659880E-9	16.101086E-12	505.99469E-12	2.0352941E+0	-27.678432E-9	14.743240E-12
2.0529413E+0	505.94823E-12	2.0529411E+0	-27.655151E-9	17.062893E-12	505.31190E-12	2.0529411E+0	-27.673508E-9	16.457086E-12
2.0705884E+0	504.18075E-12	2.0705884E+0	-27.654989E-9	16.344178E-12	505.36564E-12	2.0705884E+0	-27.668175E-9	17.149188E-12
2.0882354E+0	505.55793E-12	2.0882354E+0	-27.655558E-9	17.115991E-12	506.24477E-12	2.0882354E+0	-27.664782E-9	17.268730E-12
2.1058824E+0	506.46570E-12	2.1058824E+0	-27.651360E-9	18.160027E-12	505.30918E-12	2.1058824E+0	-27.660844E-9	18.090423E-12
2.1235294E+0	507.46296E-12	2.1235294E+0	-27.641876E-9	17.914198E-12	506.07279E-12	2.1235294E+0	-27.656153E-9	19.542956E-12
2.1411767E+0	506.18049E-12	2.1411765E+0	-27.631780E-9	21.075476E-12	505.07848E-12	2.1411765E+0	-27.650998E-9	18.750782E-12
2.1588235E+0	506.07724E-12	2.1588235E+0	-27.625671E-9	20.830242E-12	505.55377E-12	2.1588235E+0	-27.644626E-9	21.084703E-12
2.1764708E+0	505.38168E-12	2.1764705E+0	-27.625942E-9	21.752428E-12	506.37550E-12	2.1764705E+0	-27.638666E-9	21.583494E-12
2.1941178E+0	505.55998E-12	2.1941175E+0	-27.621924E-9	22.416248E-12	505.45429E-12	2.1941175E+0	-27.633465E-9	23.043543E-12
2.2117648E+0	507.06839E-12	2.2117648E+0	-27.612682E-9	23.659859E-12	507.43432E-12	2.2117648E+0	-27.625077E-9	23.601435E-12
2.2294118E+0	506.72283E-12	2.2294118E+0	-27.598000E-9	25.612491E-12	505.97759E-12	2.2294118E+0	-27.619857E-9	25.736255E-12
2.2470589E+0	505.98281E-12	2.2470589E+0	-27.586232E-9	27.248731E-12	505.94945E-12	2.2470589E+0	-27.612314E-9	26.853499E-12
2.2647061E+0	504.71244E-12	2.2647059E+0	-27.581498E-9	27.991704E-12	505.19305E-12	2.2647059E+0	-27.604340E-9	27.878507E-12
2.2823529E+0	504.70605E-12	2.2823529E+0	-27.578182E-9	30.410570E-12	504.81436E-12	2.2823529E+0	-27.594011E-9	29.889601E-12
2.3000002E+0	505.45579E-12	2.3000000E+0	-27.571788E-9	31.707508E-12	505.83993E-12	2.3000000E+0	-27.581962E-9	31.133082E-12
2.3176470E+0	506.89697E-12	2.3176470E+0	-27.557922E-9	32.087527E-12	507.43743E-12	2.3176470E+0	-27.570982E-9	34.634750E-12
2.3352942E+0	507.58892E-12	2.3352940E+0	-27.537464E-9	35.480778E-12	506.48985E-12	2.3352940E+0	-27.563933E-9	34.998858E-12
2.3529413E+0	506.88148E-12	2.3529413E+0	-27.520890E-9	36.532753E-12	504.78838E-12	2.3529413E+0	-27.553273E-9	36.331986E-12
2.3705883E+0	507.10147E-12	2.3705883E+0	-27.508436E-9	38.979622E-12	505.23502E-12	2.3705883E+0	-27.539141E-9	38.335647E-12
2.3882353E+0	506.73404E-12	2.3882353E+0	-27.502164E-9	41.049834E-12	505.32201E-12	2.3882353E+0	-27.522450E-9	39.973115E-12
2.4058824E+0	508.30934E-12	2.4058824E+0	-27.488797E-9	41.631521E-12	506.39304E-12	2.4058824E+0	-27.507216E-9	42.605884E-12
2.4235296E+0	509.08711E-12	2.4235294E+0	-27.469470E-9	44.813455E-12	506.27985E-12	2.4235294E+0	-27.494307E-9	45.170510E-12
2.4411764E+0	508.51434E-12	2.4411764E+0	-27.447470E-9	47.537564E-12	506.00257E-12	2.4411764E+0	-27.479384E-9	48.757387E-12
2.4588237E+0	508.00214E-12	2.4588234E+0	-27.426275E-9	50.632144E-12	505.33666E-12	2.4588234E+0	-27.459896E-9	49.654066E-12
2.4764707E+0	506.80937E-12	2.4764705E+0	-27.410470E-9	54.102518E-12	506.10488E-12	2.4764705E+0	-27.436144E-9	54.675077E-12
2.4941177E+0	507.69799E-12	2.4941177E+0	-27.393103E-9	57.977453E-12	507.05096E-12	2.4941177E+0	-27.413472E-9	58.706311E-12
2.5117648E+0	507.99359E-12	2.5117648E+0	-27.368541E-9	62.412506E-12	507.14682E-12	2.5117648E+0	-27.392797E-9	63.373154E-12
2.5294118E+0	508.73777E-12	2.5294118E+0	-27.335798E-9	67.641226E-12	507.44087E-12	2.5294118E+0	-27.368667E-9	68.347265E-12
2.5470588E+0	508.94827E-12	2.5470588E+0	-27.302031E-9	71.635080E-12	507.08754E-12	2.5470588E+0	-27.338789E-9	72.479793E-12
2.5647061E+0	508.39033E-12	2.5647058E+0	-27.272060E-9	75.399319E-12	507.56055E-12	2.5647058E+0	-27.304765E-9	74.636262E-12
2.5823531E+0	507.68234E-12	2.5823529E+0	-27.248326E-9	72.035787E-12	509.40041E-12	2.5823529E+0	-27.271753E-9	73.443453E-12
2.6000001E+0	506.80971E-12	2.5999999E+0	-27.224072E-9	68.537592E-12	508.31300E-12	2.5999999E+0	-27.242693E-9	69.148846E-12
2.6176472E+0	507.49827E-12	2.6176472E+0	-27.194929E-9	61.247542E-12	506.88137E-12	2.6176472E+0	-27.220766E-9	60.686914E-12
2.6352942E+0	506.89208E-12	2.6352942E+0	-27.165569E-9	53.205343E-12	506.22972E-12	2.6352942E+0	-27.196927E-9	54.788878E-12
2.6529412E+0	506.39554E-12	2.6529412E+0	-27.139832E-9	45.607153E-12	505.70703E-12	2.6529412E+0	-27.175050E-9	46.012444E-12
2.6705883E+0	505.68444E-12	2.6705883E+0	-27.125044E-9	40.344311E-12	505.59651E-12	2.6705883E+0	-27.155535E-9	40.695985E-12
2.6882353E+0	505.50425E-12	2.6882353E+0	-27.115108E-9	35.181632E-12	506.36295E-12	2.6882353E+0	-27.139595E-9	34.750439E-12
2.7058825E+0	505.16669E-12	2.7058823E+0	-27.106768E-9	31.316491E-12	506.30478E-12	2.7058823E+0	-27.128547E-9	32.414259E-12
2.7235296E+0	506.05314E-12	2.7235293E+0	-27.093341E-9	29.346980E-12	505.25611E-12	2.7235293E+0	-27.117824E-9	29.879026E-12
2.7411766E+0	506.93033E-12	2.7411764E+0	-27.077281E-9	27.905782E-12	505.28648E-12	2.7411764E+0	-27.107463E-9	28.619201E-12
2.7588236E+0	507.74479E-12	2.7588236E+0	-27.063322E-9	27.739191E-12	504.78266E-12	2.7588236E+0	-27.096565E-9	27.814629E-12
2.7764707E+0	508.70130E-12	2.7764707E+0	-27.055737E-9	26.517920E-12	505.58924E-12	2.7764707E+0	-27.084052E-9	26.905056E-12
2.7941177E+0	506.84468E-12	2.7941177E+0	-27.050055E-9	27.914861E-12	506.70818E-12	2.7941177E+0	-27.071678E-9	28.449300E-12
2.8117647E+0	506.59865E-12	2.8117647E+0	-27.038960E-9	27.932882E-12	506.43884E-12	2.8117647E+0	-27.061175E-9	28.512775E-12
2.8294120E+0	505.69116E-12	2.8294117E+0	-27.026909E-9	27.736247E-12	506.73032E-12	2.8294117E+0	-27.052929E-9	28.030658E-12
2.8470590E+0	506.75603E-12	2.8470588E+0	-27.012813E-9	29.417246E-12	504.80325E-12	2.8470588E+0	-27.045365E-9	28.812607E-12
2.8647060E+0	507.67085E-12	2.8647058E+0	-27.003273E-9	29.615751E-12	505.20554E-12	2.8647058E+0	-27.031733E-9	30.116309E-12
2.8823531E+0	507.00094E-12	2.8823528E+0	-26.994377E-9	29.188717E-12	506.62302E-12	2.8823528E+0	-27.014785E-9	29.614124E-12
2.9000001E+0	506.86527E-12	2.9000001E+0	-26.984525E-9	29.750050E-12	505.50036E-12	2.9000001E+0	-27.004898E-9	29.401769E-12
2.9176471E+0	505.95750E-12	2.9176471E+0	-26.974082E-9	29.147431E-12	505.51824E-12	2.9176471E+0	-26.996734E-9	28.941674E-12
2.9352942E+0	506.08251E-12	2.9352942E+0	-26.960674E-9	26.784528E-12	506.20236E-12	2.9352942E+0	-26.987925E-9	28.264849E-12
2.9529412E+0	505.89516E-12	2.9529412E+0	-26.947232E-9	26.660663E-12	505.96310E-12	2.9529412E+0	-26.977016E-9	27.080413E-12
2.9705884E+0	505.87373E-12	2.9705882E+0	-26.936124E-9	24.926596E-12	506.27358E-12	2.9705882E+0	-26.961548E-9	24.183947E-12
2.9882355E+0	505.88128E-12	2.9882352E+0	-26.929849E-9	22.704049E-12	506.71040E-12	2.9882352E+0	-26.952566E-9	23.533862E-12
3.0058825E+0	506.62141E-12	3.0058823E+0	-26.925758E-9	21.598043E-12	505.31168E-12	3.0058823E+0	-26.947260E-9	21.686975E-12
