Oscillation Control>Demod 1 Reference Phase (deg)	0E+0	
Oscillation Control>Demod 2 Reference Phase (deg)	0E+0	
Oscillation Control>Demod 3 Reference Phase (deg)	0E+0	
Oscillation Control>Demod 4 Reference Phase (deg)	0E+0	
Oscillation Control>Demod 1 Cut off frq (Hz)	1.55k	
Oscillation Control>Demod 2 Cut off frq (Hz)	1.55k	
Oscillation Control>Demod 3 Cut off frq (Hz)	1.55k	
Oscillation Control>Demod 4 Cut off frq (Hz)	1.55k	
Oscillation Control>Demod 1 Harmonic	1	
Oscillation Control>Demod 2 Harmonic	1	
Oscillation Control>Demod 3 Harmonic	1	
Oscillation Control>Demod 4 Harmonic	1	
Oscillation Control>Demod 1 Filter Order	2	
Oscillation Control>Demod 2 Filter Order	2	
Oscillation Control>Demod 3 Filter Order	2	
Oscillation Control>Demod 4 Filter Order	2	
Oscillation Control>Phase P gain (Hz/rad)	1.74535E+0	
Oscillation Control>Phase I gain (Hz/rad/s)	7.31089E+0	
Oscillation Control>Phase controller on	FALSE	
Oscillation Control>FrequencyShift (Hz)	0E+0	
Oscillation Control>Amplitude Setpoint (m)	10E-9	
Oscillation Control>Amplitude P gain (V/nm)	35.1703E+6	
Oscillation Control>Amplitude I gain (V/nm/s)	147.321E+6	
Oscillation Control>Amplitude controller on	FALSE	
Oscillation Control>Excitation (V)	0E+0	
Oscillation Control>Output Ampl. Range (V)	0.1	
Oscillation Control>output off	FALSE	
Oscillation Control>output add	FALSE	
Oscillation Control>PLL-Setup Q-Factor	60E+3	
Oscillation Control>PLL-Setup Demod. Bandwidth Amp (Hz)	40.8754E+0	
Oscillation Control>PLL-Setup Demod. Bandwidth Pha (Hz)	100.001E+0	
Oscillation Control>PLL-Setup amplitude/excitation (m/V)	4.265E-6	
Scan>Scanfield	447.397E-9;-391.418E-9;12E-9;12E-9;0E+0	
Scan>series name	Bi_Ag(111)_2660605_	
Scan>channels	Current (A);Z (m)	
Scan>pixels/line	256	
Scan>lines	256	
Scan>speed forw. (m/s)	78.125E-9	
Scan>speed backw. (m/s)	78.125E-9	
Z-Controller>Z (m)	-28.1848E-9	
Z-Controller>Controller name	log Current	
Z-Controller>Controller status	ON	
Z-Controller>Setpoint	500E-12	
Z-Controller>Setpoint unit	A	
Z-Controller>P gain	9E-12	
Z-Controller>I gain	150E-9	
Z-Controller>Time const (s)	60E-6	
Z-Controller>TipLift (m)	0E+0	
Z-Controller>Switch off delay (s)	50E-3	

[DATA]
Bias calc (V)	Current (A)	Bias (V)	Z (m)	LI Demod 1 X (A)	Current [bwd] (A)	Bias [bwd] (V)	Z [bwd] (m)	LI Demod 1 X [bwd] (A)
500.00000E-3	511.64945E-12	500.00000E-3	-28.199315E-9	21.243392E-12	505.48121E-12	500.00000E-3	-28.180729E-9	19.410803E-12
517.64709E-3	514.87664E-12	517.64709E-3	-28.181281E-9	20.965717E-12	504.97118E-12	517.64709E-3	-28.172360E-9	20.993807E-12
535.29412E-3	516.40570E-12	535.29412E-3	-28.174867E-9	20.719332E-12	505.04084E-12	535.29412E-3	-28.166816E-9	18.911534E-12
552.94120E-3	510.01064E-12	552.94120E-3	-28.177677E-9	20.102477E-12	504.91877E-12	552.94120E-3	-28.161898E-9	20.683479E-12
570.58823E-3	512.47501E-12	570.58823E-3	-28.177348E-9	20.960084E-12	506.99206E-12	570.58823E-3	-28.157615E-9	21.618419E-12
588.23532E-3	509.32680E-12	588.23532E-3	-28.174705E-9	22.214452E-12	506.34036E-12	588.23532E-3	-28.155540E-9	22.547492E-12
605.88235E-3	510.75505E-12	605.88235E-3	-28.162834E-9	23.155080E-12	507.85925E-12	605.88235E-3	-28.144813E-9	24.310474E-12
623.52943E-3	508.01141E-12	623.52943E-3	-28.152677E-9	26.728153E-12	505.90215E-12	623.52943E-3	-28.141280E-9	25.227629E-12
641.17646E-3	513.29602E-12	641.17646E-3	-28.138860E-9	30.416784E-12	505.40472E-12	641.17646E-3	-28.137601E-9	29.413905E-12
658.82355E-3	506.30938E-12	658.82355E-3	-28.141404E-9	31.610957E-12	506.62652E-12	658.82355E-3	-28.127491E-9	32.153377E-12
676.47058E-3	505.82499E-12	676.47058E-3	-28.139917E-9	29.646077E-12	506.88692E-12	676.47058E-3	-28.122972E-9	29.317954E-12
694.11767E-3	505.91409E-12	694.11767E-3	-28.130179E-9	26.679882E-12	505.42442E-12	694.11767E-3	-28.109891E-9	26.532117E-12
711.76469E-3	506.92356E-12	711.76469E-3	-28.117244E-9	19.796229E-12	505.91237E-12	711.76469E-3	-28.101649E-9	20.900979E-12
729.41178E-3	508.97986E-12	729.41178E-3	-28.107541E-9	16.895150E-12	505.44857E-12	729.41178E-3	-28.093455E-9	16.326251E-12
747.05887E-3	506.32176E-12	747.05881E-3	-28.108836E-9	15.518947E-12	505.95200E-12	747.05881E-3	-28.097290E-9	14.085537E-12
764.70590E-3	505.78691E-12	764.70590E-3	-28.110032E-9	14.205842E-12	506.70912E-12	764.70590E-3	-28.098251E-9	13.682390E-12
782.35292E-3	505.92280E-12	782.35292E-3	-28.110149E-9	13.215381E-12	504.67830E-12	782.35292E-3	-28.096865E-9	13.218685E-12
800.00001E-3	508.89709E-12	800.00001E-3	-28.100965E-9	13.663954E-12	504.92849E-12	800.00001E-3	-28.091295E-9	13.436144E-12
817.64710E-3	508.23545E-12	817.64704E-3	-28.092741E-9	13.706095E-12	504.88896E-12	817.64704E-3	-28.082557E-9	13.051193E-12
835.29413E-3	508.77258E-12	835.29413E-3	-28.089064E-9	16.069179E-12	506.65344E-12	835.29413E-3	-28.080505E-9	14.466754E-12
852.94116E-3	505.84242E-12	852.94116E-3	-28.092103E-9	15.157407E-12	505.98570E-12	852.94116E-3	-28.079853E-9	17.696400E-12
870.58824E-3	505.26727E-12	870.58824E-3	-28.091604E-9	18.192040E-12	505.76265E-12	870.58824E-3	-28.077944E-9	17.079156E-12
888.23533E-3	505.95739E-12	888.23527E-3	-28.087168E-9	19.609240E-12	505.64358E-12	888.23527E-3	-28.073448E-9	18.943999E-12
905.88236E-3	505.54477E-12	905.88236E-3	-28.077634E-9	22.690381E-12	506.23733E-12	905.88236E-3	-28.065831E-9	22.234482E-12
923.52945E-3	505.57081E-12	923.52939E-3	-28.068230E-9	23.351614E-12	506.86100E-12	923.52939E-3	-28.060999E-9	24.648969E-12
941.17653E-3	505.50053E-12	941.17647E-3	-28.061359E-9	25.106887E-12	506.04487E-12	941.17647E-3	-28.055705E-9	25.939010E-12
958.82356E-3	506.25498E-12	958.82350E-3	-28.057125E-9	28.098232E-12	505.59390E-12	958.82350E-3	-28.050202E-9	25.967461E-12
976.47059E-3	506.42601E-12	976.47059E-3	-28.054163E-9	25.681708E-12	506.02422E-12	976.47059E-3	-28.038551E-9	27.414213E-12
994.11768E-3	505.62055E-12	994.11762E-3	-28.046284E-9	25.904405E-12	506.23711E-12	994.11762E-3	-28.032284E-9	25.578185E-12
1.0117648E+0	506.26076E-12	1.0117648E+0	-28.033778E-9	25.089562E-12	506.49773E-12	1.0117648E+0	-28.025836E-9	24.213503E-12
1.0294118E+0	506.62147E-12	1.0294118E+0	-28.022875E-9	22.450044E-12	506.16616E-12	1.0294118E+0	-28.021010E-9	24.019283E-12
1.0470588E+0	505.75955E-12	1.0470588E+0	-28.018141E-9	22.864308E-12	505.31651E-12	1.0470588E+0	-28.016357E-9	22.195546E-12
1.0647058E+0	505.63487E-12	1.0647058E+0	-28.017924E-9	19.282709E-12	506.17111E-12	1.0647058E+0	-28.007884E-9	21.250593E-12
1.0823530E+0	507.81407E-12	1.0823530E+0	-28.013510E-9	19.861909E-12	505.72102E-12	1.0823530E+0	-28.006093E-9	19.388454E-12
1.1000000E+0	507.31608E-12	1.1000000E+0	-28.006944E-9	18.671450E-12	505.17207E-12	1.1000000E+0	-28.002910E-9	17.978697E-12
1.1176472E+0	506.52504E-12	1.1176471E+0	-27.997800E-9	17.526734E-12	505.35942E-12	1.1176471E+0	-27.997825E-9	18.701858E-12
1.1352942E+0	506.71350E-12	1.1352941E+0	-27.990859E-9	18.008322E-12	504.50133E-12	1.1352941E+0	-27.987522E-9	17.319538E-12
1.1529412E+0	509.18814E-12	1.1529412E+0	-27.985719E-9	17.409749E-12	506.33076E-12	1.1529412E+0	-27.982555E-9	17.915634E-12
1.1705883E+0	506.35307E-12	1.1705883E+0	-27.991163E-9	16.382787E-12	506.13957E-12	1.1705883E+0	-27.978682E-9	16.414739E-12
1.1882353E+0	506.94132E-12	1.1882353E+0	-27.987952E-9	17.232139E-12	508.75038E-12	1.1882353E+0	-27.979018E-9	17.330675E-12
1.2058823E+0	507.39857E-12	1.2058823E+0	-27.979079E-9	16.155554E-12	508.75504E-12	1.2058823E+0	-27.978846E-9	16.216240E-12
1.2235295E+0	506.57634E-12	1.2235295E+0	-27.969721E-9	17.411697E-12	508.91030E-12	1.2235295E+0	-27.970490E-9	17.258570E-12
1.2411765E+0	506.52665E-12	1.2411765E+0	-27.963264E-9	17.949822E-12	511.91179E-12	1.2411765E+0	-27.961628E-9	18.306041E-12
1.2588236E+0	505.17301E-12	1.2588235E+0	-27.965095E-9	19.196941E-12	511.82464E-12	1.2588235E+0	-27.953421E-9	18.840467E-12
1.2764707E+0	506.02533E-12	1.2764705E+0	-27.963736E-9	21.401896E-12	509.49645E-12	1.2764705E+0	-27.951964E-9	22.151109E-12
1.2941177E+0	506.19892E-12	1.2941177E+0	-27.957487E-9	23.096285E-12	507.54456E-12	1.2941177E+0	-27.950378E-9	22.902600E-12
1.3117647E+0	507.25157E-12	1.3117647E+0	-27.943731E-9	25.803580E-12	506.62574E-12	1.3117647E+0	-27.944678E-9	27.153457E-12
1.3294117E+0	507.80941E-12	1.3294117E+0	-27.931945E-9	29.433758E-12	508.47659E-12	1.3294117E+0	-27.935773E-9	30.267747E-12
1.3470589E+0	509.53120E-12	1.3470588E+0	-27.921249E-9	31.358215E-12	511.62596E-12	1.3470588E+0	-27.921056E-9	33.062629E-12
1.3647059E+0	508.84263E-12	1.3647059E+0	-27.917926E-9	31.651896E-12	509.99088E-12	1.3647059E+0	-27.916812E-9	32.662664E-12
1.3823531E+0	510.72091E-12	1.3823529E+0	-27.908076E-9	31.723853E-12	506.33220E-12	1.3823529E+0	-27.907801E-9	30.653202E-12
1.4000001E+0	509.51227E-12	1.4000000E+0	-27.899761E-9	28.028049E-12	505.93169E-12	1.4000000E+0	-27.902448E-9	29.211675E-12
1.4176471E+0	510.68355E-12	1.4176470E+0	-27.885653E-9	23.999708E-12	507.15454E-12	1.4176470E+0	-27.889000E-9	24.047354E-12
1.4352942E+0	506.84634E-12	1.4352942E+0	-27.880578E-9	21.346324E-12	508.07303E-12	1.4352942E+0	-27.881132E-9	21.976313E-12
1.4529412E+0	507.70627E-12	1.4529412E+0	-27.875666E-9	20.246563E-12	507.03997E-12	1.4529412E+0	-27.875798E-9	19.967784E-12
1.4705882E+0	507.15210E-12	1.4705882E+0	-27.877450E-9	16.959758E-12	505.74384E-12	1.4705882E+0	-27.872492E-9	17.540915E-12
1.4882354E+0	507.91327E-12	1.4882352E+0	-27.871135E-9	16.264582E-12	506.30972E-12	1.4882352E+0	-27.873062E-9	15.780672E-12
1.5058824E+0	508.44090E-12	1.5058824E+0	-27.866070E-9	14.990875E-12	504.59409E-12	1.5058824E+0	-27.872241E-9	13.896084E-12
1.5235294E+0	507.92998E-12	1.5235294E+0	-27.858931E-9	12.721983E-12	506.18609E-12	1.5235294E+0	-27.866108E-9	13.499814E-12
1.5411766E+0	508.09945E-12	1.5411764E+0	-27.855833E-9	13.435707E-12	505.19089E-12	1.5411764E+0	-27.863702E-9	13.109274E-12
1.5588236E+0	507.96028E-12	1.5588236E+0	-27.855526E-9	12.173805E-12	505.08880E-12	1.5588236E+0	-27.853014E-9	11.417788E-12
1.5764706E+0	506.02228E-12	1.5764706E+0	-27.856503E-9	10.254481E-12	507.31752E-12	1.5764706E+0	-27.851343E-9	11.241424E-12
1.5941176E+0	508.16884E-12	1.5941176E+0	-27.851371E-9	11.140582E-12	505.52118E-12	1.5941176E+0	-27.851689E-9	12.174680E-12
1.6117648E+0	505.93085E-12	1.6117647E+0	-27.851275E-9	11.573360E-12	505.77520E-12	1.6117647E+0	-27.855057E-9	11.829684E-12
1.6294118E+0	506.62718E-12	1.6294118E+0	-27.846369E-9	11.443003E-12	505.56370E-12	1.6294118E+0	-27.854636E-9	10.674571E-12
1.6470588E+0	505.41998E-12	1.6470588E+0	-27.844138E-9	11.092223E-12	507.25074E-12	1.6470588E+0	-27.845601E-9	12.314464E-12
1.6647060E+0	505.44791E-12	1.6647059E+0	-27.843210E-9	12.253330E-12	508.80394E-12	1.6647059E+0	-27.839663E-9	11.901601E-12
1.6823530E+0	506.31926E-12	1.6823529E+0	-27.841804E-9	11.763371E-12	508.69275E-12	1.6823529E+0	-27.834613E-9	12.225417E-12
1.7000000E+0	506.23455E-12	1.7000000E+0	-27.839196E-9	12.735828E-12	509.59348E-12	1.7000000E+0	-27.834689E-9	11.923772E-12
1.7176471E+0	506.75852E-12	1.7176471E+0	-27.835165E-9	12.862014E-12	509.82502E-12	1.7176471E+0	-27.837247E-9	12.251884E-12
1.7352942E+0	505.52318E-12	1.7352941E+0	-27.828914E-9	11.225195E-12	509.10470E-12	1.7352941E+0	-27.835210E-9	12.076597E-12
1.7529413E+0	505.10091E-12	1.7529411E+0	-27.827253E-9	12.106999E-12	508.44978E-12	1.7529411E+0	-27.828055E-9	12.381540E-12
1.7705883E+0	504.91039E-12	1.7705883E+0	-27.827030E-9	12.265984E-12	508.08890E-12	1.7705883E+0	-27.823333E-9	13.742664E-12
1.7882353E+0	504.94009E-12	1.7882353E+0	-27.827436E-9	11.195455E-12	507.73036E-12	1.7882353E+0	-27.821780E-9	11.210988E-12
1.8058825E+0	505.75683E-12	1.8058823E+0	-27.823569E-9	12.419367E-12	507.78604E-12	1.8058823E+0	-27.825861E-9	13.396159E-12
1.8235295E+0	506.74104E-12	1.8235294E+0	-27.814885E-9	11.584083E-12	506.77873E-12	1.8235294E+0	-27.827042E-9	13.999808E-12
1.8411765E+0	505.02413E-12	1.8411765E+0	-27.808982E-9	13.417137E-12	505.38607E-12	1.8411765E+0	-27.821105E-9	11.939932E-12
1.8588235E+0	506.00368E-12	1.8588235E+0	-27.807806E-9	13.161554E-12	504.77827E-12	1.8588235E+0	-27.810904E-9	13.569615E-12
1.8764707E+0	506.60570E-12	1.8764706E+0	-27.808603E-9	13.835971E-12	504.87842E-12	1.8764706E+0	-27.805587E-9	13.546641E-12
1.8941177E+0	506.13708E-12	1.8941176E+0	-27.808460E-9	13.827895E-12	506.56940E-12	1.8941176E+0	-27.804242E-9	12.867788E-12
1.9117647E+0	506.01268E-12	1.9117647E+0	-27.803553E-9	13.099345E-12	508.39410E-12	1.9117647E+0	-27.806085E-9	12.553093E-12
1.9294119E+0	507.30464E-12	1.9294118E+0	-27.792868E-9	13.309388E-12	508.46255E-12	1.9294118E+0	-27.808682E-9	13.124359E-12
1.9470589E+0	505.08098E-12	1.9470588E+0	-27.791323E-9	13.283550E-12	506.93777E-12	1.9470588E+0	-27.803111E-9	13.400140E-12
1.9647059E+0	504.95580E-12	1.9647058E+0	-27.790774E-9	13.090062E-12	507.71748E-12	1.9647058E+0	-27.794286E-9	13.953797E-12
1.9823530E+0	505.66301E-12	1.9823530E+0	-27.790069E-9	14.556429E-12	506.76546E-12	1.9823530E+0	-27.787481E-9	13.389336E-12
2.0000000E+0	505.33377E-12	2.0000000E+0	-27.787564E-9	14.288897E-12	507.41966E-12	2.0000000E+0	-27.784132E-9	13.772589E-12
2.0176473E+0	505.87456E-12	2.0176470E+0	-27.780166E-9	13.684239E-12	505.92291E-12	2.0176470E+0	-27.789007E-9	14.091668E-12
2.0352941E+0	506.71811E-12	2.0352941E+0	-27.772131E-9	14.709990E-12	505.34249E-12	2.0352941E+0	-27.787593E-9	14.870953E-12
2.0529413E+0	507.75006E-12	2.0529411E+0	-27.769749E-9	14.508775E-12	505.10013E-12	2.0529411E+0	-27.782709E-9	13.624323E-12
2.0705884E+0	507.62616E-12	2.0705884E+0	-27.770280E-9	15.180935E-12	505.45002E-12	2.0705884E+0	-27.776700E-9	14.236771E-12
2.0882354E+0	507.34417E-12	2.0882354E+0	-27.769929E-9	14.221823E-12	504.98361E-12	2.0882354E+0	-27.771321E-9	15.378279E-12
2.1058824E+0	507.29304E-12	2.1058824E+0	-27.763269E-9	15.672323E-12	505.97310E-12	2.1058824E+0	-27.770643E-9	14.580653E-12
2.1235294E+0	508.10234E-12	2.1235294E+0	-27.753410E-9	14.019313E-12	506.25770E-12	2.1235294E+0	-27.770943E-9	13.703267E-12
2.1411767E+0	506.50312E-12	2.1411765E+0	-27.748694E-9	15.010621E-12	505.39783E-12	2.1411765E+0	-27.765859E-9	14.812325E-12
2.1588235E+0	506.19403E-12	2.1588235E+0	-27.748216E-9	13.772522E-12	504.81225E-12	2.1588235E+0	-27.758517E-9	14.986344E-12
2.1764708E+0	505.74295E-12	2.1764705E+0	-27.749005E-9	14.742412E-12	504.73442E-12	2.1764705E+0	-27.751948E-9	15.287341E-12
2.1941178E+0	505.90526E-12	2.1941175E+0	-27.746143E-9	15.598378E-12	505.68766E-12	2.1941175E+0	-27.746017E-9	14.843762E-12
2.2117648E+0	508.31478E-12	2.2117648E+0	-27.737773E-9	15.862431E-12	506.03050E-12	2.2117648E+0	-27.749465E-9	15.786110E-12
2.2294118E+0	506.92994E-12	2.2294118E+0	-27.731465E-9	16.320965E-12	506.09367E-12	2.2294118E+0	-27.749641E-9	15.777359E-12
2.2470589E+0	508.95593E-12	2.2470589E+0	-27.725111E-9	16.331851E-12	505.06593E-12	2.2470589E+0	-27.745452E-9	16.172235E-12
2.2647061E+0	505.74378E-12	2.2647059E+0	-27.724615E-9	15.651123E-12	504.98045E-12	2.2647059E+0	-27.740512E-9	16.025915E-12
2.2823529E+0	506.86283E-12	2.2823529E+0	-27.720370E-9	17.297297E-12	504.02948E-12	2.2823529E+0	-27.728836E-9	16.916780E-12
2.3000002E+0	506.02583E-12	2.3000000E+0	-27.716428E-9	15.783840E-12	505.14148E-12	2.3000000E+0	-27.721180E-9	16.921719E-12
2.3176470E+0	508.60199E-12	2.3176470E+0	-27.706809E-9	17.172043E-12	505.16946E-12	2.3176470E+0	-27.720846E-9	16.486814E-12
2.3352942E+0	504.97950E-12	2.3352940E+0	-27.705369E-9	17.813613E-12	505.18700E-12	2.3352940E+0	-27.719921E-9	17.551903E-12
2.3529413E+0	505.25029E-12	2.3529413E+0	-27.701951E-9	18.026901E-12	505.82644E-12	2.3529413E+0	-27.716593E-9	18.808526E-12
2.3705883E+0	504.96607E-12	2.3705883E+0	-27.698082E-9	17.920970E-12	504.75291E-12	2.3705883E+0	-27.715787E-9	17.211465E-12
2.3882353E+0	506.21607E-12	2.3882353E+0	-27.691851E-9	19.420897E-12	505.85081E-12	2.3882353E+0	-27.699427E-9	18.972341E-12
2.4058824E+0	506.29695E-12	2.4058824E+0	-27.686180E-9	19.883088E-12	506.17660E-12	2.4058824E+0	-27.697302E-9	19.666695E-12
2.4235296E+0	505.08686E-12	2.4235294E+0	-27.678450E-9	19.951360E-12	505.64197E-12	2.4235294E+0	-27.689714E-9	20.165860E-12
2.4411764E+0	505.70848E-12	2.4411764E+0	-27.671785E-9	21.056271E-12	507.98882E-12	2.4411764E+0	-27.681290E-9	20.319165E-12
2.4588237E+0	505.79896E-12	2.4588234E+0	-27.664889E-9	20.891530E-12	510.55699E-12	2.4588234E+0	-27.676297E-9	20.335615E-12
2.4764707E+0	505.53089E-12	2.4764705E+0	-27.658876E-9	21.257111E-12	506.21096E-12	2.4764705E+0	-27.673234E-9	22.677601E-12
2.4941177E+0	505.23280E-12	2.4941177E+0	-27.654703E-9	22.257586E-12	507.62083E-12	2.4941177E+0	-27.661910E-9	23.009849E-12
2.5117648E+0	505.30502E-12	2.5117648E+0	-27.648356E-9	23.179778E-12	507.30226E-12	2.5117648E+0	-27.661258E-9	22.362213E-12
2.5294118E+0	505.35592E-12	2.5294118E+0	-27.642166E-9	22.104502E-12	506.04443E-12	2.5294118E+0	-27.654391E-9	23.447780E-12
2.5470588E+0	505.15303E-12	2.5470588E+0	-27.634933E-9	23.468975E-12	507.60562E-12	2.5470588E+0	-27.648985E-9	23.305843E-12
2.5647061E+0	505.91814E-12	2.5647058E+0	-27.625015E-9	24.814375E-12	506.76907E-12	2.5647058E+0	-27.642187E-9	24.481668E-12
2.5823531E+0	505.19910E-12	2.5823529E+0	-27.614922E-9	23.919651E-12	506.54547E-12	2.5823529E+0	-27.629616E-9	23.332038E-12
2.6000001E+0	506.08245E-12	2.5999999E+0	-27.606083E-9	24.360104E-12	507.29843E-12	2.5999999E+0	-27.618162E-9	24.490425E-12
2.6176472E+0	506.79266E-12	2.6176472E+0	-27.598144E-9	25.128408E-12	506.06919E-12	2.6176472E+0	-27.613160E-9	24.065775E-12
2.6352942E+0	507.26590E-12	2.6352942E+0	-27.593270E-9	23.728783E-12	507.35405E-12	2.6352942E+0	-27.606479E-9	24.025334E-12
2.6529412E+0	506.44022E-12	2.6529412E+0	-27.588550E-9	23.454700E-12	505.67539E-12	2.6529412E+0	-27.606916E-9	23.397451E-12
2.6705883E+0	507.53945E-12	2.6705883E+0	-27.579274E-9	23.195746E-12	506.50939E-12	2.6705883E+0	-27.599450E-9	22.621084E-12
2.6882353E+0	508.43857E-12	2.6882353E+0	-27.568806E-9	22.795014E-12	506.15806E-12	2.6882353E+0	-27.589790E-9	22.027847E-12
2.7058825E+0	509.46053E-12	2.7058823E+0	-27.559972E-9	22.286324E-12	507.22931E-12	2.7058823E+0	-27.577810E-9	21.848592E-12
2.7235296E+0	509.04581E-12	2.7235293E+0	-27.553359E-9	19.851384E-12	505.82472E-12	2.7235293E+0	-27.568593E-9	22.201133E-12
2.7411766E+0	507.96478E-12	2.7411764E+0	-27.547822E-9	21.355157E-12	506.15051E-12	2.7411764E+0	-27.562367E-9	21.115509E-12
2.7588236E+0	506.48646E-12	2.7588236E+0	-27.543264E-9	18.331248E-12	505.45640E-12	2.7588236E+0	-27.560553E-9	20.649203E-12
2.7764707E+0	506.10921E-12	2.7764707E+0	-27.535496E-9	19.349904E-12	504.85155E-12	2.7764707E+0	-27.557267E-9	19.086822E-12
2.7941177E+0	505.24901E-12	2.7941177E+0	-27.531749E-9	20.069181E-12	505.35132E-12	2.7941177E+0	-27.552744E-9	19.996392E-12
2.8117647E+0	506.99911E-12	2.8117647E+0	-27.524765E-9	18.717946E-12	504.73792E-12	2.8117647E+0	-27.545866E-9	18.441929E-12
2.8294120E+0	506.24732E-12	2.8294117E+0	-27.520048E-9	17.727013E-12	505.21126E-12	2.8294117E+0	-27.536577E-9	18.278757E-12
2.8470590E+0	507.00522E-12	2.8470588E+0	-27.512183E-9	18.288877E-12	505.96105E-12	2.8470588E+0	-27.529055E-9	18.272450E-12
2.8647060E+0	505.88916E-12	2.8647058E+0	-27.508490E-9	18.354832E-12	506.41175E-12	2.8647058E+0	-27.524537E-9	17.199671E-12
2.8823531E+0	506.39781E-12	2.8823528E+0	-27.501756E-9	17.117254E-12	506.54320E-12	2.8823528E+0	-27.517251E-9	17.293368E-12
2.9000001E+0	507.40939E-12	2.9000001E+0	-27.494989E-9	17.657089E-12	505.92391E-12	2.9000001E+0	-27.513392E-9	17.901397E-12
2.9176471E+0	508.07786E-12	2.9176471E+0	-27.486461E-9	16.742477E-12	507.32823E-12	2.9176471E+0	-27.505918E-9	16.950606E-12
2.9352942E+0	505.38868E-12	2.9352942E+0	-27.484518E-9	16.256690E-12	505.41665E-12	2.9352942E+0	-27.504694E-9	16.051313E-12
2.9529412E+0	505.07432E-12	2.9529412E+0	-27.482809E-9	15.846780E-12	505.33805E-12	2.9529412E+0	-27.501436E-9	15.962376E-12
2.9705884E+0	506.09794E-12	2.9705882E+0	-27.480736E-9	16.761635E-12	505.14831E-12	2.9705882E+0	-27.499151E-9	16.913471E-12
2.9882355E+0	506.60603E-12	2.9882352E+0	-27.474236E-9	15.243865E-12	505.04967E-12	2.9882352E+0	-27.492002E-9	16.645178E-12
3.0058825E+0	506.93133E-12	3.0058823E+0	-27.463857E-9	15.505312E-12	504.39303E-12	3.0058823E+0	-27.485637E-9	15.696748E-12
