782.35292E-3	509.19341E-12	782.35292E-3	-28.005335E-9	16.089819E-12	506.31815E-12	782.35292E-3	-27.971398E-9	15.044042E-12
800.00001E-3	508.37101E-12	800.00001E-3	-28.001972E-9	14.562285E-12	506.37972E-12	800.00001E-3	-27.969625E-9	15.355536E-12
817.64710E-3	506.60270E-12	817.64704E-3	-27.992575E-9	16.238923E-12	506.57406E-12	817.64704E-3	-27.978102E-9	16.533669E-12
835.29413E-3	506.51600E-12	835.29413E-3	-27.982269E-9	16.747383E-12	505.45507E-12	835.29413E-3	-27.982995E-9	16.637112E-12
852.94116E-3	508.42813E-12	852.94116E-3	-27.977041E-9	17.194678E-12	505.22292E-12	852.94116E-3	-27.976688E-9	15.888773E-12
870.58824E-3	512.61140E-12	870.58824E-3	-27.976409E-9	17.381862E-12	504.81724E-12	870.58824E-3	-27.960519E-9	18.582188E-12
888.23533E-3	511.98962E-12	888.23527E-3	-27.979494E-9	19.959133E-12	505.41366E-12	888.23527E-3	-27.950961E-9	18.883551E-12
905.88236E-3	509.60347E-12	905.88236E-3	-27.977102E-9	20.802355E-12	506.18093E-12	905.88236E-3	-27.953465E-9	20.634544E-12
923.52945E-3	508.52172E-12	923.52939E-3	-27.963662E-9	22.061519E-12	506.75869E-12	923.52939E-3	-27.954362E-9	21.697647E-12
941.17653E-3	507.09947E-12	941.17647E-3	-27.949744E-9	22.220744E-12	505.73684E-12	941.17647E-3	-27.949280E-9	23.166321E-12
958.82356E-3	505.81200E-12	958.82350E-3	-27.943605E-9	23.227078E-12	505.07643E-12	958.82350E-3	-27.937775E-9	22.921214E-12
976.47059E-3	505.79863E-12	976.47059E-3	-27.946653E-9	23.609162E-12	504.96979E-12	976.47059E-3	-27.924800E-9	22.970471E-12
994.11768E-3	506.53209E-12	994.11762E-3	-27.948532E-9	22.541790E-12	508.44995E-12	994.11762E-3	-27.919953E-9	23.072424E-12
1.0117648E+0	508.31284E-12	1.0117648E+0	-27.939516E-9	23.423652E-12	505.92902E-12	1.0117648E+0	-27.925820E-9	22.688022E-12
1.0294118E+0	509.41640E-12	1.0294118E+0	-27.921770E-9	22.271830E-12	507.25696E-12	1.0294118E+0	-27.922905E-9	22.943047E-12
1.0470588E+0	509.76878E-12	1.0470588E+0	-27.908959E-9	22.310711E-12	506.12592E-12	1.0470588E+0	-27.911801E-9	21.367564E-12
1.0647058E+0	507.62439E-12	1.0647058E+0	-27.909220E-9	21.399526E-12	506.59604E-12	1.0647058E+0	-27.897000E-9	21.862919E-12
1.0823530E+0	507.88601E-12	1.0823530E+0	-27.913986E-9	21.248772E-12	505.33105E-12	1.0823530E+0	-27.889891E-9	21.145427E-12
1.1000000E+0	507.20456E-12	1.1000000E+0	-27.912757E-9	20.195982E-12	506.24849E-12	1.1000000E+0	-27.890694E-9	20.240948E-12
1.1176472E+0	507.25651E-12	1.1176471E+0	-27.898883E-9	20.057811E-12	505.76676E-12	1.1176471E+0	-27.894332E-9	20.148494E-12
1.1352942E+0	507.60607E-12	1.1352941E+0	-27.884479E-9	19.621220E-12	505.17462E-12	1.1352941E+0	-27.892135E-9	19.389991E-12
1.1529412E+0	506.15184E-12	1.1529412E+0	-27.880766E-9	18.645620E-12	508.18766E-12	1.1529412E+0	-27.879130E-9	20.299951E-12
1.1705883E+0	504.75479E-12	1.1705883E+0	-27.884617E-9	19.379111E-12	510.56792E-12	1.1705883E+0	-27.864202E-9	18.027024E-12
1.1882353E+0	504.71027E-12	1.1882353E+0	-27.888317E-9	19.886016E-12	511.20830E-12	1.1882353E+0	-27.856508E-9	19.675376E-12
1.2058823E+0	507.08421E-12	1.2058823E+0	-27.879709E-9	20.272129E-12	509.28539E-12	1.2058823E+0	-27.860189E-9	20.115173E-12
1.2235295E+0	507.71498E-12	1.2235295E+0	-27.862747E-9	19.617403E-12	509.12757E-12	1.2235295E+0	-27.860752E-9	20.063184E-12
1.2411765E+0	506.63612E-12	1.2411765E+0	-27.851463E-9	21.368712E-12	510.58208E-12	1.2411765E+0	-27.856839E-9	22.154178E-12
1.2588236E+0	506.14124E-12	1.2588235E+0	-27.846680E-9	22.061544E-12	510.20188E-12	1.2588235E+0	-27.844788E-9	20.290788E-12
1.2764707E+0	507.36448E-12	1.2764705E+0	-27.848564E-9	22.534490E-12	509.47019E-12	1.2764705E+0	-27.830898E-9	24.323179E-12
1.2941177E+0	507.96878E-12	1.2941177E+0	-27.851993E-9	23.439202E-12	507.47045E-12	1.2941177E+0	-27.828078E-9	24.471864E-12
1.3117647E+0	511.46198E-12	1.3117647E+0	-27.840709E-9	25.275051E-12	507.74390E-12	1.3117647E+0	-27.827149E-9	24.631606E-12
1.3294117E+0	510.33139E-12	1.3294117E+0	-27.826708E-9	24.769055E-12	507.33867E-12	1.3294117E+0	-27.826482E-9	25.859769E-12
1.3470589E+0	509.85571E-12	1.3470588E+0	-27.809367E-9	25.708064E-12	507.31180E-12	1.3470588E+0	-27.822152E-9	24.352317E-12
1.3647059E+0	507.84660E-12	1.3647059E+0	-27.802134E-9	23.790716E-12	504.99377E-12	1.3647059E+0	-27.807708E-9	24.358444E-12
1.3823531E+0	507.12967E-12	1.3823529E+0	-27.807493E-9	22.725367E-12	507.05945E-12	1.3823529E+0	-27.790881E-9	23.716385E-12
1.4000001E+0	506.01145E-12	1.4000000E+0	-27.811483E-9	21.345576E-12	505.81250E-12	1.4000000E+0	-27.790120E-9	21.335654E-12
1.4176471E+0	506.81970E-12	1.4176470E+0	-27.805312E-9	20.413199E-12	506.09245E-12	1.4176470E+0	-27.789905E-9	19.935633E-12
1.4352942E+0	508.38950E-12	1.4352942E+0	-27.788579E-9	20.747288E-12	506.14934E-12	1.4352942E+0	-27.788952E-9	19.870343E-12
1.4529412E+0	509.41418E-12	1.4529412E+0	-27.769902E-9	17.971005E-12	504.73037E-12	1.4529412E+0	-27.786049E-9	19.053726E-12
1.4705882E+0	507.78753E-12	1.4705882E+0	-27.767429E-9	17.268147E-12	504.41656E-12	1.4705882E+0	-27.773805E-9	16.621850E-12
1.4882354E+0	505.74861E-12	1.4882352E+0	-27.777538E-9	15.873686E-12	506.57245E-12	1.4882352E+0	-27.762530E-9	16.821801E-12
1.5058824E+0	507.51137E-12	1.5058824E+0	-27.781848E-9	15.193404E-12	506.45288E-12	1.5058824E+0	-27.764800E-9	16.183114E-12
1.5235294E+0	509.15444E-12	1.5235294E+0	-27.773318E-9	16.088240E-12	506.84856E-12	1.5235294E+0	-27.764541E-9	15.081898E-12
1.5411766E+0	506.82192E-12	1.5411764E+0	-27.757718E-9	14.060079E-12	505.75022E-12	1.5411764E+0	-27.761638E-9	14.531244E-12
1.5588236E+0	504.92149E-12	1.5588236E+0	-27.747070E-9	13.027516E-12	508.47421E-12	1.5588236E+0	-27.754576E-9	13.180615E-12
1.5764706E+0	504.36294E-12	1.5764706E+0	-27.751925E-9	14.865812E-12	508.04233E-12	1.5764706E+0	-27.748486E-9	14.329215E-12
1.5941176E+0	504.85277E-12	1.5941176E+0	-27.760938E-9	12.929425E-12	509.83257E-12	1.5941176E+0	-27.742448E-9	12.790774E-12
1.6117648E+0	504.66453E-12	1.6117647E+0	-27.762798E-9	13.858581E-12	507.94235E-12	1.6117647E+0	-27.743331E-9	13.378668E-12
1.6294118E+0	506.26381E-12	1.6294118E+0	-27.750930E-9	13.143644E-12	509.25913E-12	1.6294118E+0	-27.741242E-9	13.287755E-12
1.6470588E+0	505.73662E-12	1.6470588E+0	-27.734396E-9	12.782090E-12	510.17041E-12	1.6470588E+0	-27.738992E-9	12.302507E-12
1.6647060E+0	506.58105E-12	1.6647059E+0	-27.726633E-9	12.897054E-12	510.49054E-12	1.6647059E+0	-27.735689E-9	14.635813E-12
1.6823530E+0	506.21135E-12	1.6823529E+0	-27.733375E-9	13.544242E-12	509.44221E-12	1.6823529E+0	-27.730845E-9	12.402041E-12
1.7000000E+0	505.97287E-12	1.7000000E+0	-27.742990E-9	12.597244E-12	506.59787E-12	1.7000000E+0	-27.728705E-9	12.488876E-12
1.7176471E+0	506.57445E-12	1.7176471E+0	-27.741281E-9	13.100143E-12	505.80268E-12	1.7176471E+0	-27.728206E-9	13.712356E-12
1.7352942E+0	505.98037E-12	1.7352941E+0	-27.730506E-9	13.580897E-12	506.40048E-12	1.7352941E+0	-27.726431E-9	13.748319E-12
1.7529413E+0	505.40450E-12	1.7529411E+0	-27.716423E-9	12.697513E-12	509.29055E-12	1.7529411E+0	-27.723726E-9	12.447174E-12
1.7705883E+0	504.40818E-12	1.7705883E+0	-27.711653E-9	13.627713E-12	508.54876E-12	1.7705883E+0	-27.721454E-9	14.545557E-12
1.7882353E+0	504.37016E-12	1.7882353E+0	-27.716927E-9	13.344242E-12	506.40814E-12	1.7882353E+0	-27.714854E-9	13.780485E-12
1.8058825E+0	504.90057E-12	1.8058823E+0	-27.722267E-9	13.478089E-12	507.25335E-12	1.8058823E+0	-27.708134E-9	13.322519E-12
1.8235295E+0	505.40228E-12	1.8235294E+0	-27.721109E-9	12.490235E-12	507.92015E-12	1.8235294E+0	-27.703985E-9	13.498104E-12
1.8411765E+0	506.45355E-12	1.8411765E+0	-27.709373E-9	13.559598E-12	507.41511E-12	1.8411765E+0	-27.706092E-9	13.169879E-12
1.8588235E+0	505.48821E-12	1.8588235E+0	-27.697974E-9	12.764737E-12	506.90369E-12	1.8588235E+0	-27.709564E-9	12.864655E-12
1.8764707E+0	506.23505E-12	1.8764706E+0	-27.692014E-9	13.568616E-12	507.86492E-12	1.8764706E+0	-27.706035E-9	13.500158E-12
1.8941177E+0	504.43649E-12	1.8941176E+0	-27.698322E-9	12.931471E-12	506.84429E-12	1.8941176E+0	-27.696551E-9	13.089086E-12
1.9117647E+0	505.47627E-12	1.9117647E+0	-27.702589E-9	13.030499E-12	506.14407E-12	1.9117647E+0	-27.688543E-9	13.526842E-12
1.9294119E+0	507.07283E-12	1.9294118E+0	-27.697908E-9	14.093727E-12	507.38858E-12	1.9294118E+0	-27.685179E-9	13.018814E-12
1.9470589E+0	506.08390E-12	1.9470588E+0	-27.686522E-9	13.678042E-12	506.78983E-12	1.9470588E+0	-27.689598E-9	13.611954E-12
1.9647059E+0	505.34732E-12	1.9647058E+0	-27.674503E-9	13.897068E-12	505.93851E-12	1.9647058E+0	-27.691513E-9	14.454804E-12
1.9823530E+0	504.94736E-12	1.9823530E+0	-27.671202E-9	13.559901E-12	506.56107E-12	1.9823530E+0	-27.684418E-9	13.208170E-12
2.0000000E+0	505.29048E-12	2.0000000E+0	-27.678801E-9	13.828850E-12	508.72062E-12	2.0000000E+0	-27.676046E-9	13.642598E-12
2.0176473E+0	505.43947E-12	2.0176470E+0	-27.686081E-9	13.792541E-12	510.67939E-12	2.0176470E+0	-27.667850E-9	15.404534E-12
2.0352941E+0	506.05969E-12	2.0352941E+0	-27.679462E-9	14.411139E-12	509.22955E-12	2.0352941E+0	-27.668321E-9	14.530249E-12
2.0529413E+0	505.90021E-12	2.0529411E+0	-27.664068E-9	14.910725E-12	508.96626E-12	2.0529411E+0	-27.669310E-9	15.438820E-12
2.0705884E+0	505.46595E-12	2.0705884E+0	-27.650717E-9	13.528382E-12	506.42207E-12	2.0705884E+0	-27.667401E-9	13.350655E-12
2.0882354E+0	504.40652E-12	2.0882354E+0	-27.649511E-9	14.222542E-12	506.66493E-12	2.0882354E+0	-27.662921E-9	14.839845E-12
2.1058824E+0	505.35043E-12	2.1058824E+0	-27.656402E-9	14.453030E-12	507.62478E-12	2.1058824E+0	-27.657224E-9	14.461885E-12
2.1235294E+0	506.85761E-12	2.1235294E+0	-27.660956E-9	15.537103E-12	506.78745E-12	2.1235294E+0	-27.653419E-9	14.720893E-12
2.1411767E+0	506.22984E-12	2.1411765E+0	-27.655663E-9	13.258156E-12	506.94060E-12	2.1411765E+0	-27.650236E-9	14.977073E-12
2.1588235E+0	506.39415E-12	2.1588235E+0	-27.644584E-9	14.392190E-12	506.16827E-12	2.1588235E+0	-27.647674E-9	15.093220E-12
2.1764708E+0	506.08362E-12	2.1764705E+0	-27.631328E-9	15.352457E-12	505.69010E-12	2.1764705E+0	-27.647459E-9	13.437330E-12
2.1941178E+0	505.74994E-12	2.1941175E+0	-27.628031E-9	14.845984E-12	505.85114E-12	2.1941175E+0	-27.644598E-9	15.550885E-12
2.2117648E+0	505.98387E-12	2.2117648E+0	-27.633384E-9	14.656271E-12	506.02061E-12	2.2117648E+0	-27.636023E-9	13.615729E-12
2.2294118E+0	505.15875E-12	2.2294118E+0	-27.635963E-9	15.491870E-12	505.71952E-12	2.2294118E+0	-27.629190E-9	15.677279E-12
2.2470589E+0	505.91786E-12	2.2470589E+0	-27.630632E-9	15.267003E-12	507.42788E-12	2.2470589E+0	-27.626887E-9	16.613695E-12
2.2647061E+0	505.57225E-12	2.2647059E+0	-27.616339E-9	15.127748E-12	509.00284E-12	2.2647059E+0	-27.626673E-9	14.923207E-12
2.2823529E+0	505.72552E-12	2.2823529E+0	-27.604548E-9	15.706023E-12	507.00188E-12	2.2823529E+0	-27.628298E-9	16.510586E-12
2.3000002E+0	504.48346E-12	2.3000000E+0	-27.606955E-9	15.954089E-12	505.87790E-12	2.3000000E+0	-27.621580E-9	14.651289E-12
2.3176470E+0	505.43403E-12	2.3176470E+0	-27.612501E-9	17.425148E-12	504.88036E-12	2.3176470E+0	-27.608657E-9	17.221701E-12
2.3352942E+0	506.50134E-12	2.3352940E+0	-27.614725E-9	16.918909E-12	509.28606E-12	2.3352940E+0	-27.595362E-9	16.238405E-12
2.3529413E+0	507.79470E-12	2.3529413E+0	-27.600372E-9	18.056705E-12	508.47310E-12	2.3529413E+0	-27.597940E-9	17.479577E-12
2.3705883E+0	506.71300E-12	2.3705883E+0	-27.583029E-9	17.844851E-12	508.18899E-12	2.3705883E+0	-27.605143E-9	18.175197E-12
2.3882353E+0	506.44194E-12	2.3882353E+0	-27.571756E-9	16.499007E-12	506.02966E-12	2.3882353E+0	-27.606429E-9	18.564308E-12
2.4058824E+0	504.98433E-12	2.4058824E+0	-27.576180E-9	19.070339E-12	505.44430E-12	2.4058824E+0	-27.595350E-9	18.899106E-12
2.4235296E+0	505.06588E-12	2.4235294E+0	-27.583722E-9	18.699374E-12	505.11095E-12	2.4235294E+0	-27.580899E-9	18.185337E-12
2.4411764E+0	505.21831E-12	2.4411764E+0	-27.585232E-9	18.713414E-12	506.51544E-12	2.4411764E+0	-27.571012E-9	19.354653E-12
2.4588237E+0	508.58928E-12	2.4588234E+0	-27.567728E-9	20.245968E-12	508.07902E-12	2.4588234E+0	-27.569062E-9	20.705118E-12
2.4764707E+0	505.99447E-12	2.4764705E+0	-27.552256E-9	20.837979E-12	509.96929E-12	2.4764705E+0	-27.568964E-9	21.090032E-12
2.4941177E+0	506.03521E-12	2.4941177E+0	-27.540693E-9	21.532798E-12	507.98421E-12	2.4941177E+0	-27.566406E-9	22.094177E-12
2.5117648E+0	504.14733E-12	2.5117648E+0	-27.541477E-9	21.282013E-12	506.57439E-12	2.5117648E+0	-27.557210E-9	21.976658E-12
2.5294118E+0	504.26574E-12	2.5294118E+0	-27.545950E-9	21.891537E-12	506.58333E-12	2.5294118E+0	-27.544846E-9	22.388957E-12
2.5470588E+0	506.16067E-12	2.5470588E+0	-27.541425E-9	22.500926E-12	505.70809E-12	2.5470588E+0	-27.541400E-9	22.211826E-12
2.5647061E+0	507.47012E-12	2.5647058E+0	-27.527536E-9	23.089775E-12	505.52551E-12	2.5647058E+0	-27.539688E-9	23.104357E-12
2.5823531E+0	509.97057E-12	2.5823529E+0	-27.508285E-9	23.205477E-12	506.06946E-12	2.5823529E+0	-27.535025E-9	23.863238E-12
2.6000001E+0	506.21990E-12	2.5999999E+0	-27.500981E-9	24.015279E-12	506.40303E-12	2.5999999E+0	-27.524317E-9	22.847970E-12
2.6176472E+0	506.81082E-12	2.6176472E+0	-27.501304E-9	23.922357E-12	505.66812E-12	2.6176472E+0	-27.510668E-9	24.223203E-12
2.6352942E+0	507.06722E-12	2.6352942E+0	-27.501398E-9	22.950425E-12	507.09953E-12	2.6352942E+0	-27.499176E-9	24.459960E-12
2.6529412E+0	509.35522E-12	2.6529412E+0	-27.491907E-9	23.823121E-12	505.76454E-12	2.6529412E+0	-27.496100E-9	24.188313E-12
2.6705883E+0	509.51443E-12	2.6705883E+0	-27.475625E-9	24.745306E-12	506.10943E-12	2.6705883E+0	-27.495366E-9	23.417502E-12
2.6882353E+0	507.10031E-12	2.6882353E+0	-27.460784E-9	21.953415E-12	505.72568E-12	2.6882353E+0	-27.494448E-9	23.966211E-12
2.7058825E+0	508.34131E-12	2.7058823E+0	-27.454293E-9	23.205516E-12	505.64136E-12	2.7058823E+0	-27.483784E-9	22.418387E-12
2.7235296E+0	507.58281E-12	2.7235293E+0	-27.456982E-9	21.714189E-12	505.97448E-12	2.7235293E+0	-27.467792E-9	21.940172E-12
2.7411766E+0	507.18346E-12	2.7411764E+0	-27.459286E-9	21.937370E-12	505.47194E-12	2.7411764E+0	-27.456034E-9	22.634866E-12
2.7588236E+0	508.17933E-12	2.7588236E+0	-27.451621E-9	22.194968E-12	505.87246E-12	2.7588236E+0	-27.450634E-9	21.025978E-12
2.7764707E+0	507.64848E-12	2.7764707E+0	-27.433781E-9	20.757136E-12	506.65172E-12	2.7764707E+0	-27.450882E-9	20.832240E-12
2.7941177E+0	505.96022E-12	2.7941177E+0	-27.419107E-9	20.283298E-12	505.95711E-12	2.7941177E+0	-27.449966E-9	20.890211E-12
2.8117647E+0	505.89871E-12	2.8117647E+0	-27.413222E-9	20.394471E-12	505.62488E-12	2.8117647E+0	-27.443756E-9	18.913430E-12
2.8294120E+0	507.70166E-12	2.8294117E+0	-27.413714E-9	19.114786E-12	505.66024E-12	2.8294117E+0	-27.431748E-9	19.326377E-12
2.8470590E+0	505.55332E-12	2.8470588E+0	-27.419127E-9	18.872143E-12	506.70218E-12	2.8470588E+0	-27.421020E-9	19.569997E-12
2.8647060E+0	505.94084E-12	2.8647058E+0	-27.413009E-9	18.837796E-12	507.08709E-12	2.8647058E+0	-27.413501E-9	18.764568E-12
2.8823531E+0	505.99497E-12	2.8823528E+0	-27.399235E-9	17.806657E-12	507.36709E-12	2.8823528E+0	-27.412257E-9	18.032600E-12
2.9000001E+0	507.69067E-12	2.9000001E+0	-27.385735E-9	18.805754E-12	505.63181E-12	2.9000001E+0	-27.413220E-9	18.832741E-12
2.9176471E+0	506.01551E-12	2.9176471E+0	-27.382521E-9	17.135305E-12	505.22447E-12	2.9176471E+0	-27.407188E-9	17.746894E-12
2.9352942E+0	505.22364E-12	2.9352942E+0	-27.382871E-9	18.305890E-12	504.48612E-12	2.9352942E+0	-27.395009E-9	16.747848E-12
2.9529412E+0	504.71261E-12	2.9529412E+0	-27.382882E-9	17.657270E-12	505.84054E-12	2.9529412E+0	-27.386221E-9	17.201929E-12
2.9705884E+0	506.46709E-12	2.9705882E+0	-27.373316E-9	16.397054E-12	506.29906E-12	2.9705882E+0	-27.383855E-9	17.843468E-12
2.9882355E+0	506.59804E-12	2.9882352E+0	-27.362088E-9	16.838697E-12	506.52965E-12	2.9882352E+0	-27.386687E-9	17.199846E-12
3.0058825E+0	507.33195E-12	3.0058823E+0	-27.354158E-9	15.711802E-12	504.60902E-12	3.0058823E+0	-27.385642E-9	16.372905E-12
