Oscillation Control>Demod 4 Input	1	
Oscillation Control>Demod 1 Frequency	1	
Oscillation Control>Demod 2 Frequency	1	
Oscillation Control>Demod 3 Frequency	1	
Oscillation Control>Demod 4 Frequency	1	
Oscillation Control>Demod 1 Reference Phase (deg)	0E+0	
Oscillation Control>Demod 2 Reference Phase (deg)	0E+0	
Oscillation Control>Demod 3 Reference Phase (deg)	0E+0	
Oscillation Control>Demod 4 Reference Phase (deg)	0E+0	
Oscillation Control>Demod 1 Cut off frq (Hz)	1.55k	
Oscillation Control>Demod 2 Cut off frq (Hz)	1.55k	
Oscillation Control>Demod 3 Cut off frq (Hz)	1.55k	
Oscillation Control>Demod 4 Cut off frq (Hz)	1.55k	
Oscillation Control>Demod 1 Harmonic	1	
Oscillation Control>Demod 2 Harmonic	1	
Oscillation Control>Demod 3 Harmonic	1	
Oscillation Control>Demod 4 Harmonic	1	
Oscillation Control>Demod 1 Filter Order	2	
Oscillation Control>Demod 2 Filter Order	2	
Oscillation Control>Demod 3 Filter Order	2	
Oscillation Control>Demod 4 Filter Order	2	
Oscillation Control>Phase P gain (Hz/rad)	1.74535E+0	
Oscillation Control>Phase I gain (Hz/rad/s)	7.31089E+0	
Oscillation Control>Phase controller on	FALSE	
Oscillation Control>FrequencyShift (Hz)	0E+0	
Oscillation Control>Amplitude Setpoint (m)	10E-9	
Oscillation Control>Amplitude P gain (V/nm)	35.1703E+6	
Oscillation Control>Amplitude I gain (V/nm/s)	147.321E+6	
Oscillation Control>Amplitude controller on	FALSE	
Oscillation Control>Excitation (V)	0E+0	
Oscillation Control>Output Ampl. Range (V)	0.1	
Oscillation Control>output off	FALSE	
Oscillation Control>output add	FALSE	
Oscillation Control>PLL-Setup Q-Factor	60E+3	
Oscillation Control>PLL-Setup Demod. Bandwidth Amp (Hz)	40.8754E+0	
Oscillation Control>PLL-Setup Demod. Bandwidth Pha (Hz)	100.001E+0	
Oscillation Control>PLL-Setup amplitude/excitation (m/V)	4.265E-6	
Scan>Scanfield	447.397E-9;-391.418E-9;12E-9;12E-9;0E+0	
Scan>series name	Bi_Ag(111)_2660605_	
Scan>channels	Current (A);Z (m)	
Scan>pixels/line	256	
Scan>lines	256	
Scan>speed forw. (m/s)	78.125E-9	
Scan>speed backw. (m/s)	78.125E-9	
Z-Controller>Z (m)	-28.0897E-9	
Z-Controller>Controller name	log Current	
Z-Controller>Controller status	ON	
Z-Controller>Setpoint	500E-12	
Z-Controller>Setpoint unit	A	
Z-Controller>P gain	9E-12	
Z-Controller>I gain	150E-9	
Z-Controller>Time const (s)	60E-6	
Z-Controller>TipLift (m)	0E+0	
Z-Controller>Switch off delay (s)	50E-3	

[DATA]
Bias calc (V)	Current (A)	Bias (V)	Z (m)	LI Demod 1 X (A)	Current [bwd] (A)	Bias [bwd] (V)	Z [bwd] (m)	LI Demod 1 X [bwd] (A)
500.00000E-3	510.83754E-12	500.00000E-3	-28.123177E-9	21.377945E-12	507.27000E-12	500.00000E-3	-28.093449E-9	21.239979E-12
517.64709E-3	513.07786E-12	517.64709E-3	-28.111543E-9	19.398535E-12	506.24582E-12	517.64709E-3	-28.091367E-9	21.440124E-12
535.29412E-3	506.69124E-12	535.29412E-3	-28.106530E-9	22.526099E-12	506.70168E-12	535.29412E-3	-28.087543E-9	22.270543E-12
552.94120E-3	506.48458E-12	552.94120E-3	-28.105005E-9	22.360343E-12	508.18577E-12	552.94120E-3	-28.079947E-9	22.273483E-12
570.58823E-3	505.93307E-12	570.58823E-3	-28.100997E-9	22.261609E-12	507.67085E-12	570.58823E-3	-28.074275E-9	21.758692E-12
588.23532E-3	507.50110E-12	588.23532E-3	-28.094615E-9	23.027698E-12	508.35092E-12	588.23532E-3	-28.065944E-9	22.556323E-12
605.88235E-3	507.63099E-12	605.88235E-3	-28.090112E-9	24.458499E-12	506.55957E-12	605.88235E-3	-28.060501E-9	24.026442E-12
623.52943E-3	507.83999E-12	623.52943E-3	-28.077526E-9	24.101653E-12	505.58535E-12	623.52943E-3	-28.055267E-9	24.736269E-12
641.17646E-3	506.19564E-12	641.17646E-3	-28.069193E-9	24.668732E-12	507.08138E-12	641.17646E-3	-28.051266E-9	24.628650E-12
658.82355E-3	506.77401E-12	658.82355E-3	-28.064948E-9	26.451901E-12	506.27280E-12	658.82355E-3	-28.050305E-9	25.486283E-12
676.47058E-3	506.20480E-12	676.47058E-3	-28.058992E-9	23.228534E-12	505.41543E-12	676.47058E-3	-28.044347E-9	23.763309E-12
694.11767E-3	505.56459E-12	694.11767E-3	-28.055661E-9	20.355762E-12	504.89207E-12	694.11767E-3	-28.033456E-9	20.514652E-12
711.76469E-3	507.18191E-12	711.76469E-3	-28.045841E-9	17.177383E-12	505.64952E-12	711.76469E-3	-28.021073E-9	17.389290E-12
729.41178E-3	505.83787E-12	729.41178E-3	-28.040009E-9	15.607581E-12	506.06452E-12	729.41178E-3	-28.016411E-9	16.034446E-12
747.05887E-3	507.03008E-12	747.05881E-3	-28.038983E-9	15.186116E-12	506.81875E-12	747.05881E-3	-28.018555E-9	14.425735E-12
764.70590E-3	507.12778E-12	764.70590E-3	-28.039141E-9	13.141937E-12	509.64816E-12	764.70590E-3	-28.018345E-9	13.312312E-12
782.35292E-3	506.88986E-12	782.35292E-3	-28.036357E-9	13.990054E-12	507.21277E-12	782.35292E-3	-28.019420E-9	13.125725E-12
800.00001E-3	506.98562E-12	800.00001E-3	-28.030659E-9	13.317221E-12	506.70385E-12	800.00001E-3	-28.011598E-9	14.646730E-12
817.64710E-3	506.46187E-12	817.64704E-3	-28.023052E-9	13.986112E-12	505.16291E-12	817.64704E-3	-28.006600E-9	14.109115E-12
835.29413E-3	504.71222E-12	835.29413E-3	-28.019347E-9	15.614104E-12	505.53794E-12	835.29413E-3	-28.003509E-9	15.509980E-12
852.94116E-3	505.15153E-12	852.94116E-3	-28.019926E-9	15.706670E-12	505.77226E-12	852.94116E-3	-28.001256E-9	15.412603E-12
870.58824E-3	504.87925E-12	870.58824E-3	-28.018029E-9	18.403655E-12	505.01264E-12	870.58824E-3	-28.000047E-9	17.819900E-12
888.23533E-3	505.43209E-12	888.23527E-3	-28.014254E-9	18.861499E-12	505.08797E-12	888.23527E-3	-27.995231E-9	19.189671E-12
905.88236E-3	505.62915E-12	905.88236E-3	-28.007216E-9	21.263583E-12	505.65141E-12	905.88236E-3	-27.988850E-9	21.507724E-12
923.52945E-3	506.65888E-12	923.52939E-3	-27.996689E-9	23.889470E-12	504.99538E-12	923.52939E-3	-27.984484E-9	21.840467E-12
941.17653E-3	508.92163E-12	941.17647E-3	-27.987738E-9	24.142929E-12	505.85297E-12	941.17647E-3	-27.978185E-9	25.037996E-12
958.82356E-3	509.76046E-12	958.82350E-3	-27.980716E-9	26.383036E-12	505.44702E-12	958.82350E-3	-27.974599E-9	25.363753E-12
976.47059E-3	508.05793E-12	976.47059E-3	-27.976416E-9	26.100601E-12	506.12936E-12	976.47059E-3	-27.967790E-9	26.419691E-12
994.11768E-3	507.40007E-12	994.11762E-3	-27.972513E-9	25.358722E-12	505.72496E-12	994.11762E-3	-27.958558E-9	25.862042E-12
1.0117648E+0	509.06857E-12	1.0117648E+0	-27.962461E-9	26.378065E-12	504.74425E-12	1.0117648E+0	-27.949666E-9	25.404800E-12
1.0294118E+0	510.74078E-12	1.0294118E+0	-27.950920E-9	23.476922E-12	504.93404E-12	1.0294118E+0	-27.939631E-9	24.625170E-12
1.0470588E+0	509.20518E-12	1.0470588E+0	-27.945664E-9	23.623454E-12	506.17038E-12	1.0470588E+0	-27.933533E-9	21.954294E-12
1.0647058E+0	507.84704E-12	1.0647058E+0	-27.941180E-9	21.232471E-12	506.36084E-12	1.0647058E+0	-27.933501E-9	22.835090E-12
1.0823530E+0	506.42313E-12	1.0823530E+0	-27.939850E-9	22.633130E-12	506.00879E-12	1.0823530E+0	-27.931282E-9	21.227974E-12
1.1000000E+0	506.57212E-12	1.1000000E+0	-27.934933E-9	20.774505E-12	504.98511E-12	1.1000000E+0	-27.926243E-9	20.358789E-12
1.1176472E+0	505.54727E-12	1.1176471E+0	-27.925678E-9	18.282386E-12	504.96146E-12	1.1176471E+0	-27.917380E-9	20.616156E-12
1.1352942E+0	505.75594E-12	1.1352941E+0	-27.915460E-9	19.672729E-12	505.18328E-12	1.1352941E+0	-27.907014E-9	18.706304E-12
1.1529412E+0	505.36847E-12	1.1529412E+0	-27.912511E-9	18.900432E-12	506.47753E-12	1.1529412E+0	-27.899681E-9	19.023472E-12
1.1705883E+0	506.10305E-12	1.1705883E+0	-27.911490E-9	18.318859E-12	506.16827E-12	1.1705883E+0	-27.897970E-9	19.476368E-12
1.1882353E+0	506.93832E-12	1.1882353E+0	-27.910803E-9	17.952714E-12	508.77680E-12	1.1882353E+0	-27.897952E-9	18.535425E-12
1.2058823E+0	506.67898E-12	1.2058823E+0	-27.904807E-9	19.775749E-12	507.02337E-12	1.2058823E+0	-27.897316E-9	19.919202E-12
1.2235295E+0	505.56104E-12	1.2235295E+0	-27.894245E-9	19.953476E-12	505.53611E-12	1.2235295E+0	-27.888577E-9	18.758172E-12
1.2411765E+0	506.17099E-12	1.2411765E+0	-27.884287E-9	20.171250E-12	506.84784E-12	1.2411765E+0	-27.875728E-9	21.159671E-12
1.2588236E+0	505.61871E-12	1.2588235E+0	-27.878157E-9	20.931838E-12	507.46818E-12	1.2588235E+0	-27.870803E-9	21.704907E-12
1.2764707E+0	505.39478E-12	1.2764705E+0	-27.877165E-9	24.533823E-12	509.38087E-12	1.2764705E+0	-27.870110E-9	22.472005E-12
1.2941177E+0	507.52674E-12	1.2941177E+0	-27.874606E-9	23.274434E-12	508.56963E-12	1.2941177E+0	-27.869330E-9	24.662598E-12
1.3117647E+0	506.79688E-12	1.3117647E+0	-27.868657E-9	26.026679E-12	508.68243E-12	1.3117647E+0	-27.858066E-9	24.792056E-12
1.3294117E+0	505.48171E-12	1.3294117E+0	-27.857396E-9	26.143532E-12	508.26721E-12	1.3294117E+0	-27.841486E-9	27.557404E-12
1.3470589E+0	508.35691E-12	1.3470588E+0	-27.843679E-9	28.090282E-12	507.84438E-12	1.3470588E+0	-27.832630E-9	28.222260E-12
1.3647059E+0	510.58274E-12	1.3647059E+0	-27.833105E-9	26.592371E-12	506.84101E-12	1.3647059E+0	-27.832121E-9	26.823658E-12
1.3823531E+0	510.36225E-12	1.3823529E+0	-27.828216E-9	27.475936E-12	505.89510E-12	1.3823529E+0	-27.832856E-9	26.886215E-12
1.4000001E+0	510.04967E-12	1.4000000E+0	-27.825278E-9	23.671114E-12	506.34447E-12	1.4000000E+0	-27.830247E-9	24.723779E-12
1.4176471E+0	509.86088E-12	1.4176470E+0	-27.815519E-9	22.828673E-12	504.75002E-12	1.4176470E+0	-27.819963E-9	22.302360E-12
1.4352942E+0	510.07509E-12	1.4352942E+0	-27.806930E-9	20.594517E-12	504.92244E-12	1.4352942E+0	-27.804408E-9	19.903686E-12
1.4529412E+0	510.08281E-12	1.4529412E+0	-27.800386E-9	18.069022E-12	505.48621E-12	1.4529412E+0	-27.791037E-9	19.214231E-12
1.4705882E+0	511.30844E-12	1.4705882E+0	-27.796441E-9	17.503120E-12	507.21066E-12	1.4705882E+0	-27.786792E-9	17.110143E-12
1.4882354E+0	510.40477E-12	1.4882352E+0	-27.797604E-9	16.275382E-12	507.93880E-12	1.4882352E+0	-27.792648E-9	16.032573E-12
1.5058824E+0	510.60811E-12	1.5058824E+0	-27.794838E-9	13.832197E-12	508.51251E-12	1.5058824E+0	-27.799976E-9	14.325563E-12
1.5235294E+0	510.45490E-12	1.5235294E+0	-27.786168E-9	13.615782E-12	507.88829E-12	1.5235294E+0	-27.793918E-9	14.326063E-12
1.5411766E+0	509.47307E-12	1.5411764E+0	-27.778125E-9	13.113325E-12	505.82000E-12	1.5411764E+0	-27.781784E-9	13.839802E-12
1.5588236E+0	509.66548E-12	1.5588236E+0	-27.772087E-9	12.387153E-12	505.59978E-12	1.5588236E+0	-27.770545E-9	11.076950E-12
1.5764706E+0	508.05232E-12	1.5764706E+0	-27.775148E-9	12.407625E-12	505.76804E-12	1.5764706E+0	-27.770730E-9	12.723510E-12
1.5941176E+0	506.99395E-12	1.5941176E+0	-27.781347E-9	12.298786E-12	506.35357E-12	1.5941176E+0	-27.775968E-9	12.352114E-12
1.6117648E+0	505.93624E-12	1.6117647E+0	-27.782665E-9	10.973561E-12	508.08002E-12	1.6117647E+0	-27.776712E-9	11.050503E-12
1.6294118E+0	505.69848E-12	1.6294118E+0	-27.775474E-9	11.439104E-12	505.99996E-12	1.6294118E+0	-27.772604E-9	12.326341E-12
1.6470588E+0	508.23118E-12	1.6470588E+0	-27.763859E-9	11.543590E-12	505.58552E-12	1.6470588E+0	-27.763093E-9	11.978500E-12
1.6647060E+0	508.09296E-12	1.6647059E+0	-27.758835E-9	12.427661E-12	506.93655E-12	1.6647059E+0	-27.755744E-9	11.034017E-12
1.6823530E+0	507.01754E-12	1.6823529E+0	-27.761073E-9	11.968098E-12	507.28549E-12	1.6823529E+0	-27.759686E-9	11.767350E-12
1.7000000E+0	506.35923E-12	1.7000000E+0	-27.764131E-9	12.174937E-12	508.65562E-12	1.7000000E+0	-27.762754E-9	12.760200E-12
1.7176471E+0	506.04820E-12	1.7176471E+0	-27.760636E-9	11.563529E-12	508.25794E-12	1.7176471E+0	-27.761972E-9	12.310340E-12
1.7352942E+0	505.97637E-12	1.7352941E+0	-27.756187E-9	11.081960E-12	507.54151E-12	1.7352941E+0	-27.754465E-9	12.879168E-12
1.7529413E+0	506.25570E-12	1.7529411E+0	-27.751629E-9	12.669517E-12	508.01302E-12	1.7529411E+0	-27.741152E-9	11.260051E-12
1.7705883E+0	505.72108E-12	1.7705883E+0	-27.750028E-9	12.667742E-12	506.68347E-12	1.7705883E+0	-27.738041E-9	12.724914E-12
1.7882353E+0	505.75799E-12	1.7882353E+0	-27.750593E-9	12.095857E-12	507.60773E-12	1.7882353E+0	-27.743344E-9	12.596139E-12
1.8058825E+0	507.42405E-12	1.8058823E+0	-27.746189E-9	12.773206E-12	506.00407E-12	1.8058823E+0	-27.751780E-9	12.487276E-12
1.8235295E+0	508.28053E-12	1.8235294E+0	-27.738144E-9	11.014236E-12	505.79368E-12	1.8235294E+0	-27.750948E-9	12.246306E-12
1.8411765E+0	507.77649E-12	1.8411765E+0	-27.732664E-9	12.450065E-12	504.49123E-12	1.8411765E+0	-27.741510E-9	12.768000E-12
1.8588235E+0	506.13869E-12	1.8588235E+0	-27.731215E-9	12.582309E-12	506.36517E-12	1.8588235E+0	-27.728738E-9	12.417368E-12
1.8764707E+0	506.67215E-12	1.8764706E+0	-27.730783E-9	12.577574E-12	506.05975E-12	1.8764706E+0	-27.725786E-9	12.544495E-12
1.8941177E+0	508.33593E-12	1.8941176E+0	-27.730486E-9	14.163332E-12	506.29040E-12	1.8941176E+0	-27.727049E-9	13.045696E-12
1.9117647E+0	507.73291E-12	1.9117647E+0	-27.728827E-9	11.951472E-12	505.44635E-12	1.9117647E+0	-27.728953E-9	13.052961E-12
1.9294119E+0	506.32121E-12	1.9294118E+0	-27.724219E-9	13.508223E-12	504.98855E-12	1.9294118E+0	-27.727957E-9	12.006852E-12
1.9470589E+0	507.24291E-12	1.9470588E+0	-27.716423E-9	13.617026E-12	506.67914E-12	1.9470588E+0	-27.720676E-9	14.137363E-12
1.9647059E+0	506.12581E-12	1.9647058E+0	-27.711609E-9	13.093453E-12	506.40936E-12	1.9647058E+0	-27.716514E-9	14.194907E-12
1.9823530E+0	505.66173E-12	1.9823530E+0	-27.709101E-9	14.535808E-12	506.48064E-12	1.9823530E+0	-27.712227E-9	12.764664E-12
2.0000000E+0	506.35590E-12	2.0000000E+0	-27.707094E-9	14.108370E-12	506.81986E-12	2.0000000E+0	-27.710371E-9	14.318828E-12
2.0176473E+0	505.35104E-12	2.0176470E+0	-27.706285E-9	13.407593E-12	506.77623E-12	2.0176470E+0	-27.708426E-9	13.614838E-12
2.0352941E+0	505.20743E-12	2.0352941E+0	-27.704957E-9	13.425817E-12	505.52024E-12	2.0352941E+0	-27.705809E-9	14.354171E-12
2.0529413E+0	505.23574E-12	2.0529411E+0	-27.700358E-9	13.635309E-12	506.40842E-12	2.0529411E+0	-27.697522E-9	14.246839E-12
2.0705884E+0	505.81334E-12	2.0705884E+0	-27.694396E-9	14.515758E-12	505.73790E-12	2.0705884E+0	-27.693826E-9	14.167630E-12
2.0882354E+0	507.16303E-12	2.0882354E+0	-27.687644E-9	13.964089E-12	505.97493E-12	2.0882354E+0	-27.694337E-9	14.727351E-12
2.1058824E+0	506.71067E-12	2.1058824E+0	-27.683843E-9	13.925650E-12	506.76430E-12	2.1058824E+0	-27.694153E-9	14.140415E-12
2.1235294E+0	509.15883E-12	2.1235294E+0	-27.677073E-9	15.495024E-12	505.88944E-12	2.1235294E+0	-27.691547E-9	14.731980E-12
2.1411767E+0	506.67831E-12	2.1411765E+0	-27.677387E-9	16.297470E-12	505.91131E-12	2.1411765E+0	-27.684363E-9	15.466017E-12
2.1588235E+0	507.77299E-12	2.1588235E+0	-27.672169E-9	15.609958E-12	507.59419E-12	2.1588235E+0	-27.675593E-9	15.671294E-12
2.1764708E+0	510.26849E-12	2.1764705E+0	-27.664784E-9	14.606429E-12	508.80111E-12	2.1764705E+0	-27.669063E-9	15.255184E-12
2.1941178E+0	509.60997E-12	2.1941175E+0	-27.662345E-9	15.779827E-12	507.35721E-12	2.1941175E+0	-27.667596E-9	15.668465E-12
2.2117648E+0	507.43748E-12	2.2117648E+0	-27.661084E-9	14.974874E-12	507.75345E-12	2.2117648E+0	-27.665939E-9	16.098338E-12
2.2294118E+0	506.77390E-12	2.2294118E+0	-27.659240E-9	14.784422E-12	508.35691E-12	2.2294118E+0	-27.664928E-9	15.574677E-12
2.2470589E+0	505.94490E-12	2.2470589E+0	-27.656197E-9	16.880814E-12	510.07149E-12	2.2470589E+0	-27.661264E-9	16.614593E-12
2.2647061E+0	506.18681E-12	2.2647059E+0	-27.647880E-9	17.039790E-12	509.27546E-12	2.2647059E+0	-27.655553E-9	16.693756E-12
2.2823529E+0	505.94412E-12	2.2823529E+0	-27.639755E-9	16.311790E-12	505.98620E-12	2.2823529E+0	-27.650051E-9	16.401736E-12
2.3000002E+0	506.59382E-12	2.3000000E+0	-27.634210E-9	16.818057E-12	505.94018E-12	2.3000000E+0	-27.645063E-9	17.663484E-12
2.3176470E+0	507.41678E-12	2.3176470E+0	-27.631870E-9	18.007583E-12	505.26799E-12	2.3176470E+0	-27.644139E-9	16.255733E-12
2.3352942E+0	505.08059E-12	2.3352940E+0	-27.635616E-9	16.442498E-12	506.09467E-12	2.3352940E+0	-27.639091E-9	17.611758E-12
2.3529413E+0	505.83626E-12	2.3529413E+0	-27.631549E-9	18.346744E-12	506.34469E-12	2.3529413E+0	-27.630717E-9	18.481048E-12
2.3705883E+0	505.88078E-12	2.3705883E+0	-27.622212E-9	17.923893E-12	507.38425E-12	2.3705883E+0	-27.623782E-9	18.419362E-12
2.3882353E+0	506.13913E-12	2.3882353E+0	-27.610334E-9	18.987511E-12	507.89895E-12	2.3882353E+0	-27.619620E-9	19.395515E-12
2.4058824E+0	505.23985E-12	2.4058824E+0	-27.603326E-9	19.145647E-12	507.94380E-12	2.4058824E+0	-27.620098E-9	18.740192E-12
2.4235296E+0	505.60733E-12	2.4235294E+0	-27.602152E-9	19.670980E-12	505.78725E-12	2.4235294E+0	-27.617554E-9	20.703635E-12
2.4411764E+0	505.49759E-12	2.4411764E+0	-27.599517E-9	20.034306E-12	505.34793E-12	2.4411764E+0	-27.608502E-9	20.212127E-12
2.4588237E+0	505.23519E-12	2.4588234E+0	-27.592717E-9	20.106247E-12	505.61350E-12	2.4588234E+0	-27.598906E-9	21.403095E-12
2.4764707E+0	504.75435E-12	2.4764705E+0	-27.584237E-9	20.701794E-12	506.28196E-12	2.4764705E+0	-27.589401E-9	20.090650E-12
2.4941177E+0	505.59512E-12	2.4941177E+0	-27.577670E-9	22.083080E-12	506.47647E-12	2.4941177E+0	-27.584989E-9	22.142973E-12
2.5117648E+0	505.95300E-12	2.5117648E+0	-27.572074E-9	22.464192E-12	507.64037E-12	2.5117648E+0	-27.582042E-9	23.147564E-12
2.5294118E+0	507.39668E-12	2.5294118E+0	-27.566077E-9	23.777759E-12	507.98749E-12	2.5294118E+0	-27.576883E-9	21.817458E-12
2.5470588E+0	506.68170E-12	2.5470588E+0	-27.555362E-9	23.750193E-12	506.19919E-12	2.5470588E+0	-27.572325E-9	23.569676E-12
2.5647061E+0	505.51718E-12	2.5647058E+0	-27.546365E-9	24.714545E-12	505.91742E-12	2.5647058E+0	-27.563203E-9	23.020030E-12
2.5823531E+0	505.98481E-12	2.5823529E+0	-27.538844E-9	23.582821E-12	506.11271E-12	2.5823529E+0	-27.551097E-9	23.799164E-12
2.6000001E+0	509.20235E-12	2.5999999E+0	-27.527307E-9	23.495898E-12	505.37968E-12	2.5999999E+0	-27.543392E-9	24.291215E-12
2.6176472E+0	505.85980E-12	2.6176472E+0	-27.524763E-9	25.046142E-12	505.59473E-12	2.6176472E+0	-27.536959E-9	24.437731E-12
2.6352942E+0	507.25918E-12	2.6352942E+0	-27.520587E-9	22.656927E-12	505.66556E-12	2.6352942E+0	-27.532073E-9	23.979209E-12
2.6529412E+0	509.13640E-12	2.6529412E+0	-27.511932E-9	23.448977E-12	505.90004E-12	2.6529412E+0	-27.526278E-9	23.157976E-12
2.6705883E+0	510.04928E-12	2.6705883E+0	-27.500867E-9	24.677812E-12	505.62060E-12	2.6705883E+0	-27.518059E-9	24.323736E-12
2.6882353E+0	509.35944E-12	2.6882353E+0	-27.491375E-9	23.504176E-12	505.42737E-12	2.6882353E+0	-27.508262E-9	22.693734E-12
2.7058825E+0	508.65945E-12	2.7058823E+0	-27.478452E-9	22.317816E-12	505.47100E-12	2.7058823E+0	-27.501612E-9	22.761437E-12
2.7235296E+0	506.84396E-12	2.7235293E+0	-27.474918E-9	22.160999E-12	505.05194E-12	2.7235293E+0	-27.496013E-9	22.289148E-12
2.7411766E+0	506.75836E-12	2.7411764E+0	-27.473519E-9	21.332216E-12	505.96477E-12	2.7411764E+0	-27.490664E-9	21.805915E-12
2.7588236E+0	506.82619E-12	2.7588236E+0	-27.468905E-9	20.799583E-12	505.45162E-12	2.7588236E+0	-27.483217E-9	21.137831E-12
2.7764707E+0	506.12164E-12	2.7764707E+0	-27.462711E-9	19.631428E-12	504.50177E-12	2.7764707E+0	-27.471414E-9	20.214675E-12
2.7941177E+0	505.91348E-12	2.7941177E+0	-27.454366E-9	19.920135E-12	505.46894E-12	2.7941177E+0	-27.461951E-9	19.444895E-12
2.8117647E+0	506.52410E-12	2.8117647E+0	-27.443683E-9	19.300372E-12	506.14846E-12	2.8117647E+0	-27.459144E-9	19.831884E-12
2.8294120E+0	505.06405E-12	2.8294117E+0	-27.440239E-9	18.880132E-12	507.20933E-12	2.8294117E+0	-27.459528E-9	18.800026E-12
2.8470590E+0	505.86568E-12	2.8470588E+0	-27.436053E-9	18.107058E-12	506.99855E-12	2.8470588E+0	-27.458830E-9	17.252784E-12
2.8647060E+0	506.27919E-12	2.8647058E+0	-27.428749E-9	18.423280E-12	506.13147E-12	2.8647058E+0	-27.449165E-9	18.680340E-12
2.8823531E+0	506.82453E-12	2.8823528E+0	-27.422645E-9	16.931526E-12	505.86474E-12	2.8823528E+0	-27.433597E-9	17.805269E-12
2.9000001E+0	506.37072E-12	2.9000001E+0	-27.413982E-9	17.454493E-12	506.08762E-12	2.9000001E+0	-27.423786E-9	17.653210E-12
2.9176471E+0	504.63023E-12	2.9176471E+0	-27.410341E-9	16.245533E-12	507.83688E-12	2.9176471E+0	-27.421619E-9	16.772373E-12
2.9352942E+0	504.41185E-12	2.9352942E+0	-27.409623E-9	17.067235E-12	508.50546E-12	2.9352942E+0	-27.425468E-9	16.823791E-12
2.9529412E+0	504.85832E-12	2.9529412E+0	-27.407825E-9	17.151855E-12	508.42847E-12	2.9529412E+0	-27.424122E-9	17.116508E-12
2.9705884E+0	505.01997E-12	2.9705882E+0	-27.403074E-9	15.161795E-12	506.94154E-12	2.9705882E+0	-27.414711E-9	15.472502E-12
2.9882355E+0	505.37446E-12	2.9882352E+0	-27.391962E-9	16.466680E-12	506.10588E-12	2.9882352E+0	-27.404241E-9	17.234329E-12
3.0058825E+0	505.08264E-12	3.0058823E+0	-27.382347E-9	15.704030E-12	505.93058E-12	3.0058823E+0	-27.399103E-9	16.175315E-12
