547.05882E-3	56.028387E-12	547.05882E-3	7.0704709E-9	-12.479966E-12	56.145581E-12	547.05882E-3	7.0630226E-9	-12.590742E-12
570.58823E-3	56.019325E-12	570.58823E-3	7.0706072E-9	-12.634184E-12	56.200742E-12	570.58823E-3	7.0646724E-9	-12.385839E-12
594.11764E-3	56.227380E-12	594.11764E-3	7.0766029E-9	-12.477448E-12	56.161967E-12	594.11764E-3	7.0694428E-9	-12.646319E-12
617.64705E-3	56.205717E-12	617.64705E-3	7.0914941E-9	-12.621015E-12	56.105055E-12	617.64705E-3	7.0804305E-9	-12.445164E-12
641.17646E-3	56.082219E-12	641.17646E-3	7.1084592E-9	-12.012222E-12	56.065062E-12	641.17646E-3	7.0975981E-9	-12.360494E-12
664.70587E-3	56.049033E-12	664.70587E-3	7.1185746E-9	-12.476789E-12	56.120983E-12	664.70587E-3	7.1096524E-9	-12.462256E-12
688.23528E-3	56.032106E-12	688.23528E-3	7.1220438E-9	-12.653492E-12	56.146178E-12	688.23528E-3	7.1133810E-9	-12.358201E-12
711.76469E-3	56.048232E-12	711.76469E-3	7.1243798E-9	-11.929219E-12	56.238413E-12	711.76469E-3	7.1121180E-9	-12.546190E-12
735.29410E-3	56.216403E-12	735.29410E-3	7.1340822E-9	-12.414773E-12	56.280692E-12	735.29410E-3	7.1175954E-9	-12.925011E-12
758.82351E-3	56.202508E-12	758.82351E-3	7.1480200E-9	-13.118312E-12	56.027665E-12	758.82351E-3	7.1326687E-9	-12.387173E-12
782.35292E-3	56.067713E-12	782.35292E-3	7.1624338E-9	-12.138568E-12	56.040908E-12	782.35292E-3	7.1483361E-9	-12.716930E-12
805.88233E-3	56.163775E-12	805.88233E-3	7.1724386E-9	-12.608055E-12	56.257797E-12	805.88233E-3	7.1547595E-9	-12.530693E-12
829.41175E-3	56.126347E-12	829.41175E-3	7.1749242E-9	-12.780670E-12	56.141085E-12	829.41175E-3	7.1591182E-9	-12.351735E-12
852.94116E-3	56.010214E-12	852.94116E-3	7.1765829E-9	-12.724120E-12	56.168761E-12	852.94116E-3	7.1639303E-9	-12.640926E-12
876.47057E-3	56.105707E-12	876.47057E-3	7.1843251E-9	-12.407614E-12	56.133844E-12	876.47057E-3	7.1727708E-9	-12.941044E-12
899.99998E-3	56.203459E-12	899.99998E-3	7.1971731E-9	-13.000585E-12	56.091985E-12	899.99998E-3	7.1839801E-9	-12.354806E-12
923.52939E-3	56.166835E-12	923.52939E-3	7.2109811E-9	-12.733194E-12	56.190518E-12	923.52939E-3	7.1893527E-9	-13.060294E-12
947.05880E-3	56.083325E-12	947.05880E-3	7.2198167E-9	-12.520851E-12	56.241661E-12	947.05880E-3	7.1946871E-9	-12.510056E-12
970.58821E-3	56.107025E-12	970.58821E-3	7.2233552E-9	-12.910767E-12	56.124539E-12	970.58821E-3	7.1988304E-9	-12.637735E-12
994.11762E-3	55.996617E-12	994.11762E-3	7.2265074E-9	-12.586276E-12	56.161707E-12	994.11762E-3	7.2051645E-9	-12.905774E-12
1.0176470E+0	56.127557E-12	1.0176470E+0	7.2307067E-9	-12.727311E-12	56.025240E-12	1.0176470E+0	7.2141777E-9	-12.425103E-12
1.0411766E+0	56.066384E-12	1.0411764E+0	7.2392670E-9	-12.931160E-12	56.015862E-12	1.0411764E+0	7.2241901E-9	-12.826949E-12
1.0647058E+0	56.166436E-12	1.0647058E+0	7.2512054E-9	-12.839681E-12	56.255330E-12	1.0647058E+0	7.2356299E-9	-12.801576E-12
1.0882354E+0	56.205932E-12	1.0882353E+0	7.2623925E-9	-12.992787E-12	56.146057E-12	1.0882353E+0	7.2398603E-9	-12.550861E-12
1.1117647E+0	55.911175E-12	1.1117647E+0	7.2684712E-9	-12.533475E-12	56.241945E-12	1.1117647E+0	7.2391200E-9	-13.080031E-12
1.1352942E+0	56.120362E-12	1.1352941E+0	7.2696587E-9	-12.840114E-12	56.279835E-12	1.1352941E+0	7.2398416E-9	-12.691325E-12
1.1588235E+0	56.062720E-12	1.1588235E+0	7.2739379E-9	-13.042735E-12	55.981608E-12	1.1588235E+0	7.2453203E-9	-12.893298E-12
1.1823530E+0	56.110592E-12	1.1823529E+0	7.2841022E-9	-12.580279E-12	56.078194E-12	1.1823529E+0	7.2606938E-9	-12.967238E-12
1.2058823E+0	56.148194E-12	1.2058823E+0	7.2962760E-9	-12.760785E-12	56.121510E-12	1.2058823E+0	7.2767570E-9	-12.689785E-12
1.2294118E+0	56.090774E-12	1.2294117E+0	7.3034565E-9	-13.270188E-12	56.102362E-12	1.2294117E+0	7.2843576E-9	-12.610172E-12
1.2529411E+0	55.897176E-12	1.2529411E+0	7.3053563E-9	-12.626982E-12	56.308465E-12	1.2529411E+0	7.2817690E-9	-13.113545E-12
1.2764707E+0	56.066807E-12	1.2764705E+0	7.3070461E-9	-12.877465E-12	56.202806E-12	1.2764705E+0	7.2776163E-9	-12.881154E-12
1.3000000E+0	56.118443E-12	1.3000000E+0	7.3158981E-9	-12.859627E-12	56.113610E-12	1.3000000E+0	7.2847675E-9	-12.767227E-12
1.3235295E+0	56.205891E-12	1.3235294E+0	7.3317974E-9	-12.899193E-12	56.071359E-12	1.3235294E+0	7.3018045E-9	-12.885318E-12
1.3470588E+0	55.977542E-12	1.3470588E+0	7.3427033E-9	-12.649035E-12	56.132987E-12	1.3470588E+0	7.3152555E-9	-12.883577E-12
1.3705883E+0	55.862363E-12	1.3705882E+0	7.3459572E-9	-12.711571E-12	56.188085E-12	1.3705882E+0	7.3178805E-9	-12.708801E-12
1.3941176E+0	56.060007E-12	1.3941176E+0	7.3448554E-9	-12.780817E-12	56.169777E-12	1.3941176E+0	7.3152964E-9	-12.874141E-12
1.4176471E+0	55.995309E-12	1.4176470E+0	7.3506361E-9	-12.755794E-12	56.135770E-12	1.4176470E+0	7.3190929E-9	-12.565247E-12
1.4411764E+0	56.109496E-12	1.4411764E+0	7.3640547E-9	-12.751166E-12	55.985674E-12	1.4411764E+0	7.3354833E-9	-12.342933E-12
1.4647059E+0	56.046539E-12	1.4647058E+0	7.3770958E-9	-12.710130E-12	56.146410E-12	1.4647058E+0	7.3521647E-9	-12.893983E-12
1.4882352E+0	55.958418E-12	1.4882352E+0	7.3871482E-9	-12.308432E-12	56.217909E-12	1.4882352E+0	7.3597715E-9	-12.823844E-12
1.5117648E+0	55.934622E-12	1.5117648E+0	7.3900628E-9	-12.705050E-12	56.141630E-12	1.5117648E+0	7.3598660E-9	-12.326874E-12
1.5352942E+0	56.113923E-12	1.5352942E+0	7.3949948E-9	-12.622298E-12	56.189550E-12	1.5352942E+0	7.3554718E-9	-12.557000E-12
1.5588236E+0	56.095309E-12	1.5588236E+0	7.4038895E-9	-12.601951E-12	56.206002E-12	1.5588236E+0	7.3605251E-9	-12.637256E-12
1.5823530E+0	56.028900E-12	1.5823530E+0	7.4161295E-9	-12.184682E-12	55.993040E-12	1.5823530E+0	7.3781146E-9	-12.368582E-12
1.6058824E+0	56.031599E-12	1.6058824E+0	7.4294713E-9	-12.655856E-12	55.984568E-12	1.6058824E+0	7.3992870E-9	-12.455283E-12
1.6294118E+0	55.942830E-12	1.6294118E+0	7.4377127E-9	-12.361790E-12	56.092513E-12	1.6294118E+0	7.4132394E-9	-12.514813E-12
1.6529412E+0	56.088436E-12	1.6529412E+0	7.4447448E-9	-12.417987E-12	56.223835E-12	1.6529412E+0	7.4183593E-9	-12.505521E-12
1.6764706E+0	56.105055E-12	1.6764706E+0	7.4493101E-9	-12.549971E-12	56.175981E-12	1.6764706E+0	7.4161308E-9	-12.508746E-12
1.7000000E+0	56.126374E-12	1.7000000E+0	7.4595912E-9	-12.413313E-12	56.102397E-12	1.7000000E+0	7.4177695E-9	-12.410895E-12
1.7235295E+0	56.133216E-12	1.7235295E+0	7.4737514E-9	-12.065191E-12	56.030250E-12	1.7235295E+0	7.4270616E-9	-12.465355E-12
1.7470589E+0	56.214249E-12	1.7470589E+0	7.4889233E-9	-12.443231E-12	55.967259E-12	1.7470589E+0	7.4462774E-9	-12.348575E-12
1.7705883E+0	55.912205E-12	1.7705883E+0	7.4979791E-9	-12.232369E-12	56.036450E-12	1.7705883E+0	7.4627566E-9	-12.217442E-12
1.7941177E+0	55.897266E-12	1.7941177E+0	7.5042870E-9	-12.234192E-12	56.215310E-12	1.7941177E+0	7.4748474E-9	-12.324245E-12
1.8176471E+0	56.071595E-12	1.8176471E+0	7.5125755E-9	-11.988275E-12	56.003365E-12	1.8176471E+0	7.4836439E-9	-12.016457E-12
1.8411765E+0	56.100489E-12	1.8411765E+0	7.5269169E-9	-12.108796E-12	56.162894E-12	1.8411765E+0	7.4890547E-9	-12.432632E-12
1.8647059E+0	56.175297E-12	1.8647059E+0	7.5438358E-9	-12.017843E-12	56.097110E-12	1.8647059E+0	7.4988273E-9	-12.175877E-12
1.8882353E+0	56.108444E-12	1.8882353E+0	7.5591045E-9	-12.122375E-12	56.024248E-12	1.8882353E+0	7.5156317E-9	-11.745464E-12
1.9117647E+0	55.982333E-12	1.9117647E+0	7.5723277E-9	-11.906686E-12	56.171835E-12	1.9117647E+0	7.5258972E-9	-12.300485E-12
1.9352942E+0	56.074586E-12	1.9352942E+0	7.5805788E-9	-12.440572E-12	56.202824E-12	1.9352942E+0	7.5395041E-9	-12.126158E-12
1.9588236E+0	56.098945E-12	1.9588236E+0	7.5949016E-9	-12.231768E-12	56.156538E-12	1.9588236E+0	7.5508995E-9	-11.784292E-12
1.9823530E+0	56.151878E-12	1.9823530E+0	7.6102564E-9	-11.787999E-12	56.042806E-12	1.9823530E+0	7.5641715E-9	-12.147543E-12
2.0058823E+0	56.120365E-12	2.0058823E+0	7.6256867E-9	-12.208365E-12	56.078465E-12	2.0058823E+0	7.5795024E-9	-12.298169E-12
2.0294118E+0	55.983988E-12	2.0294118E+0	7.6389925E-9	-12.634165E-12	56.111702E-12	2.0294118E+0	7.5927691E-9	-12.097264E-12
2.0529413E+0	55.780099E-12	2.0529411E+0	7.6438278E-9	-11.828933E-12	56.032477E-12	2.0529411E+0	7.6043909E-9	-12.342272E-12
2.0764706E+0	56.117454E-12	2.0764706E+0	7.6515967E-9	-12.314110E-12	56.153120E-12	2.0764706E+0	7.6119742E-9	-12.248149E-12
2.0999999E+0	56.164708E-12	2.0999999E+0	7.6656868E-9	-12.674946E-12	56.173153E-12	2.0999999E+0	7.6168982E-9	-12.353055E-12
2.1235294E+0	56.028439E-12	2.1235294E+0	7.6866220E-9	-12.036764E-12	56.105620E-12	2.1235294E+0	7.6230746E-9	-12.230827E-12
2.1470590E+0	56.146681E-12	2.1470587E+0	7.7001046E-9	-12.170183E-12	56.013846E-12	2.1470587E+0	7.6353253E-9	-11.769999E-12
2.1705883E+0	55.883454E-12	2.1705883E+0	7.7093221E-9	-12.830983E-12	56.009326E-12	2.1705883E+0	7.6543953E-9	-12.125294E-12
2.1941175E+0	56.005488E-12	2.1941175E+0	7.7167162E-9	-11.846208E-12	55.966898E-12	2.1941175E+0	7.6774107E-9	-12.202713E-12
2.2176471E+0	56.169843E-12	2.2176471E+0	7.7278486E-9	-11.996136E-12	56.012809E-12	2.2176471E+0	7.6965589E-9	-11.930327E-12
2.2411766E+0	56.127495E-12	2.2411764E+0	7.7464630E-9	-12.033882E-12	56.216046E-12	2.2411764E+0	7.7028419E-9	-11.831003E-12
2.2647059E+0	56.154525E-12	2.2647059E+0	7.7669933E-9	-11.877831E-12	56.276664E-12	2.2647059E+0	7.7039530E-9	-11.929248E-12
2.2882352E+0	55.946484E-12	2.2882352E+0	7.7874871E-9	-11.245529E-12	56.112080E-12	2.2882352E+0	7.7187847E-9	-11.364001E-12
2.3117647E+0	56.063539E-12	2.3117647E+0	7.8018418E-9	-11.317156E-12	55.825379E-12	2.3117647E+0	7.7444779E-9	-11.205115E-12
2.3352942E+0	56.183540E-12	2.3352940E+0	7.8218507E-9	-11.183100E-12	56.006318E-12	2.3352940E+0	7.7740570E-9	-11.077760E-12
2.3588235E+0	56.148790E-12	2.3588235E+0	7.8500202E-9	-10.648171E-12	55.998043E-12	2.3588235E+0	7.7977536E-9	-10.566025E-12
2.3823528E+0	56.150962E-12	2.3823528E+0	7.8791134E-9	-10.218900E-12	56.260725E-12	2.3823528E+0	7.8213800E-9	-10.100000E-12
2.4058824E+0	56.302792E-12	2.4058824E+0	7.9149460E-9	-9.9406499E-12	56.104534E-12	2.4058824E+0	7.8470643E-9	-10.186129E-12
2.4294119E+0	56.163581E-12	2.4294116E+0	7.9463227E-9	-9.3244336E-12	55.979530E-12	2.4294116E+0	7.8825488E-9	-9.4626858E-12
2.4529412E+0	56.296801E-12	2.4529412E+0	7.9826403E-9	-8.9566210E-12	56.078038E-12	2.4529412E+0	7.9311810E-9	-8.6205262E-12
2.4764705E+0	56.346802E-12	2.4764705E+0	8.0246325E-9	-8.4085690E-12	56.219300E-12	2.4764705E+0	7.9757276E-9	-8.2746631E-12
2.5000000E+0	56.381823E-12	2.5000000E+0	8.0795690E-9	-7.9278311E-12	56.218512E-12	2.5000000E+0	8.0188896E-9	-7.8671175E-12
2.5235295E+0	56.561939E-12	2.5235295E+0	8.1415887E-9	-7.5589240E-12	56.276830E-12	2.5235295E+0	8.0640801E-9	-7.1958477E-12
2.5470588E+0	56.558955E-12	2.5470588E+0	8.1998985E-9	-7.2129577E-12	56.203008E-12	2.5470588E+0	8.1189464E-9	-7.3964914E-12
2.5705884E+0	56.316472E-12	2.5705884E+0	8.2542302E-9	-8.3302939E-12	55.925181E-12	2.5705884E+0	8.1818925E-9	-7.6513292E-12
2.5941176E+0	56.322159E-12	2.5941176E+0	8.2937177E-9	-9.0921151E-12	56.021687E-12	2.5941176E+0	8.2396188E-9	-9.0636257E-12
2.6176472E+0	55.989199E-12	2.6176472E+0	8.3270351E-9	-9.8569382E-12	56.082267E-12	2.6176472E+0	8.2857152E-9	-9.6388956E-12
2.6411765E+0	56.190660E-12	2.6411765E+0	8.3603453E-9	-10.659237E-12	55.962148E-12	2.6411765E+0	8.3122362E-9	-10.451646E-12
2.6647060E+0	56.177289E-12	2.6647060E+0	8.3902405E-9	-11.640593E-12	56.188540E-12	2.6647060E+0	8.3243279E-9	-11.391031E-12
2.6882353E+0	56.029650E-12	2.6882353E+0	8.4120337E-9	-11.685415E-12	56.060444E-12	2.6882353E+0	8.3340490E-9	-11.830890E-12
2.7117648E+0	55.970881E-12	2.7117648E+0	8.4245082E-9	-12.091823E-12	55.974673E-12	2.7117648E+0	8.3508116E-9	-11.681698E-12
2.7352941E+0	56.042358E-12	2.7352941E+0	8.4283522E-9	-12.345871E-12	55.977851E-12	2.7352941E+0	8.3749354E-9	-12.273097E-12
2.7588236E+0	56.045280E-12	2.7588236E+0	8.4402476E-9	-12.139441E-12	55.968691E-12	2.7588236E+0	8.3965341E-9	-12.408227E-12
2.7823529E+0	56.271422E-12	2.7823529E+0	8.4586107E-9	-12.279154E-12	55.928932E-12	2.7823529E+0	8.4096010E-9	-12.154949E-12
2.8058825E+0	55.951101E-12	2.8058825E+0	8.4795291E-9	-12.198573E-12	56.019737E-12	2.8058825E+0	8.4197911E-9	-12.001988E-12
2.8294117E+0	55.940756E-12	2.8294117E+0	8.4910958E-9	-11.781293E-12	56.150341E-12	2.8294117E+0	8.4271523E-9	-11.922285E-12
2.8529413E+0	55.981695E-12	2.8529413E+0	8.4962490E-9	-12.278523E-12	55.968747E-12	2.8529413E+0	8.4403604E-9	-11.924466E-12
2.8764706E+0	55.961694E-12	2.8764706E+0	8.5128695E-9	-11.624825E-12	56.123717E-12	2.8764706E+0	8.4611465E-9	-11.766518E-12
2.9000001E+0	56.086066E-12	2.9000001E+0	8.5316190E-9	-11.181485E-12	55.856531E-12	2.9000001E+0	8.4840250E-9	-11.410064E-12
2.9235294E+0	56.155185E-12	2.9235294E+0	8.5596845E-9	-11.718958E-12	56.151184E-12	2.9235294E+0	8.5004190E-9	-11.545534E-12
2.9470589E+0	55.963918E-12	2.9470589E+0	8.5822185E-9	-11.746644E-12	56.135683E-12	2.9470589E+0	8.5138261E-9	-11.712090E-12
2.9705882E+0	55.914828E-12	2.9705882E+0	8.5961984E-9	-11.540027E-12	55.871065E-12	2.9705882E+0	8.5320115E-9	-11.438673E-12
2.9941177E+0	56.065527E-12	2.9941177E+0	8.6082776E-9	-12.007320E-12	55.976428E-12	2.9941177E+0	8.5571195E-9	-12.023533E-12
3.0176470E+0	55.891680E-12	3.0176470E+0	8.6205185E-9	-12.415846E-12	56.041113E-12	3.0176470E+0	8.5836716E-9	-12.239767E-12
3.0411766E+0	55.952066E-12	3.0411766E+0	8.6355803E-9	-12.498179E-12	56.169160E-12	3.0411766E+0	8.5947001E-9	-12.322696E-12
3.0647058E+0	56.053166E-12	3.0647058E+0	8.6500140E-9	-12.746169E-12	56.165100E-12	3.0647058E+0	8.5983327E-9	-12.766490E-12
3.0882354E+0	55.958547E-12	3.0882354E+0	8.6578780E-9	-12.980735E-12	56.287620E-12	3.0882354E+0	8.5930214E-9	-12.986882E-12
3.1117647E+0	55.890060E-12	3.1117647E+0	8.6630250E-9	-13.004156E-12	56.128154E-12	3.1117647E+0	8.5953138E-9	-12.824673E-12
3.1352942E+0	56.023106E-12	3.1352942E+0	8.6635232E-9	-13.414053E-12	55.910106E-12	3.1352942E+0	8.6078558E-9	-13.278486E-12
3.1588235E+0	55.857895E-12	3.1588235E+0	8.6652561E-9	-13.376596E-12	56.009739E-12	3.1588235E+0	8.6234397E-9	-13.402683E-12
3.1823530E+0	56.015637E-12	3.1823530E+0	8.6651495E-9	-13.293412E-12	55.895163E-12	3.1823530E+0	8.6341005E-9	-13.318363E-12
3.2058823E+0	56.003424E-12	3.2058823E+0	8.6783993E-9	-13.735979E-12	56.293161E-12	3.2058823E+0	8.6345375E-9	-13.666072E-12
3.2294118E+0	55.844981E-12	3.2294118E+0	8.6820791E-9	-13.244622E-12	56.223977E-12	3.2294118E+0	8.6312388E-9	-13.324230E-12
3.2529411E+0	55.949381E-12	3.2529411E+0	8.6856122E-9	-13.573661E-12	56.078874E-12	3.2529411E+0	8.6262997E-9	-13.634037E-12
3.2764707E+0	55.817687E-12	3.2764707E+0	8.6817691E-9	-13.589565E-12	56.114485E-12	3.2764707E+0	8.6249363E-9	-13.542970E-12
3.3000000E+0	55.864084E-12	3.3000000E+0	8.6765315E-9	-13.614171E-12	56.044565E-12	3.3000000E+0	8.6292573E-9	-13.115258E-12
3.3235295E+0	55.897391E-12	3.3235295E+0	8.6771932E-9	-13.522523E-12	55.996242E-12	3.3235295E+0	8.6350234E-9	-13.529153E-12
3.3470588E+0	55.927124E-12	3.3470588E+0	8.6876968E-9	-13.697013E-12	56.126031E-12	3.3470588E+0	8.6412362E-9	-13.700925E-12
3.3705883E+0	55.915543E-12	3.3705883E+0	8.6960483E-9	-13.331359E-12	56.132921E-12	3.3705883E+0	8.6436147E-9	-13.075368E-12
3.3941176E+0	55.815276E-12	3.3941176E+0	8.6926653E-9	-13.235235E-12	56.035551E-12	3.3941176E+0	8.6443590E-9	-13.776701E-12
3.4176471E+0	55.924137E-12	3.4176471E+0	8.6871710E-9	-13.655459E-12	56.192832E-12	3.4176471E+0	8.6455243E-9	-13.467385E-12
3.4411764E+0	55.976484E-12	3.4411764E+0	8.6887866E-9	-13.567847E-12	55.939250E-12	3.4411764E+0	8.6494172E-9	-13.017754E-12
3.4647059E+0	56.031780E-12	3.4647059E+0	8.6981187E-9	-13.252122E-12	56.168768E-12	3.4647059E+0	8.6515861E-9	-13.672544E-12
3.4882352E+0	56.014655E-12	3.4882352E+0	8.7092227E-9	-13.534267E-12	56.160247E-12	3.4882352E+0	8.6518597E-9	-13.445603E-12
3.5117648E+0	55.784627E-12	3.5117648E+0	8.7117247E-9	-13.488408E-12	55.945353E-12	3.5117648E+0	8.6524246E-9	-12.976659E-12
3.5352943E+0	55.865992E-12	3.5352941E+0	8.7070511E-9	-12.984650E-12	56.146806E-12	3.5352941E+0	8.6498693E-9	-13.650863E-12
3.5588236E+0	56.002637E-12	3.5588236E+0	8.7021137E-9	-13.518564E-12	56.105672E-12	3.5588236E+0	8.6539504E-9	-13.436019E-12
3.5823531E+0	55.973153E-12	3.5823529E+0	8.7095797E-9	-13.239109E-12	56.080657E-12	3.5823529E+0	8.6652605E-9	-13.027824E-12
3.6058824E+0	56.027308E-12	3.6058824E+0	8.7194261E-9	-13.245969E-12	55.875346E-12	3.6058824E+0	8.6770040E-9	-13.638739E-12
3.6294119E+0	55.905301E-12	3.6294117E+0	8.7264755E-9	-13.333661E-12	56.116105E-12	3.6294117E+0	8.6858130E-9	-13.394447E-12
3.6529412E+0	55.890275E-12	3.6529412E+0	8.7316270E-9	-13.243349E-12	56.110661E-12	3.6529412E+0	8.6832870E-9	-12.823269E-12
3.6764708E+0	55.921181E-12	3.6764705E+0	8.7353911E-9	-13.218842E-12	56.183277E-12	3.6764705E+0	8.6758201E-9	-13.361385E-12
3.7000000E+0	55.895476E-12	3.7000000E+0	8.7394714E-9	-13.096180E-12	56.200680E-12	3.7000000E+0	8.6702565E-9	-13.319733E-12
3.7235296E+0	55.850054E-12	3.7235293E+0	8.7401428E-9	-13.055238E-12	55.865795E-12	3.7235293E+0	8.6776186E-9	-12.867281E-12
3.7470589E+0	55.896961E-12	3.7470589E+0	8.7417460E-9	-13.023194E-12	55.872484E-12	3.7470589E+0	8.6950216E-9	-13.008802E-12
