Lock-in>LP Filter Cutoff D2 (Hz)	621.699E+0	
Lock-in>LP Filter Order D1	OFF	
Lock-in>LP Filter Order D2	OFF	
Lock-in>Sync Filter D1	ON	
Lock-in>Sync Filter D2	ON	
Oscillation Control>differential input	TRUE	
Oscillation Control>input 1/10	FALSE	
Oscillation Control>Input Calibration (m/V)	1E+0	
Oscillation Control>Input Range (m)	1E+0	
Oscillation Control>Center Frequency (Hz)	32.7E+3	
Oscillation Control>Range (Hz)	1.2207E+3	
Oscillation Control>Demod 1 Input	1	
Oscillation Control>Demod 2 Input	1	
Oscillation Control>Demod 3 Input	1	
Oscillation Control>Demod 4 Input	1	
Oscillation Control>Demod 1 Frequency	1	
Oscillation Control>Demod 2 Frequency	1	
Oscillation Control>Demod 3 Frequency	1	
Oscillation Control>Demod 4 Frequency	1	
Oscillation Control>Demod 1 Reference Phase (deg)	0E+0	
Oscillation Control>Demod 2 Reference Phase (deg)	0E+0	
Oscillation Control>Demod 3 Reference Phase (deg)	0E+0	
Oscillation Control>Demod 4 Reference Phase (deg)	0E+0	
Oscillation Control>Demod 1 Cut off frq (Hz)	1.55k	
Oscillation Control>Demod 2 Cut off frq (Hz)	1.55k	
Oscillation Control>Demod 3 Cut off frq (Hz)	1.55k	
Oscillation Control>Demod 4 Cut off frq (Hz)	1.55k	
Oscillation Control>Demod 1 Harmonic	1	
Oscillation Control>Demod 2 Harmonic	1	
Oscillation Control>Demod 3 Harmonic	1	
Oscillation Control>Demod 4 Harmonic	1	
Oscillation Control>Demod 1 Filter Order	2	
Oscillation Control>Demod 2 Filter Order	2	
Oscillation Control>Demod 3 Filter Order	2	
Oscillation Control>Demod 4 Filter Order	2	
Oscillation Control>Phase P gain (Hz/rad)	1.74535E+0	
Oscillation Control>Phase I gain (Hz/rad/s)	7.31089E+0	
Oscillation Control>Phase controller on	FALSE	
Oscillation Control>FrequencyShift (Hz)	0E+0	
Oscillation Control>Amplitude Setpoint (m)	10E-9	
Oscillation Control>Amplitude P gain (V/nm)	35.1703E+6	
Oscillation Control>Amplitude I gain (V/nm/s)	147.321E+6	
Oscillation Control>Amplitude controller on	FALSE	
Oscillation Control>Excitation (V)	0E+0	
Oscillation Control>Output Ampl. Range (V)	0.1	
Oscillation Control>output off	FALSE	
Oscillation Control>output add	FALSE	
Oscillation Control>PLL-Setup Q-Factor	60E+3	
Oscillation Control>PLL-Setup Demod. Bandwidth Amp (Hz)	40.8754E+0	
Oscillation Control>PLL-Setup Demod. Bandwidth Pha (Hz)	100.001E+0	
Oscillation Control>PLL-Setup amplitude/excitation (m/V)	4.265E-6	
Scan>Scanfield	447.397E-9;-391.418E-9;12E-9;12E-9;0E+0	
Scan>series name	Bi_Ag(111)_2660605_	
Scan>channels	Current (A);Z (m)	
Scan>pixels/line	256	
Scan>lines	256	
Scan>speed forw. (m/s)	78.125E-9	
Scan>speed backw. (m/s)	78.125E-9	
Z-Controller>Z (m)	-28.0521E-9	
Z-Controller>Controller name	log Current	
Z-Controller>Controller status	ON	
Z-Controller>Setpoint	500E-12	
Z-Controller>Setpoint unit	A	
Z-Controller>P gain	9E-12	
Z-Controller>I gain	150E-9	
Z-Controller>Time const (s)	60E-6	
Z-Controller>TipLift (m)	0E+0	
Z-Controller>Switch off delay (s)	50E-3	

[DATA]
Bias calc (V)	Current (A)	Bias (V)	Z (m)	LI Demod 1 X (A)	Current [bwd] (A)	Bias [bwd] (V)	Z [bwd] (m)	LI Demod 1 X [bwd] (A)
500.00000E-3	506.55774E-12	500.00000E-3	-28.076798E-9	23.205389E-12	506.02667E-12	500.00000E-3	-28.052158E-9	23.146372E-12
517.64709E-3	506.00085E-12	517.64709E-3	-28.082711E-9	23.309040E-12	504.87048E-12	517.64709E-3	-28.048794E-9	23.358520E-12
535.29412E-3	508.23945E-12	535.29412E-3	-28.080713E-9	23.921866E-12	505.22492E-12	535.29412E-3	-28.044587E-9	22.804647E-12
552.94120E-3	511.35052E-12	552.94120E-3	-28.067728E-9	21.906480E-12	506.69269E-12	552.94120E-3	-28.036668E-9	21.094418E-12
570.58823E-3	508.88516E-12	570.58823E-3	-28.052984E-9	21.283147E-12	508.61315E-12	570.58823E-3	-28.029982E-9	23.700392E-12
588.23532E-3	506.45538E-12	588.23532E-3	-28.045095E-9	22.685144E-12	507.23858E-12	588.23532E-3	-28.026246E-9	22.461260E-12
605.88235E-3	505.11878E-12	605.88235E-3	-28.045065E-9	21.276600E-12	508.17994E-12	605.88235E-3	-28.022056E-9	21.364389E-12
623.52943E-3	505.45912E-12	623.52943E-3	-28.046481E-9	21.944087E-12	507.89672E-12	623.52943E-3	-28.017519E-9	22.195175E-12
641.17646E-3	507.08876E-12	641.17646E-3	-28.040994E-9	19.919934E-12	506.12381E-12	641.17646E-3	-28.012879E-9	20.767804E-12
658.82355E-3	506.36906E-12	658.82355E-3	-28.032609E-9	21.935764E-12	506.72411E-12	658.82355E-3	-28.005402E-9	20.916697E-12
676.47058E-3	506.44960E-12	676.47058E-3	-28.023649E-9	20.378865E-12	507.06467E-12	676.47058E-3	-27.999771E-9	21.100142E-12
694.11767E-3	506.08928E-12	694.11767E-3	-28.019038E-9	20.445427E-12	507.51475E-12	694.11767E-3	-27.996441E-9	20.013036E-12
711.76469E-3	506.10272E-12	711.76469E-3	-28.015345E-9	19.792619E-12	507.61390E-12	711.76469E-3	-27.993428E-9	21.287926E-12
729.41178E-3	507.51608E-12	729.41178E-3	-28.011604E-9	20.157511E-12	508.40931E-12	729.41178E-3	-27.989435E-9	18.769417E-12
747.05887E-3	507.40134E-12	747.05881E-3	-28.008198E-9	18.694754E-12	506.63351E-12	747.05881E-3	-27.984765E-9	19.846064E-12
764.70590E-3	509.81513E-12	764.70590E-3	-27.998079E-9	19.552174E-12	505.80129E-12	764.70590E-3	-27.980523E-9	20.041118E-12
782.35292E-3	510.25562E-12	782.35292E-3	-27.990088E-9	19.292738E-12	506.39037E-12	782.35292E-3	-27.974894E-9	18.128275E-12
800.00001E-3	512.93658E-12	800.00001E-3	-27.983475E-9	19.543256E-12	506.34724E-12	800.00001E-3	-27.970783E-9	19.472073E-12
817.64710E-3	513.63025E-12	817.64704E-3	-27.980619E-9	17.463968E-12	506.37650E-12	817.64704E-3	-27.965392E-9	18.547329E-12
835.29413E-3	510.77542E-12	835.29413E-3	-27.983406E-9	19.681526E-12	506.64872E-12	835.29413E-3	-27.961013E-9	17.620974E-12
852.94116E-3	511.41930E-12	852.94116E-3	-27.981311E-9	17.133918E-12	507.31547E-12	852.94116E-3	-27.958388E-9	17.842287E-12
870.58824E-3	510.90931E-12	870.58824E-3	-27.973913E-9	17.966193E-12	507.45075E-12	870.58824E-3	-27.956508E-9	16.709164E-12
888.23533E-3	511.66749E-12	888.23527E-3	-27.962267E-9	17.291784E-12	507.44953E-12	888.23527E-3	-27.953877E-9	17.934695E-12
905.88236E-3	509.60958E-12	905.88236E-3	-27.955307E-9	16.634043E-12	506.29123E-12	905.88236E-3	-27.950065E-9	17.578425E-12
923.52945E-3	507.63621E-12	923.52939E-3	-27.955732E-9	17.652166E-12	507.08193E-12	923.52939E-3	-27.943903E-9	17.697496E-12
941.17653E-3	508.50352E-12	941.17647E-3	-27.957851E-9	17.123360E-12	507.91998E-12	941.17647E-3	-27.937407E-9	18.284181E-12
958.82356E-3	507.78526E-12	958.82350E-3	-27.957674E-9	17.515329E-12	508.87178E-12	958.82350E-3	-27.932492E-9	16.336923E-12
976.47059E-3	508.88366E-12	976.47059E-3	-27.948985E-9	16.725767E-12	508.58290E-12	976.47059E-3	-27.927298E-9	18.910968E-12
994.11768E-3	509.32503E-12	994.11762E-3	-27.936331E-9	17.850036E-12	507.80996E-12	994.11762E-3	-27.926854E-9	17.329516E-12
1.0117648E+0	507.78831E-12	1.0117648E+0	-27.932048E-9	16.371040E-12	510.04367E-12	1.0117648E+0	-27.924983E-9	17.360169E-12
1.0294118E+0	507.95135E-12	1.0294118E+0	-27.933945E-9	17.997078E-12	510.61588E-12	1.0294118E+0	-27.923116E-9	17.498865E-12
1.0470588E+0	507.89173E-12	1.0470588E+0	-27.935201E-9	15.828424E-12	509.57794E-12	1.0470588E+0	-27.917782E-9	16.098378E-12
1.0647058E+0	507.40862E-12	1.0647058E+0	-27.930430E-9	16.483311E-12	511.03238E-12	1.0647058E+0	-27.909206E-9	16.679658E-12
1.0823530E+0	509.38576E-12	1.0823530E+0	-27.919777E-9	15.741668E-12	508.18877E-12	1.0823530E+0	-27.906117E-9	16.815580E-12
1.1000000E+0	509.69384E-12	1.1000000E+0	-27.911709E-9	15.794017E-12	507.69544E-12	1.1000000E+0	-27.904960E-9	16.078347E-12
1.1176472E+0	509.28767E-12	1.1176471E+0	-27.912877E-9	16.885937E-12	510.12600E-12	1.1176471E+0	-27.903454E-9	16.168237E-12
1.1352942E+0	510.23646E-12	1.1352941E+0	-27.914751E-9	15.745370E-12	508.59639E-12	1.1352941E+0	-27.902367E-9	15.473815E-12
1.1529412E+0	509.57011E-12	1.1529412E+0	-27.912739E-9	15.867132E-12	506.14712E-12	1.1529412E+0	-27.897716E-9	15.134829E-12
1.1705883E+0	507.11851E-12	1.1705883E+0	-27.905056E-9	15.693908E-12	505.01303E-12	1.1705883E+0	-27.892662E-9	16.413169E-12
1.1882353E+0	505.99541E-12	1.1882353E+0	-27.895723E-9	14.945158E-12	507.32019E-12	1.1882353E+0	-27.888442E-9	14.242097E-12
1.2058823E+0	505.12433E-12	1.2058823E+0	-27.892121E-9	15.689483E-12	508.99301E-12	1.2058823E+0	-27.888928E-9	15.641074E-12
1.2235295E+0	507.69466E-12	1.2235295E+0	-27.892309E-9	13.766250E-12	508.10856E-12	1.2235295E+0	-27.888877E-9	15.754868E-12
1.2411765E+0	505.35665E-12	1.2411765E+0	-27.897110E-9	15.322821E-12	506.70934E-12	1.2411765E+0	-27.882935E-9	16.050735E-12
1.2588236E+0	506.49712E-12	1.2588235E+0	-27.891767E-9	14.768719E-12	507.12157E-12	1.2588235E+0	-27.873282E-9	14.277081E-12
1.2764707E+0	506.32082E-12	1.2764705E+0	-27.883535E-9	15.598986E-12	507.92553E-12	1.2764705E+0	-27.868257E-9	14.704673E-12
1.2941177E+0	508.11633E-12	1.2941177E+0	-27.874465E-9	14.762792E-12	508.65162E-12	1.2941177E+0	-27.868975E-9	15.222268E-12
1.3117647E+0	506.68753E-12	1.3117647E+0	-27.872057E-9	15.066344E-12	510.28076E-12	1.3117647E+0	-27.870641E-9	14.515897E-12
1.3294117E+0	508.08585E-12	1.3294117E+0	-27.871737E-9	15.132236E-12	510.08764E-12	1.3294117E+0	-27.871371E-9	16.017397E-12
1.3470589E+0	504.92327E-12	1.3470588E+0	-27.872209E-9	14.217446E-12	510.56387E-12	1.3470588E+0	-27.860557E-9	14.466484E-12
1.3647059E+0	505.65080E-12	1.3647059E+0	-27.867827E-9	14.766851E-12	508.71080E-12	1.3647059E+0	-27.852760E-9	16.070902E-12
1.3823531E+0	505.44557E-12	1.3823529E+0	-27.862288E-9	16.057156E-12	512.52536E-12	1.3823529E+0	-27.845354E-9	14.846414E-12
1.4000001E+0	506.27669E-12	1.4000000E+0	-27.857537E-9	15.023694E-12	510.32217E-12	1.4000000E+0	-27.848952E-9	14.062028E-12
1.4176471E+0	505.49387E-12	1.4176470E+0	-27.855124E-9	14.452676E-12	511.97430E-12	1.4176470E+0	-27.850053E-9	17.274496E-12
1.4352942E+0	505.57758E-12	1.4352942E+0	-27.852854E-9	15.816078E-12	510.14742E-12	1.4352942E+0	-27.849303E-9	14.704614E-12
1.4529412E+0	506.28474E-12	1.4529412E+0	-27.850694E-9	15.430346E-12	509.43505E-12	1.4529412E+0	-27.842438E-9	15.089010E-12
1.4705882E+0	507.58570E-12	1.4705882E+0	-27.843795E-9	15.614537E-12	507.29404E-12	1.4705882E+0	-27.836926E-9	14.777179E-12
1.4882354E+0	505.89016E-12	1.4882352E+0	-27.837809E-9	15.185521E-12	507.02226E-12	1.4882352E+0	-27.834011E-9	15.537089E-12
1.5058824E+0	505.15003E-12	1.5058824E+0	-27.833854E-9	15.520933E-12	507.49205E-12	1.5058824E+0	-27.833272E-9	16.357108E-12
1.5235294E+0	505.53872E-12	1.5235294E+0	-27.833602E-9	16.425762E-12	507.30381E-12	1.5235294E+0	-27.834183E-9	15.149262E-12
1.5411766E+0	505.22259E-12	1.5411764E+0	-27.833043E-9	14.305668E-12	506.20191E-12	1.5411764E+0	-27.829920E-9	16.100602E-12
1.5588236E+0	509.03359E-12	1.5588236E+0	-27.825564E-9	16.985755E-12	505.23219E-12	1.5588236E+0	-27.822818E-9	15.242670E-12
1.5764706E+0	507.13728E-12	1.5764706E+0	-27.818286E-9	14.591661E-12	506.54775E-12	1.5764706E+0	-27.815362E-9	16.029433E-12
1.5941176E+0	507.01482E-12	1.5941176E+0	-27.812355E-9	14.384575E-12	508.59406E-12	1.5941176E+0	-27.811890E-9	14.579574E-12
1.6117648E+0	507.03036E-12	1.6117647E+0	-27.810261E-9	15.765746E-12	510.16424E-12	1.6117647E+0	-27.812172E-9	16.356493E-12
1.6294118E+0	508.20942E-12	1.6294118E+0	-27.808831E-9	15.191929E-12	508.13376E-12	1.6294118E+0	-27.813854E-9	14.448609E-12
1.6470588E+0	505.98759E-12	1.6470588E+0	-27.809143E-9	14.692787E-12	507.79031E-12	1.6470588E+0	-27.808309E-9	16.101996E-12
1.6647060E+0	505.91931E-12	1.6647059E+0	-27.803020E-9	14.357252E-12	507.39812E-12	1.6647059E+0	-27.800342E-9	14.053985E-12
1.6823530E+0	506.19325E-12	1.6823529E+0	-27.797208E-9	14.708738E-12	507.36104E-12	1.6823529E+0	-27.794107E-9	15.238592E-12
1.7000000E+0	506.16294E-12	1.7000000E+0	-27.791405E-9	14.215825E-12	506.93044E-12	1.7000000E+0	-27.792439E-9	14.953216E-12
1.7176471E+0	505.73845E-12	1.7176471E+0	-27.791289E-9	14.175890E-12	506.54791E-12	1.7176471E+0	-27.794874E-9	14.214578E-12
1.7352942E+0	506.45410E-12	1.7352941E+0	-27.788900E-9	14.445117E-12	506.13763E-12	1.7352941E+0	-27.795334E-9	14.658590E-12
1.7529413E+0	508.77974E-12	1.7529411E+0	-27.783313E-9	14.362349E-12	505.26888E-12	1.7529411E+0	-27.790465E-9	14.689293E-12
1.7705883E+0	506.90463E-12	1.7705883E+0	-27.778805E-9	13.092681E-12	506.79805E-12	1.7705883E+0	-27.781455E-9	13.542474E-12
1.7882353E+0	507.45491E-12	1.7882353E+0	-27.774089E-9	13.807483E-12	507.68145E-12	1.7882353E+0	-27.775236E-9	13.883674E-12
1.8058825E+0	506.38754E-12	1.8058823E+0	-27.772513E-9	14.034321E-12	506.71339E-12	1.8058823E+0	-27.774991E-9	13.610373E-12
1.8235295E+0	506.81831E-12	1.8235294E+0	-27.769524E-9	13.857511E-12	505.83354E-12	1.8235294E+0	-27.778510E-9	14.083314E-12
1.8411765E+0	506.70695E-12	1.8411765E+0	-27.767273E-9	13.894652E-12	505.72835E-12	1.8411765E+0	-27.776116E-9	14.023382E-12
1.8588235E+0	508.59217E-12	1.8588235E+0	-27.762368E-9	14.771340E-12	505.84054E-12	1.8588235E+0	-27.770119E-9	12.953466E-12
1.8764707E+0	507.14483E-12	1.8764706E+0	-27.761327E-9	14.540681E-12	506.41319E-12	1.8764706E+0	-27.762034E-9	13.952364E-12
1.8941177E+0	506.70490E-12	1.8941176E+0	-27.756835E-9	12.223166E-12	506.55341E-12	1.8941176E+0	-27.757871E-9	13.251262E-12
1.9117647E+0	506.62613E-12	1.9117647E+0	-27.751311E-9	13.338674E-12	507.64964E-12	1.9117647E+0	-27.759041E-9	13.920368E-12
1.9294119E+0	505.87107E-12	1.9294118E+0	-27.747761E-9	14.014546E-12	505.89649E-12	1.9294118E+0	-27.762011E-9	13.934236E-12
1.9470589E+0	505.69815E-12	1.9470588E+0	-27.744997E-9	13.977154E-12	506.10721E-12	1.9470588E+0	-27.759871E-9	14.196888E-12
1.9647059E+0	506.85250E-12	1.9647058E+0	-27.743143E-9	14.664435E-12	505.00759E-12	1.9647058E+0	-27.751739E-9	13.788148E-12
1.9823530E+0	507.64248E-12	1.9823530E+0	-27.740615E-9	15.364116E-12	505.41449E-12	1.9823530E+0	-27.742919E-9	15.849884E-12
2.0000000E+0	506.34374E-12	2.0000000E+0	-27.733812E-9	14.978813E-12	506.52654E-12	2.0000000E+0	-27.736970E-9	14.578311E-12
2.0176473E+0	506.16650E-12	2.0176470E+0	-27.727801E-9	16.224636E-12	507.53007E-12	2.0176470E+0	-27.737290E-9	15.253869E-12
2.0352941E+0	505.47677E-12	2.0352941E+0	-27.725855E-9	15.029466E-12	507.89156E-12	2.0352941E+0	-27.739498E-9	17.387735E-12
2.0529413E+0	505.12761E-12	2.0529411E+0	-27.724973E-9	16.863743E-12	508.83969E-12	2.0529411E+0	-27.735855E-9	15.898977E-12
2.0705884E+0	505.20738E-12	2.0705884E+0	-27.721356E-9	17.742266E-12	509.30726E-12	2.0705884E+0	-27.728079E-9	16.814081E-12
2.0882354E+0	506.15101E-12	2.0882354E+0	-27.712280E-9	17.097218E-12	507.52436E-12	2.0882354E+0	-27.718302E-9	17.983399E-12
2.1058824E+0	507.32807E-12	2.1058824E+0	-27.701153E-9	17.346118E-12	507.30320E-12	2.1058824E+0	-27.714361E-9	18.685385E-12
2.1235294E+0	507.27739E-12	2.1235294E+0	-27.697325E-9	19.486050E-12	506.88070E-12	2.1235294E+0	-27.714282E-9	19.409176E-12
2.1411767E+0	507.30847E-12	2.1411765E+0	-27.696236E-9	20.103644E-12	506.06291E-12	2.1411765E+0	-27.714325E-9	20.408862E-12
2.1588235E+0	504.73792E-12	2.1588235E+0	-27.695410E-9	19.954316E-12	506.13075E-12	2.1588235E+0	-27.707912E-9	20.015612E-12
2.1764708E+0	506.23150E-12	2.1764705E+0	-27.687520E-9	21.009606E-12	505.47999E-12	2.1764705E+0	-27.698078E-9	21.680512E-12
2.1941178E+0	505.88617E-12	2.1941175E+0	-27.676204E-9	22.180740E-12	505.10240E-12	2.1941175E+0	-27.688387E-9	23.126412E-12
2.2117648E+0	506.75386E-12	2.2117648E+0	-27.665822E-9	22.892604E-12	506.43184E-12	2.2117648E+0	-27.682267E-9	23.187962E-12
2.2294118E+0	506.71151E-12	2.2294118E+0	-27.658587E-9	24.724982E-12	506.36240E-12	2.2294118E+0	-27.681223E-9	24.390162E-12
2.2470589E+0	508.61521E-12	2.2470589E+0	-27.650980E-9	26.007771E-12	505.55266E-12	2.2470589E+0	-27.677638E-9	27.315044E-12
2.2647061E+0	509.45415E-12	2.2647059E+0	-27.643800E-9	27.361356E-12	505.06627E-12	2.2647059E+0	-27.667571E-9	27.539858E-12
2.2823529E+0	509.71094E-12	2.2823529E+0	-27.634156E-9	28.879253E-12	505.86696E-12	2.2823529E+0	-27.651765E-9	28.607080E-12
2.3000002E+0	508.68654E-12	2.3000000E+0	-27.623628E-9	29.909086E-12	505.90659E-12	2.3000000E+0	-27.639096E-9	31.131927E-12
2.3176470E+0	509.85210E-12	2.3176470E+0	-27.610666E-9	32.139357E-12	506.35829E-12	2.3176470E+0	-27.631947E-9	32.145859E-12
2.3352942E+0	508.87844E-12	2.3352940E+0	-27.599203E-9	34.035077E-12	506.81748E-12	2.3352940E+0	-27.627735E-9	33.889155E-12
2.3529413E+0	507.20517E-12	2.3529413E+0	-27.590682E-9	34.431954E-12	506.44139E-12	2.3529413E+0	-27.618285E-9	34.825441E-12
2.3705883E+0	507.66175E-12	2.3705883E+0	-27.578400E-9	36.827680E-12	505.79912E-12	2.3705883E+0	-27.603756E-9	37.902060E-12
2.3882353E+0	508.50618E-12	2.3882353E+0	-27.563052E-9	39.394991E-12	505.29636E-12	2.3882353E+0	-27.585132E-9	38.545771E-12
2.4058824E+0	508.56158E-12	2.4058824E+0	-27.547561E-9	40.089338E-12	506.17360E-12	2.4058824E+0	-27.568706E-9	41.348220E-12
2.4235296E+0	506.17877E-12	2.4235294E+0	-27.532227E-9	42.784633E-12	506.10499E-12	2.4235294E+0	-27.558277E-9	43.457710E-12
2.4411764E+0	505.57214E-12	2.4411764E+0	-27.517846E-9	45.641352E-12	506.45138E-12	2.4411764E+0	-27.546848E-9	46.723354E-12
2.4588237E+0	505.99247E-12	2.4588234E+0	-27.500999E-9	48.241806E-12	505.53051E-12	2.4588234E+0	-27.530387E-9	48.699163E-12
2.4764707E+0	507.09287E-12	2.4764705E+0	-27.482105E-9	51.532150E-12	505.66401E-12	2.4764705E+0	-27.507349E-9	52.227923E-12
2.4941177E+0	507.08393E-12	2.4941177E+0	-27.460141E-9	56.471043E-12	506.12681E-12	2.4941177E+0	-27.480889E-9	57.020496E-12
2.5117648E+0	507.43715E-12	2.5117648E+0	-27.433972E-9	60.351078E-12	506.96891E-12	2.5117648E+0	-27.457085E-9	60.971062E-12
2.5294118E+0	506.80077E-12	2.5294118E+0	-27.406999E-9	65.512054E-12	507.78826E-12	2.5294118E+0	-27.437522E-9	65.239369E-12
2.5470588E+0	507.55217E-12	2.5470588E+0	-27.379125E-9	69.531624E-12	506.70723E-12	2.5470588E+0	-27.416922E-9	69.845699E-12
2.5647061E+0	507.17402E-12	2.5647058E+0	-27.353108E-9	71.269463E-12	507.49999E-12	2.5647058E+0	-27.386498E-9	71.478073E-12
2.5823531E+0	507.70899E-12	2.5823529E+0	-27.324884E-9	71.601676E-12	506.81981E-12	2.5823529E+0	-27.350042E-9	71.520810E-12
2.6000001E+0	507.66974E-12	2.5999999E+0	-27.294341E-9	67.845660E-12	507.34034E-12	2.5999999E+0	-27.314776E-9	68.896243E-12
2.6176472E+0	507.13739E-12	2.6176472E+0	-27.263901E-9	63.344302E-12	507.01537E-12	2.6176472E+0	-27.287090E-9	63.244347E-12
2.6352942E+0	507.30209E-12	2.6352942E+0	-27.236970E-9	54.942533E-12	506.71300E-12	2.6352942E+0	-27.269238E-9	56.178385E-12
2.6529412E+0	506.64778E-12	2.6529412E+0	-27.216306E-9	49.612935E-12	506.63634E-12	2.6529412E+0	-27.252231E-9	49.035002E-12
2.6705883E+0	507.60368E-12	2.6705883E+0	-27.197604E-9	41.774823E-12	505.35542E-12	2.6705883E+0	-27.234011E-9	42.914460E-12
2.6882353E+0	505.80806E-12	2.6882353E+0	-27.186401E-9	37.731381E-12	504.78804E-12	2.6882353E+0	-27.211977E-9	38.007649E-12
2.7058825E+0	506.95087E-12	2.7058823E+0	-27.172987E-9	33.553774E-12	505.81150E-12	2.7058823E+0	-27.193146E-9	33.746030E-12
2.7235296E+0	505.52079E-12	2.7235293E+0	-27.159357E-9	31.603675E-12	506.16350E-12	2.7235293E+0	-27.182763E-9	31.938670E-12
2.7411766E+0	505.88611E-12	2.7411764E+0	-27.146065E-9	28.574870E-12	506.78139E-12	2.7411764E+0	-27.174304E-9	29.298491E-12
2.7588236E+0	505.60667E-12	2.7588236E+0	-27.134302E-9	27.701966E-12	505.76326E-12	2.7588236E+0	-27.166724E-9	27.998532E-12
2.7764707E+0	506.74581E-12	2.7764707E+0	-27.125667E-9	27.707356E-12	504.40702E-12	2.7764707E+0	-27.154991E-9	27.076605E-12
2.7941177E+0	506.13908E-12	2.7941177E+0	-27.118830E-9	26.681634E-12	505.71247E-12	2.7941177E+0	-27.138988E-9	27.433439E-12
2.8117647E+0	505.90521E-12	2.8117647E+0	-27.108225E-9	27.165346E-12	506.23489E-12	2.8117647E+0	-27.128078E-9	28.080465E-12
2.8294120E+0	506.79094E-12	2.8294117E+0	-27.094227E-9	28.151627E-12	507.04513E-12	2.8294117E+0	-27.119967E-9	28.152616E-12
2.8470590E+0	506.05103E-12	2.8470588E+0	-27.081057E-9	27.924168E-12	507.48716E-12	2.8470588E+0	-27.111669E-9	28.802677E-12
2.8647060E+0	506.99511E-12	2.8647058E+0	-27.071955E-9	28.546139E-12	507.47617E-12	2.8647058E+0	-27.102315E-9	28.628946E-12
2.8823531E+0	504.89019E-12	2.8823528E+0	-27.065722E-9	29.447614E-12	507.48084E-12	2.8823528E+0	-27.088733E-9	29.492232E-12
2.9000001E+0	506.56618E-12	2.9000001E+0	-27.054634E-9	28.223512E-12	506.76841E-12	2.9000001E+0	-27.073845E-9	28.258134E-12
2.9176471E+0	506.24716E-12	2.9176471E+0	-27.042939E-9	27.883078E-12	505.62898E-12	2.9176471E+0	-27.060674E-9	27.785187E-12
2.9352942E+0	506.62929E-12	2.9352942E+0	-27.026704E-9	27.684832E-12	505.25423E-12	2.9352942E+0	-27.052272E-9	28.648686E-12
2.9529412E+0	505.70920E-12	2.9529412E+0	-27.017053E-9	26.752985E-12	505.75250E-12	2.9529412E+0	-27.046534E-9	26.225414E-12
2.9705884E+0	504.87770E-12	2.9705882E+0	-27.010424E-9	25.224092E-12	505.91148E-12	2.9705882E+0	-27.040453E-9	25.568514E-12
2.9882355E+0	505.23125E-12	2.9882352E+0	-27.003987E-9	23.809506E-12	505.19144E-12	2.9882352E+0	-27.030332E-9	24.140114E-12
3.0058825E+0	505.68094E-12	3.0058823E+0	-26.995655E-9	22.847000E-12	504.40979E-12	3.0058823E+0	-27.016705E-9	22.238275E-12
