Lock-in>HP Filter Order D1	OFF	
Lock-in>HP Filter Order D2	OFF	
Lock-in>Harmonic D1	1	
Lock-in>Harmonic D2	2	
Lock-in>Reference phase D1 (deg)	-56.7264E+0	
Lock-in>Reference phase D2 (deg)	0E+0	
Lock-in>LP Filter Cutoff D1 (Hz)	621.699E+0	
Lock-in>LP Filter Cutoff D2 (Hz)	621.699E+0	
Lock-in>LP Filter Order D1	OFF	
Lock-in>LP Filter Order D2	OFF	
Lock-in>Sync Filter D1	ON	
Lock-in>Sync Filter D2	ON	
Oscillation Control>differential input	TRUE	
Oscillation Control>input 1/10	FALSE	
Oscillation Control>Input Calibration (m/V)	1E+0	
Oscillation Control>Input Range (m)	1E+0	
Oscillation Control>Center Frequency (Hz)	32.7E+3	
Oscillation Control>Range (Hz)	1.2207E+3	
Oscillation Control>Demod 1 Input	1	
Oscillation Control>Demod 2 Input	1	
Oscillation Control>Demod 3 Input	1	
Oscillation Control>Demod 4 Input	1	
Oscillation Control>Demod 1 Frequency	1	
Oscillation Control>Demod 2 Frequency	1	
Oscillation Control>Demod 3 Frequency	1	
Oscillation Control>Demod 4 Frequency	1	
Oscillation Control>Demod 1 Reference Phase (deg)	0E+0	
Oscillation Control>Demod 2 Reference Phase (deg)	0E+0	
Oscillation Control>Demod 3 Reference Phase (deg)	0E+0	
Oscillation Control>Demod 4 Reference Phase (deg)	0E+0	
Oscillation Control>Demod 1 Cut off frq (Hz)	1.55k	
Oscillation Control>Demod 2 Cut off frq (Hz)	1.55k	
Oscillation Control>Demod 3 Cut off frq (Hz)	1.55k	
Oscillation Control>Demod 4 Cut off frq (Hz)	1.55k	
Oscillation Control>Demod 1 Harmonic	1	
Oscillation Control>Demod 2 Harmonic	1	
Oscillation Control>Demod 3 Harmonic	1	
Oscillation Control>Demod 4 Harmonic	1	
Oscillation Control>Demod 1 Filter Order	2	
Oscillation Control>Demod 2 Filter Order	2	
Oscillation Control>Demod 3 Filter Order	2	
Oscillation Control>Demod 4 Filter Order	2	
Oscillation Control>Phase P gain (Hz/rad)	1.74535E+0	
Oscillation Control>Phase I gain (Hz/rad/s)	7.31089E+0	
Oscillation Control>Phase controller on	FALSE	
Oscillation Control>FrequencyShift (Hz)	0E+0	
Oscillation Control>Amplitude Setpoint (m)	10E-9	
Oscillation Control>Amplitude P gain (V/nm)	35.1703E+6	
Oscillation Control>Amplitude I gain (V/nm/s)	147.321E+6	
Oscillation Control>Amplitude controller on	FALSE	
Oscillation Control>Excitation (V)	0E+0	
Oscillation Control>Output Ampl. Range (V)	0.1	
Oscillation Control>output off	FALSE	
Oscillation Control>output add	FALSE	
Oscillation Control>PLL-Setup Q-Factor	60E+3	
Oscillation Control>PLL-Setup Demod. Bandwidth Amp (Hz)	40.8754E+0	
Oscillation Control>PLL-Setup Demod. Bandwidth Pha (Hz)	100.001E+0	
Oscillation Control>PLL-Setup amplitude/excitation (m/V)	4.265E-6	
Scan>Scanfield	447.397E-9;-391.418E-9;12E-9;12E-9;0E+0	
Scan>series name	Bi_Ag(111)_2660605_	
Scan>channels	Current (A);Z (m)	
Scan>pixels/line	256	
Scan>lines	256	
Scan>speed forw. (m/s)	78.125E-9	
Scan>speed backw. (m/s)	78.125E-9	
Z-Controller>Z (m)	-28.096E-9	
Z-Controller>Controller name	log Current	
Z-Controller>Controller status	ON	
Z-Controller>Setpoint	500E-12	
Z-Controller>Setpoint unit	A	
Z-Controller>P gain	9E-12	
Z-Controller>I gain	150E-9	
Z-Controller>Time const (s)	60E-6	
Z-Controller>TipLift (m)	0E+0	
Z-Controller>Switch off delay (s)	50E-3	

[DATA]
Bias calc (V)	Current (A)	Bias (V)	Z (m)	LI Demod 1 X (A)	Current [bwd] (A)	Bias [bwd] (V)	Z [bwd] (m)	LI Demod 1 X [bwd] (A)
500.00000E-3	506.75919E-12	500.00000E-3	-28.123871E-9	23.286836E-12	506.00629E-12	500.00000E-3	-28.108413E-9	22.613309E-12
517.64709E-3	507.84676E-12	517.64709E-3	-28.111861E-9	23.263986E-12	505.17140E-12	517.64709E-3	-28.097915E-9	22.093091E-12
535.29412E-3	508.69225E-12	535.29412E-3	-28.104692E-9	21.539768E-12	505.73412E-12	535.29412E-3	-28.077157E-9	23.246035E-12
552.94120E-3	507.06811E-12	552.94120E-3	-28.104402E-9	23.510277E-12	507.24946E-12	552.94120E-3	-28.067358E-9	22.876047E-12
570.58823E-3	506.56374E-12	570.58823E-3	-28.103548E-9	22.252354E-12	508.50124E-12	570.58823E-3	-28.072433E-9	21.794691E-12
588.23532E-3	505.50092E-12	588.23532E-3	-28.097903E-9	20.512982E-12	507.67529E-12	588.23532E-3	-28.077782E-9	20.507564E-12
605.88235E-3	505.80562E-12	605.88235E-3	-28.087559E-9	21.715641E-12	506.84262E-12	605.88235E-3	-28.070614E-9	22.436403E-12
623.52943E-3	505.50336E-12	623.52943E-3	-28.075362E-9	20.342861E-12	505.76704E-12	623.52943E-3	-28.058023E-9	20.365813E-12
641.17646E-3	506.16400E-12	641.17646E-3	-28.072970E-9	21.016522E-12	506.97591E-12	641.17646E-3	-28.045408E-9	20.845041E-12
658.82355E-3	506.66332E-12	658.82355E-3	-28.074103E-9	21.255140E-12	506.35657E-12	658.82355E-3	-28.046035E-9	20.994068E-12
676.47058E-3	506.32853E-12	676.47058E-3	-28.072868E-9	20.140613E-12	506.45071E-12	676.47058E-3	-28.048033E-9	20.668387E-12
694.11767E-3	509.04314E-12	694.11767E-3	-28.063608E-9	20.930001E-12	506.14135E-12	694.11767E-3	-28.046774E-9	20.734969E-12
711.76469E-3	506.12509E-12	711.76469E-3	-28.054481E-9	19.910630E-12	506.10394E-12	711.76469E-3	-28.041445E-9	19.284362E-12
729.41178E-3	506.19670E-12	729.41178E-3	-28.044393E-9	19.531802E-12	505.76759E-12	729.41178E-3	-28.031174E-9	20.507521E-12
747.05887E-3	505.63947E-12	747.05881E-3	-28.042074E-9	20.240757E-12	506.44472E-12	747.05881E-3	-28.022491E-9	20.021332E-12
764.70590E-3	505.03673E-12	764.70590E-3	-28.041613E-9	19.405928E-12	508.40093E-12	764.70590E-3	-28.017446E-9	17.549360E-12
782.35292E-3	506.47025E-12	782.35292E-3	-28.041496E-9	18.800054E-12	510.38174E-12	782.35292E-3	-28.013032E-9	19.171284E-12
800.00001E-3	505.78636E-12	800.00001E-3	-28.038563E-9	18.949144E-12	509.62112E-12	800.00001E-3	-28.012826E-9	19.110033E-12
817.64710E-3	505.75044E-12	817.64704E-3	-28.029604E-9	19.357895E-12	507.35499E-12	817.64704E-3	-28.014915E-9	18.126703E-12
835.29413E-3	505.79219E-12	835.29413E-3	-28.018821E-9	18.640204E-12	506.07502E-12	835.29413E-3	-28.010026E-9	18.296387E-12
852.94116E-3	505.89066E-12	852.94116E-3	-28.014114E-9	18.041632E-12	506.68536E-12	852.94116E-3	-27.997560E-9	19.413943E-12
870.58824E-3	505.51258E-12	870.58824E-3	-28.013826E-9	17.804317E-12	506.25859E-12	870.58824E-3	-27.988044E-9	19.098429E-12
888.23533E-3	505.21076E-12	888.23527E-3	-28.016055E-9	17.955526E-12	506.83235E-12	888.23527E-3	-27.991494E-9	18.626961E-12
905.88236E-3	506.39520E-12	905.88236E-3	-28.009408E-9	16.625612E-12	507.55194E-12	905.88236E-3	-27.996188E-9	16.820758E-12
923.52945E-3	506.36467E-12	923.52939E-3	-27.999306E-9	17.464315E-12	508.54815E-12	923.52939E-3	-27.990721E-9	17.740401E-12
941.17653E-3	506.64928E-12	941.17647E-3	-27.990422E-9	16.880648E-12	508.93412E-12	941.17647E-3	-27.978306E-9	17.138605E-12
958.82356E-3	508.26904E-12	958.82350E-3	-27.988165E-9	16.586984E-12	509.72421E-12	958.82350E-3	-27.963043E-9	18.453055E-12
976.47059E-3	507.54267E-12	976.47059E-3	-27.993670E-9	16.050076E-12	510.77520E-12	976.47059E-3	-27.964267E-9	16.518491E-12
994.11768E-3	506.31549E-12	994.11762E-3	-27.990927E-9	17.462408E-12	511.22306E-12	994.11762E-3	-27.977661E-9	16.726271E-12
1.0117648E+0	506.67520E-12	1.0117648E+0	-27.982045E-9	16.690307E-12	509.95080E-12	1.0117648E+0	-27.979169E-9	17.934022E-12
1.0294118E+0	507.00866E-12	1.0294118E+0	-27.972872E-9	15.881737E-12	508.47149E-12	1.0294118E+0	-27.965120E-9	15.805442E-12
1.0470588E+0	505.77614E-12	1.0470588E+0	-27.968126E-9	16.357466E-12	509.98333E-12	1.0470588E+0	-27.941814E-9	16.746391E-12
1.0647058E+0	505.77265E-12	1.0647058E+0	-27.966905E-9	16.867454E-12	509.42850E-12	1.0647058E+0	-27.938141E-9	16.524480E-12
1.0823530E+0	505.53878E-12	1.0823530E+0	-27.967346E-9	15.627036E-12	508.65795E-12	1.0823530E+0	-27.953703E-9	16.444304E-12
1.1000000E+0	505.85286E-12	1.1000000E+0	-27.963960E-9	15.700595E-12	508.40709E-12	1.1000000E+0	-27.962884E-9	16.556279E-12
1.1176472E+0	506.77279E-12	1.1176471E+0	-27.960345E-9	15.548849E-12	507.45563E-12	1.1176471E+0	-27.958682E-9	14.351649E-12
1.1352942E+0	506.44106E-12	1.1352941E+0	-27.957320E-9	15.778724E-12	504.18153E-12	1.1352941E+0	-27.943370E-9	15.447836E-12
1.1529412E+0	507.60268E-12	1.1529412E+0	-27.949572E-9	14.321959E-12	505.86607E-12	1.1529412E+0	-27.926953E-9	16.733184E-12
1.1705883E+0	507.51475E-12	1.1705883E+0	-27.940844E-9	15.993804E-12	506.01101E-12	1.1705883E+0	-27.928124E-9	14.551357E-12
1.1882353E+0	507.83033E-12	1.1882353E+0	-27.936229E-9	14.512115E-12	507.05096E-12	1.1882353E+0	-27.936160E-9	14.890800E-12
1.2058823E+0	506.23095E-12	1.2058823E+0	-27.940441E-9	14.573447E-12	507.68995E-12	1.2058823E+0	-27.938579E-9	15.394134E-12
1.2235295E+0	506.09467E-12	1.2235295E+0	-27.944296E-9	14.366740E-12	509.13157E-12	1.2235295E+0	-27.931973E-9	14.238445E-12
1.2411765E+0	506.38388E-12	1.2411765E+0	-27.938210E-9	16.003620E-12	508.31306E-12	1.2411765E+0	-27.920910E-9	15.651079E-12
1.2588236E+0	508.36174E-12	1.2588235E+0	-27.924935E-9	15.121611E-12	508.50540E-12	1.2588235E+0	-27.912945E-9	15.417913E-12
1.2764707E+0	505.76826E-12	1.2764705E+0	-27.917290E-9	14.887079E-12	510.53084E-12	1.2764705E+0	-27.911955E-9	15.977010E-12
1.2941177E+0	506.85078E-12	1.2941177E+0	-27.916366E-9	15.558164E-12	508.75743E-12	1.2941177E+0	-27.918949E-9	15.233393E-12
1.3117647E+0	507.88096E-12	1.3117647E+0	-27.922319E-9	14.031545E-12	509.51782E-12	1.3117647E+0	-27.916828E-9	14.538158E-12
1.3294117E+0	506.54542E-12	1.3294117E+0	-27.923628E-9	13.395592E-12	506.83785E-12	1.3294117E+0	-27.910268E-9	15.960004E-12
1.3470589E+0	507.44092E-12	1.3470588E+0	-27.914181E-9	14.664166E-12	508.62492E-12	1.3470588E+0	-27.896759E-9	15.028825E-12
1.3647059E+0	506.89192E-12	1.3647059E+0	-27.901075E-9	15.920799E-12	505.99852E-12	1.3647059E+0	-27.893567E-9	14.497135E-12
1.3823531E+0	505.48810E-12	1.3823529E+0	-27.896627E-9	13.716117E-12	507.67174E-12	1.3823529E+0	-27.898084E-9	15.026759E-12
1.4000001E+0	504.57927E-12	1.4000000E+0	-27.902397E-9	15.364812E-12	506.27841E-12	1.4000000E+0	-27.904749E-9	14.336545E-12
1.4176471E+0	505.04212E-12	1.4176470E+0	-27.906207E-9	15.330313E-12	505.62471E-12	1.4176470E+0	-27.903193E-9	15.421246E-12
1.4352942E+0	506.17116E-12	1.4352942E+0	-27.902955E-9	14.261010E-12	505.46695E-12	1.4352942E+0	-27.893087E-9	15.154076E-12
1.4529412E+0	508.08424E-12	1.4529412E+0	-27.889271E-9	15.149083E-12	506.47003E-12	1.4529412E+0	-27.880137E-9	15.851508E-12
1.4705882E+0	506.76274E-12	1.4705882E+0	-27.877629E-9	16.386935E-12	508.79156E-12	1.4705882E+0	-27.872272E-9	14.793923E-12
1.4882354E+0	508.43929E-12	1.4882352E+0	-27.872932E-9	15.007681E-12	507.68134E-12	1.4882352E+0	-27.876611E-9	15.473156E-12
1.5058824E+0	508.50141E-12	1.5058824E+0	-27.877112E-9	17.448666E-12	506.33675E-12	1.5058824E+0	-27.880770E-9	16.949768E-12
1.5235294E+0	510.42603E-12	1.5235294E+0	-27.876986E-9	14.652456E-12	505.54122E-12	1.5235294E+0	-27.879114E-9	15.132515E-12
1.5411766E+0	508.37490E-12	1.5411764E+0	-27.877103E-9	16.757068E-12	505.37163E-12	1.5411764E+0	-27.873336E-9	16.950103E-12
1.5588236E+0	508.25688E-12	1.5588236E+0	-27.865696E-9	15.426998E-12	505.48415E-12	1.5588236E+0	-27.863825E-9	15.904377E-12
1.5764706E+0	507.19429E-12	1.5764706E+0	-27.855901E-9	15.227094E-12	505.65380E-12	1.5764706E+0	-27.858041E-9	14.798789E-12
1.5941176E+0	507.04552E-12	1.5941176E+0	-27.852346E-9	16.105910E-12	505.94839E-12	1.5941176E+0	-27.858555E-9	15.771540E-12
1.6117648E+0	506.13319E-12	1.6117647E+0	-27.855084E-9	13.639216E-12	505.45634E-12	1.6117647E+0	-27.860239E-9	15.257637E-12
1.6294118E+0	505.86324E-12	1.6294118E+0	-27.859528E-9	16.242703E-12	504.82762E-12	1.6294118E+0	-27.857210E-9	16.149521E-12
1.6470588E+0	506.95476E-12	1.6470588E+0	-27.853581E-9	15.506580E-12	504.99765E-12	1.6470588E+0	-27.849509E-9	14.726961E-12
1.6647060E+0	506.94787E-12	1.6647059E+0	-27.841130E-9	15.641878E-12	505.86968E-12	1.6647059E+0	-27.838098E-9	15.941398E-12
1.6823530E+0	507.24402E-12	1.6823529E+0	-27.831726E-9	15.885538E-12	506.07879E-12	1.6823529E+0	-27.834103E-9	14.460383E-12
1.7000000E+0	506.81248E-12	1.7000000E+0	-27.829580E-9	14.733352E-12	509.14789E-12	1.7000000E+0	-27.837904E-9	15.705956E-12
1.7176471E+0	505.19505E-12	1.7176471E+0	-27.833543E-9	15.184864E-12	509.60081E-12	1.7176471E+0	-27.841777E-9	15.923731E-12
1.7352942E+0	506.87526E-12	1.7352941E+0	-27.837272E-9	14.741958E-12	506.14807E-12	1.7352941E+0	-27.840477E-9	14.719134E-12
1.7529413E+0	509.56001E-12	1.7529411E+0	-27.828502E-9	13.520750E-12	504.38076E-12	1.7529411E+0	-27.827785E-9	15.263672E-12
1.7705883E+0	509.46974E-12	1.7705883E+0	-27.816744E-9	16.182913E-12	504.51754E-12	1.7705883E+0	-27.813970E-9	14.061309E-12
1.7882353E+0	507.94974E-12	1.7882353E+0	-27.809850E-9	14.162359E-12	507.12651E-12	1.7882353E+0	-27.812760E-9	14.866204E-12
1.8058825E+0	508.28491E-12	1.8058823E+0	-27.807117E-9	14.598833E-12	507.37686E-12	1.8058823E+0	-27.821558E-9	14.606510E-12
1.8235295E+0	508.75792E-12	1.8235294E+0	-27.811238E-9	15.029837E-12	505.67606E-12	1.8235294E+0	-27.826180E-9	13.489434E-12
1.8411765E+0	510.64436E-12	1.8411765E+0	-27.809433E-9	12.809726E-12	505.70143E-12	1.8411765E+0	-27.817864E-9	14.775393E-12
1.8588235E+0	509.87281E-12	1.8588235E+0	-27.802470E-9	16.010476E-12	506.87821E-12	1.8588235E+0	-27.802983E-9	15.823494E-12
1.8764707E+0	508.12959E-12	1.8764706E+0	-27.795505E-9	14.833103E-12	505.80640E-12	1.8764706E+0	-27.797872E-9	14.312604E-12
1.8941177E+0	506.70179E-12	1.8941176E+0	-27.789564E-9	15.075954E-12	505.56914E-12	1.8941176E+0	-27.802699E-9	15.190328E-12
1.9117647E+0	505.28531E-12	1.9117647E+0	-27.791234E-9	15.551336E-12	507.00560E-12	1.9117647E+0	-27.804045E-9	15.510189E-12
1.9294119E+0	505.43048E-12	1.9294118E+0	-27.793522E-9	14.884129E-12	505.53156E-12	1.9294118E+0	-27.799885E-9	15.888315E-12
1.9470589E+0	505.30852E-12	1.9470588E+0	-27.787985E-9	14.288474E-12	504.84050E-12	1.9470588E+0	-27.790454E-9	14.694992E-12
1.9647059E+0	505.22742E-12	1.9647058E+0	-27.779976E-9	14.541399E-12	505.66251E-12	1.9647058E+0	-27.782681E-9	15.546116E-12
1.9823530E+0	505.04878E-12	1.9823530E+0	-27.773559E-9	15.927940E-12	506.65222E-12	1.9823530E+0	-27.780947E-9	16.241038E-12
2.0000000E+0	505.30058E-12	2.0000000E+0	-27.770422E-9	15.428912E-12	506.98429E-12	2.0000000E+0	-27.784898E-9	16.117217E-12
2.0176473E+0	505.70637E-12	2.0176470E+0	-27.766612E-9	16.113163E-12	507.22554E-12	2.0176470E+0	-27.782628E-9	15.590447E-12
2.0352941E+0	505.48754E-12	2.0352941E+0	-27.763470E-9	16.714494E-12	508.07852E-12	2.0352941E+0	-27.774062E-9	18.285505E-12
2.0529413E+0	505.74905E-12	2.0529411E+0	-27.758013E-9	17.433823E-12	507.52680E-12	2.0529411E+0	-27.764589E-9	15.125925E-12
2.0705884E+0	506.12092E-12	2.0705884E+0	-27.754469E-9	17.654257E-12	506.56229E-12	2.0705884E+0	-27.757775E-9	17.897852E-12
2.0882354E+0	505.80123E-12	2.0882354E+0	-27.750696E-9	18.057349E-12	507.04457E-12	2.0882354E+0	-27.755823E-9	17.943157E-12
2.1058824E+0	507.35371E-12	2.1058824E+0	-27.743607E-9	19.723861E-12	506.75580E-12	2.1058824E+0	-27.757373E-9	17.845244E-12
2.1235294E+0	506.03621E-12	2.1235294E+0	-27.735584E-9	18.227184E-12	507.63971E-12	2.1235294E+0	-27.754467E-9	20.307275E-12
2.1411767E+0	505.83665E-12	2.1411765E+0	-27.726953E-9	19.349501E-12	508.01136E-12	2.1411765E+0	-27.748376E-9	20.453276E-12
2.1588235E+0	504.93992E-12	2.1588235E+0	-27.725237E-9	21.448092E-12	508.27315E-12	2.1588235E+0	-27.737951E-9	20.880743E-12
2.1764708E+0	508.63835E-12	2.1764705E+0	-27.718631E-9	21.165469E-12	508.26082E-12	2.1764705E+0	-27.726553E-9	22.181515E-12
2.1941178E+0	506.87099E-12	2.1941175E+0	-27.715357E-9	22.435109E-12	509.13185E-12	2.1941175E+0	-27.721775E-9	22.641155E-12
2.2117648E+0	507.20650E-12	2.2117648E+0	-27.702377E-9	23.033497E-12	509.82912E-12	2.2117648E+0	-27.719260E-9	23.784462E-12
2.2294118E+0	506.27780E-12	2.2294118E+0	-27.695190E-9	25.296291E-12	510.38274E-12	2.2294118E+0	-27.715402E-9	24.221862E-12
2.2470589E+0	507.17647E-12	2.2470589E+0	-27.688854E-9	25.537777E-12	509.85521E-12	2.2470589E+0	-27.707040E-9	25.651654E-12
2.2647061E+0	506.91268E-12	2.2647059E+0	-27.683933E-9	26.087630E-12	507.92826E-12	2.2647059E+0	-27.695611E-9	27.757279E-12
2.2823529E+0	508.53760E-12	2.2823529E+0	-27.671669E-9	27.665637E-12	508.41159E-12	2.2823529E+0	-27.683326E-9	27.352095E-12
2.3000002E+0	507.86375E-12	2.3000000E+0	-27.658347E-9	29.321358E-12	510.54683E-12	2.3000000E+0	-27.676558E-9	29.428345E-12
2.3176470E+0	506.61408E-12	2.3176470E+0	-27.647966E-9	30.601587E-12	510.34144E-12	2.3176470E+0	-27.671867E-9	31.686653E-12
2.3352942E+0	507.44831E-12	2.3352940E+0	-27.640908E-9	32.471789E-12	509.91106E-12	2.3352940E+0	-27.665196E-9	32.030361E-12
2.3529413E+0	507.17530E-12	2.3529413E+0	-27.632746E-9	34.010905E-12	507.24897E-12	2.3529413E+0	-27.651319E-9	34.048115E-12
2.3705883E+0	506.11837E-12	2.3705883E+0	-27.621974E-9	33.996125E-12	506.79350E-12	2.3705883E+0	-27.632897E-9	35.275491E-12
2.3882353E+0	505.78447E-12	2.3882353E+0	-27.605077E-9	37.016872E-12	507.08360E-12	2.3882353E+0	-27.621715E-9	37.571855E-12
2.4058824E+0	505.44219E-12	2.4058824E+0	-27.590261E-9	37.858369E-12	506.55513E-12	2.4058824E+0	-27.615151E-9	38.808387E-12
2.4235296E+0	505.98720E-12	2.4235294E+0	-27.578141E-9	40.502896E-12	506.35951E-12	2.4235294E+0	-27.607465E-9	41.047901E-12
2.4411764E+0	507.48972E-12	2.4411764E+0	-27.563106E-9	43.339294E-12	505.95883E-12	2.4411764E+0	-27.593305E-9	43.195947E-12
2.4588237E+0	506.17488E-12	2.4588234E+0	-27.544484E-9	45.708538E-12	506.39803E-12	2.4588234E+0	-27.567031E-9	46.455197E-12
2.4764707E+0	507.66152E-12	2.4764705E+0	-27.521899E-9	49.478931E-12	507.17419E-12	2.4764705E+0	-27.543859E-9	48.646323E-12
2.4941177E+0	507.10725E-12	2.4941177E+0	-27.502573E-9	53.193113E-12	507.58664E-12	2.4941177E+0	-27.528973E-9	53.263120E-12
2.5117648E+0	506.89974E-12	2.5117648E+0	-27.487026E-9	56.273049E-12	506.89591E-12	2.5117648E+0	-27.514416E-9	57.263253E-12
2.5294118E+0	507.00982E-12	2.5294118E+0	-27.466657E-9	61.160924E-12	507.42244E-12	2.5294118E+0	-27.494444E-9	61.714425E-12
2.5470588E+0	507.99087E-12	2.5470588E+0	-27.437457E-9	63.571204E-12	507.37275E-12	2.5470588E+0	-27.463900E-9	65.468124E-12
2.5647061E+0	507.80341E-12	2.5647058E+0	-27.405854E-9	67.025767E-12	508.61526E-12	2.5647058E+0	-27.431781E-9	68.092747E-12
2.5823531E+0	507.96112E-12	2.5823529E+0	-27.375259E-9	68.084705E-12	507.97017E-12	2.5823529E+0	-27.406125E-9	68.298756E-12
2.6000001E+0	508.35963E-12	2.5999999E+0	-27.348635E-9	65.642172E-12	507.19817E-12	2.5999999E+0	-27.381045E-9	66.638639E-12
2.6176472E+0	508.10600E-12	2.6176472E+0	-27.325342E-9	61.558605E-12	507.25274E-12	2.6176472E+0	-27.357402E-9	62.662611E-12
2.6352942E+0	507.74096E-12	2.6352942E+0	-27.302894E-9	56.593154E-12	506.30783E-12	2.6352942E+0	-27.331104E-9	56.039420E-12
2.6529412E+0	506.67187E-12	2.6529412E+0	-27.279066E-9	51.082444E-12	505.81966E-12	2.6529412E+0	-27.302702E-9	51.220139E-12
2.6705883E+0	506.34669E-12	2.6705883E+0	-27.259306E-9	45.135028E-12	505.72391E-12	2.6705883E+0	-27.282818E-9	45.153818E-12
2.6882353E+0	506.51994E-12	2.6882353E+0	-27.239912E-9	40.875997E-12	505.75027E-12	2.6882353E+0	-27.268003E-9	40.178381E-12
2.7058825E+0	506.73843E-12	2.7058823E+0	-27.226356E-9	36.659169E-12	506.27230E-12	2.7058823E+0	-27.257062E-9	36.853187E-12
2.7235296E+0	505.93446E-12	2.7235293E+0	-27.213980E-9	33.907935E-12	505.91942E-12	2.7235293E+0	-27.247122E-9	32.201332E-12
2.7411766E+0	507.89056E-12	2.7411764E+0	-27.199476E-9	31.984169E-12	505.86635E-12	2.7411764E+0	-27.228610E-9	32.697161E-12
2.7588236E+0	505.73717E-12	2.7588236E+0	-27.187355E-9	29.024240E-12	506.77079E-12	2.7588236E+0	-27.211419E-9	30.119136E-12
2.7764707E+0	507.27861E-12	2.7764707E+0	-27.174710E-9	29.256056E-12	505.77870E-12	2.7764707E+0	-27.200269E-9	28.667253E-12
2.7941177E+0	505.84381E-12	2.7941177E+0	-27.164932E-9	28.689743E-12	505.69821E-12	2.7941177E+0	-27.189291E-9	28.754386E-12
2.8117647E+0	506.76707E-12	2.8117647E+0	-27.156910E-9	27.373541E-12	505.93901E-12	2.8117647E+0	-27.182004E-9	28.193848E-12
2.8294120E+0	506.46354E-12	2.8294117E+0	-27.149458E-9	27.977643E-12	505.90016E-12	2.8294117E+0	-27.170904E-9	27.852784E-12
2.8470590E+0	506.98423E-12	2.8470588E+0	-27.135748E-9	27.964879E-12	506.76985E-12	2.8470588E+0	-27.160828E-9	28.486833E-12
2.8647060E+0	504.93132E-12	2.8647058E+0	-27.124317E-9	27.479456E-12	506.10677E-12	2.8647058E+0	-27.152421E-9	28.023374E-12
2.8823531E+0	505.59429E-12	2.8823528E+0	-27.110152E-9	27.299982E-12	506.04115E-12	2.8823528E+0	-27.138208E-9	28.417244E-12
2.9000001E+0	505.48510E-12	2.9000001E+0	-27.100462E-9	28.272136E-12	506.38765E-12	2.9000001E+0	-27.127982E-9	28.630893E-12
2.9176471E+0	506.74342E-12	2.9176471E+0	-27.094174E-9	26.537810E-12	505.96294E-12	2.9176471E+0	-27.118274E-9	26.386587E-12
2.9352942E+0	508.70136E-12	2.9352942E+0	-27.085790E-9	26.903719E-12	505.36436E-12	2.9352942E+0	-27.108349E-9	25.757032E-12
2.9529412E+0	510.04140E-12	2.9529412E+0	-27.071597E-9	25.459052E-12	505.67101E-12	2.9529412E+0	-27.097141E-9	25.729589E-12
2.9705884E+0	507.84843E-12	2.9705882E+0	-27.060368E-9	23.907014E-12	504.64283E-12	2.9705882E+0	-27.082779E-9	24.754577E-12
2.9882355E+0	506.01401E-12	2.9882352E+0	-27.050962E-9	23.752167E-12	506.28057E-12	2.9882352E+0	-27.072295E-9	23.207162E-12
3.0058825E+0	505.85103E-12	3.0058823E+0	-27.046635E-9	22.334017E-12	507.08199E-12	3.0058823E+0	-27.071467E-9	22.473445E-12
