658.82355E-3	510.34071E-12	658.82355E-3	-28.083146E-9	27.040311E-12	508.44451E-12	658.82355E-3	-28.067676E-9	28.212427E-12
676.47058E-3	505.58169E-12	676.47058E-3	-28.085221E-9	26.816922E-12	506.35324E-12	676.47058E-3	-28.067184E-9	26.187141E-12
694.11767E-3	505.53367E-12	694.11767E-3	-28.083658E-9	22.355973E-12	506.60542E-12	694.11767E-3	-28.052844E-9	22.694437E-12
711.76469E-3	506.15645E-12	711.76469E-3	-28.077134E-9	19.847766E-12	506.33503E-12	711.76469E-3	-28.048794E-9	18.725131E-12
729.41178E-3	505.44002E-12	729.41178E-3	-28.065466E-9	14.900364E-12	505.80085E-12	729.41178E-3	-28.049417E-9	16.121562E-12
747.05887E-3	505.96377E-12	747.05881E-3	-28.057029E-9	15.090611E-12	505.40799E-12	747.05881E-3	-28.042725E-9	14.768705E-12
764.70590E-3	506.18620E-12	764.70590E-3	-28.053510E-9	13.277363E-12	505.78630E-12	764.70590E-3	-28.045642E-9	12.974145E-12
782.35292E-3	505.22619E-12	782.35292E-3	-28.057086E-9	13.789702E-12	505.07715E-12	782.35292E-3	-28.044777E-9	13.945698E-12
800.00001E-3	505.02647E-12	800.00001E-3	-28.061711E-9	13.052182E-12	505.02802E-12	800.00001E-3	-28.036025E-9	13.943509E-12
817.64710E-3	505.21060E-12	817.64704E-3	-28.058736E-9	14.347449E-12	505.86213E-12	817.64704E-3	-28.034155E-9	14.415648E-12
835.29413E-3	506.60187E-12	835.29413E-3	-28.048285E-9	14.597245E-12	505.36886E-12	835.29413E-3	-28.026751E-9	15.280662E-12
852.94116E-3	506.38849E-12	852.94116E-3	-28.038428E-9	16.442700E-12	508.53355E-12	852.94116E-3	-28.020715E-9	17.799991E-12
870.58824E-3	505.34854E-12	870.58824E-3	-28.034307E-9	17.223629E-12	506.17349E-12	870.58824E-3	-28.025024E-9	17.610347E-12
888.23533E-3	505.15270E-12	888.23527E-3	-28.034460E-9	19.953547E-12	506.66887E-12	888.23527E-3	-28.022024E-9	19.941666E-12
905.88236E-3	506.59338E-12	905.88236E-3	-28.032341E-9	21.336237E-12	507.21422E-12	905.88236E-3	-28.015581E-9	22.156669E-12
923.52945E-3	505.73290E-12	923.52939E-3	-28.026090E-9	24.789905E-12	507.34605E-12	923.52939E-3	-28.008614E-9	23.804490E-12
941.17653E-3	508.30123E-12	941.17647E-3	-28.012389E-9	26.075942E-12	505.58135E-12	941.17647E-3	-27.999933E-9	26.371792E-12
958.82356E-3	506.59021E-12	958.82350E-3	-28.004036E-9	25.957951E-12	505.72252E-12	958.82350E-3	-27.993584E-9	26.729653E-12
976.47059E-3	507.99359E-12	976.47059E-3	-27.997807E-9	27.899589E-12	507.07244E-12	976.47059E-3	-27.987751E-9	27.494082E-12
994.11768E-3	506.85628E-12	994.11762E-3	-27.997773E-9	26.301057E-12	507.26540E-12	994.11762E-3	-27.980363E-9	27.358867E-12
1.0117648E+0	507.51087E-12	1.0117648E+0	-27.990700E-9	25.369344E-12	508.54043E-12	1.0117648E+0	-27.972085E-9	24.162476E-12
1.0294118E+0	507.99664E-12	1.0294118E+0	-27.978054E-9	24.130789E-12	507.79703E-12	1.0294118E+0	-27.963646E-9	23.873114E-12
1.0470588E+0	507.85937E-12	1.0470588E+0	-27.964665E-9	22.602196E-12	506.12897E-12	1.0470588E+0	-27.960960E-9	21.930688E-12
1.0647058E+0	506.22018E-12	1.0647058E+0	-27.958139E-9	20.484050E-12	507.09070E-12	1.0647058E+0	-27.957990E-9	22.561389E-12
1.0823530E+0	504.70766E-12	1.0823530E+0	-27.960905E-9	19.654275E-12	507.09420E-12	1.0823530E+0	-27.954581E-9	20.431450E-12
1.1000000E+0	506.58872E-12	1.1000000E+0	-27.963432E-9	20.296540E-12	506.04476E-12	1.1000000E+0	-27.945301E-9	19.970870E-12
1.1176472E+0	509.26641E-12	1.1176471E+0	-27.956343E-9	17.876929E-12	505.60495E-12	1.1176471E+0	-27.938080E-9	18.606413E-12
1.1352942E+0	509.43283E-12	1.1352941E+0	-27.944795E-9	19.054942E-12	506.83685E-12	1.1352941E+0	-27.931470E-9	17.587347E-12
1.1529412E+0	509.43710E-12	1.1529412E+0	-27.932543E-9	18.036106E-12	507.63305E-12	1.1529412E+0	-27.931497E-9	17.064230E-12
1.1705883E+0	510.06471E-12	1.1705883E+0	-27.926960E-9	16.219652E-12	510.06843E-12	1.1705883E+0	-27.929438E-9	17.279784E-12
1.1882353E+0	508.63347E-12	1.1882353E+0	-27.930797E-9	17.516606E-12	509.15711E-12	1.1882353E+0	-27.925370E-9	17.960093E-12
1.2058823E+0	507.88973E-12	1.2058823E+0	-27.932765E-9	17.206091E-12	507.16054E-12	1.2058823E+0	-27.920201E-9	17.654697E-12
1.2235295E+0	506.28729E-12	1.2235295E+0	-27.927349E-9	18.330034E-12	505.62826E-12	1.2235295E+0	-27.913281E-9	18.116321E-12
1.2411765E+0	508.09712E-12	1.2411765E+0	-27.916899E-9	19.225148E-12	506.52160E-12	1.2411765E+0	-27.908561E-9	19.434206E-12
1.2588236E+0	507.04091E-12	1.2588235E+0	-27.909104E-9	20.320870E-12	506.03327E-12	1.2588235E+0	-27.907666E-9	21.027166E-12
1.2764707E+0	505.83621E-12	1.2764705E+0	-27.907108E-9	23.295355E-12	506.42424E-12	1.2764705E+0	-27.901043E-9	22.176169E-12
1.2941177E+0	505.62549E-12	1.2941177E+0	-27.904788E-9	23.461781E-12	509.28717E-12	1.2941177E+0	-27.890541E-9	25.453082E-12
1.3117647E+0	508.34398E-12	1.3117647E+0	-27.893485E-9	26.776073E-12	510.86191E-12	1.3117647E+0	-27.883338E-9	27.244365E-12
1.3294117E+0	506.10949E-12	1.3294117E+0	-27.883633E-9	29.385824E-12	510.50003E-12	1.3294117E+0	-27.875759E-9	27.602115E-12
1.3470589E+0	506.47775E-12	1.3470588E+0	-27.870573E-9	30.445035E-12	509.42051E-12	1.3470588E+0	-27.871049E-9	31.734598E-12
1.3647059E+0	506.81781E-12	1.3647059E+0	-27.862981E-9	29.458023E-12	508.80433E-12	1.3647059E+0	-27.862431E-9	30.057873E-12
1.3823531E+0	508.41814E-12	1.3823529E+0	-27.858260E-9	28.765610E-12	507.19451E-12	1.3823529E+0	-27.852526E-9	29.548728E-12
1.4000001E+0	508.33798E-12	1.4000000E+0	-27.855187E-9	28.303956E-12	507.93292E-12	1.4000000E+0	-27.843893E-9	26.876759E-12
1.4176471E+0	508.22219E-12	1.4176470E+0	-27.846147E-9	24.216395E-12	509.78055E-12	1.4176470E+0	-27.834449E-9	23.900557E-12
1.4352942E+0	508.04866E-12	1.4352942E+0	-27.836128E-9	22.808025E-12	508.62348E-12	1.4352942E+0	-27.827907E-9	22.597698E-12
1.4529412E+0	509.12685E-12	1.4529412E+0	-27.823756E-9	18.649691E-12	510.26661E-12	1.4529412E+0	-27.823916E-9	19.092311E-12
1.4705882E+0	507.41822E-12	1.4705882E+0	-27.818921E-9	17.181459E-12	511.56407E-12	1.4705882E+0	-27.817487E-9	17.886158E-12
1.4882354E+0	507.34561E-12	1.4882352E+0	-27.817542E-9	16.248490E-12	510.94201E-12	1.4882352E+0	-27.816162E-9	15.557722E-12
1.5058824E+0	507.34461E-12	1.5058824E+0	-27.817920E-9	13.276341E-12	510.07437E-12	1.5058824E+0	-27.812872E-9	14.693375E-12
1.5235294E+0	506.89802E-12	1.5235294E+0	-27.817350E-9	13.468755E-12	508.33471E-12	1.5235294E+0	-27.806850E-9	13.802267E-12
1.5411766E+0	506.46448E-12	1.5411764E+0	-27.815158E-9	12.667396E-12	510.05627E-12	1.5411764E+0	-27.803361E-9	11.982176E-12
1.5588236E+0	506.12387E-12	1.5588236E+0	-27.808294E-9	11.551425E-12	510.92669E-12	1.5588236E+0	-27.802402E-9	12.889348E-12
1.5764706E+0	507.03453E-12	1.5764706E+0	-27.802335E-9	12.627650E-12	511.28407E-12	1.5764706E+0	-27.799953E-9	11.843498E-12
1.5941176E+0	505.64475E-12	1.5941176E+0	-27.801196E-9	11.485711E-12	509.18508E-12	1.5941176E+0	-27.799427E-9	10.581663E-12
1.6117648E+0	505.44902E-12	1.6117647E+0	-27.801363E-9	11.104625E-12	508.78063E-12	1.6117647E+0	-27.797238E-9	10.774231E-12
1.6294118E+0	506.66699E-12	1.6294118E+0	-27.798313E-9	12.615588E-12	510.15281E-12	1.6294118E+0	-27.790753E-9	11.342456E-12
1.6470588E+0	507.48394E-12	1.6470588E+0	-27.793044E-9	9.8077015E-12	508.17167E-12	1.6470588E+0	-27.790405E-9	11.205613E-12
1.6647060E+0	507.31641E-12	1.6647059E+0	-27.788371E-9	11.869621E-12	507.67496E-12	1.6647059E+0	-27.790346E-9	10.248756E-12
1.6823530E+0	506.38144E-12	1.6823529E+0	-27.788001E-9	10.955062E-12	508.16873E-12	1.6823529E+0	-27.787543E-9	12.749336E-12
1.7000000E+0	506.40830E-12	1.7000000E+0	-27.791492E-9	11.696280E-12	506.29784E-12	1.7000000E+0	-27.786466E-9	10.931961E-12
1.7176471E+0	507.19112E-12	1.7176471E+0	-27.790897E-9	11.058167E-12	507.75029E-12	1.7176471E+0	-27.780251E-9	11.789658E-12
1.7352942E+0	508.62653E-12	1.7352941E+0	-27.782836E-9	13.054315E-12	506.98185E-12	1.7352941E+0	-27.777766E-9	12.037860E-12
1.7529413E+0	505.87146E-12	1.7529411E+0	-27.774380E-9	11.774463E-12	505.94179E-12	1.7529411E+0	-27.779501E-9	11.466668E-12
1.7705883E+0	505.94706E-12	1.7705883E+0	-27.766957E-9	12.888983E-12	505.27560E-12	1.7705883E+0	-27.780748E-9	11.923441E-12
1.7882353E+0	504.41712E-12	1.7882353E+0	-27.769776E-9	12.503903E-12	504.53658E-12	1.7882353E+0	-27.777761E-9	12.171098E-12
1.8058825E+0	504.22433E-12	1.8058823E+0	-27.776014E-9	12.059474E-12	505.17773E-12	1.8058823E+0	-27.770135E-9	13.050683E-12
1.8235295E+0	505.51524E-12	1.8235294E+0	-27.777032E-9	12.613728E-12	504.53419E-12	1.8235294E+0	-27.764148E-9	12.221586E-12
1.8411765E+0	506.29273E-12	1.8411765E+0	-27.768936E-9	13.350271E-12	505.85186E-12	1.8411765E+0	-27.762848E-9	12.964807E-12
1.8588235E+0	505.84459E-12	1.8588235E+0	-27.758666E-9	12.527251E-12	504.95519E-12	1.8588235E+0	-27.765585E-9	13.379672E-12
1.8764707E+0	507.08593E-12	1.8764706E+0	-27.751502E-9	13.593358E-12	505.44063E-12	1.8764706E+0	-27.763868E-9	13.960885E-12
1.8941177E+0	507.80385E-12	1.8941176E+0	-27.750628E-9	12.582602E-12	504.88569E-12	1.8941176E+0	-27.758785E-9	13.878022E-12
1.9117647E+0	507.64681E-12	1.9117647E+0	-27.753083E-9	14.636214E-12	504.97889E-12	1.9117647E+0	-27.752133E-9	14.541315E-12
1.9294119E+0	507.22371E-12	1.9294118E+0	-27.748220E-9	13.344416E-12	506.16361E-12	1.9294118E+0	-27.746452E-9	12.429229E-12
1.9470589E+0	506.50384E-12	1.9470588E+0	-27.741475E-9	13.845456E-12	505.44385E-12	1.9470588E+0	-27.745870E-9	14.412070E-12
1.9647059E+0	505.87290E-12	1.9647058E+0	-27.735991E-9	14.741316E-12	506.84540E-12	1.9647058E+0	-27.745777E-9	14.074599E-12
1.9823530E+0	505.73029E-12	1.9823530E+0	-27.738087E-9	14.872678E-12	506.00374E-12	1.9823530E+0	-27.743276E-9	13.786407E-12
2.0000000E+0	504.83623E-12	2.0000000E+0	-27.739606E-9	14.854621E-12	505.40511E-12	2.0000000E+0	-27.736405E-9	14.383008E-12
2.0176473E+0	505.73234E-12	2.0176470E+0	-27.736881E-9	14.109500E-12	506.10660E-12	2.0176470E+0	-27.731467E-9	14.228222E-12
2.0352941E+0	505.88383E-12	2.0352941E+0	-27.726275E-9	15.113978E-12	506.23350E-12	2.0352941E+0	-27.728733E-9	13.953044E-12
2.0529413E+0	505.49853E-12	2.0529411E+0	-27.715910E-9	13.998776E-12	505.57497E-12	2.0529411E+0	-27.728193E-9	14.914051E-12
2.0705884E+0	505.30341E-12	2.0705884E+0	-27.710797E-9	15.229450E-12	506.72755E-12	2.0705884E+0	-27.726374E-9	14.856998E-12
2.0882354E+0	505.21309E-12	2.0882354E+0	-27.713494E-9	14.699564E-12	505.50808E-12	2.0882354E+0	-27.720507E-9	14.573115E-12
2.1058824E+0	505.56914E-12	2.1058824E+0	-27.716309E-9	15.215624E-12	505.49115E-12	2.1058824E+0	-27.714030E-9	15.693480E-12
2.1235294E+0	505.15830E-12	2.1235294E+0	-27.714906E-9	14.554248E-12	505.71231E-12	2.1235294E+0	-27.709108E-9	14.903172E-12
2.1411767E+0	505.82233E-12	2.1411765E+0	-27.706379E-9	14.956194E-12	505.83066E-12	2.1411765E+0	-27.708056E-9	15.282180E-12
2.1588235E+0	506.03355E-12	2.1588235E+0	-27.696588E-9	13.917896E-12	507.59735E-12	2.1588235E+0	-27.706076E-9	15.544196E-12
2.1764708E+0	506.28834E-12	2.1764705E+0	-27.689095E-9	14.975472E-12	507.29720E-12	2.1764705E+0	-27.703146E-9	14.863166E-12
2.1941178E+0	506.11809E-12	2.1941175E+0	-27.687827E-9	14.777181E-12	507.13017E-12	2.1941175E+0	-27.697213E-9	15.606391E-12
2.2117648E+0	504.94142E-12	2.2117648E+0	-27.687971E-9	15.594151E-12	508.12099E-12	2.2117648E+0	-27.688998E-9	14.954408E-12
2.2294118E+0	505.31174E-12	2.2294118E+0	-27.685516E-9	16.909776E-12	508.86734E-12	2.2294118E+0	-27.683729E-9	17.152727E-12
2.2470589E+0	507.94136E-12	2.2470589E+0	-27.677043E-9	15.196294E-12	509.34551E-12	2.2470589E+0	-27.682489E-9	14.996235E-12
2.2647061E+0	506.44011E-12	2.2647059E+0	-27.670350E-9	16.303856E-12	510.55754E-12	2.2647059E+0	-27.682074E-9	16.299979E-12
2.2823529E+0	505.80456E-12	2.2823529E+0	-27.668275E-9	15.996808E-12	511.10827E-12	2.2823529E+0	-27.677206E-9	17.234787E-12
2.3000002E+0	505.88894E-12	2.3000000E+0	-27.666873E-9	16.297444E-12	510.60389E-12	2.3000000E+0	-27.669300E-9	15.706242E-12
2.3176470E+0	505.79396E-12	2.3176470E+0	-27.664704E-9	17.446418E-12	511.38305E-12	2.3176470E+0	-27.659397E-9	18.422493E-12
2.3352942E+0	506.02234E-12	2.3352940E+0	-27.655805E-9	18.007098E-12	511.73099E-12	2.3352940E+0	-27.656668E-9	16.110958E-12
2.3529413E+0	505.72740E-12	2.3529413E+0	-27.645166E-9	18.436003E-12	509.49617E-12	2.3529413E+0	-27.659105E-9	18.899675E-12
2.3705883E+0	505.22941E-12	2.3705883E+0	-27.637796E-9	18.125543E-12	508.70891E-12	2.3705883E+0	-27.656577E-9	19.085410E-12
2.3882353E+0	504.77267E-12	2.3882353E+0	-27.636720E-9	19.142419E-12	506.60465E-12	2.3882353E+0	-27.651449E-9	17.689314E-12
2.4058824E+0	506.21440E-12	2.4058824E+0	-27.638977E-9	19.157778E-12	505.82827E-12	2.4058824E+0	-27.641763E-9	20.139973E-12
2.4235296E+0	507.72064E-12	2.4235294E+0	-27.635307E-9	21.072137E-12	505.90732E-12	2.4235294E+0	-27.632757E-9	19.758908E-12
2.4411764E+0	508.69242E-12	2.4411764E+0	-27.624639E-9	19.791989E-12	506.92245E-12	2.4411764E+0	-27.628914E-9	21.858059E-12
2.4588237E+0	507.21116E-12	2.4588234E+0	-27.612545E-9	21.041136E-12	510.19095E-12	2.4588234E+0	-27.626514E-9	21.023839E-12
2.4764707E+0	506.23195E-12	2.4764705E+0	-27.601962E-9	22.347369E-12	513.34031E-12	2.4764705E+0	-27.620796E-9	20.460324E-12
2.4941177E+0	505.62221E-12	2.4941177E+0	-27.596528E-9	22.510608E-12	511.40775E-12	2.4941177E+0	-27.612362E-9	23.120469E-12
2.5117648E+0	505.89699E-12	2.5117648E+0	-27.595304E-9	22.986600E-12	508.78901E-12	2.5117648E+0	-27.601109E-9	22.139728E-12
2.5294118E+0	506.99278E-12	2.5294118E+0	-27.591298E-9	22.259994E-12	509.81358E-12	2.5294118E+0	-27.590943E-9	23.977256E-12
2.5470588E+0	506.45582E-12	2.5470588E+0	-27.584631E-9	23.234975E-12	510.60134E-12	2.5470588E+0	-27.586692E-9	23.930356E-12
2.5647061E+0	506.91301E-12	2.5647058E+0	-27.574696E-9	24.471702E-12	512.14150E-12	2.5647058E+0	-27.583672E-9	26.366640E-12
2.5823531E+0	507.26318E-12	2.5823529E+0	-27.563702E-9	24.152744E-12	508.42675E-12	2.5823529E+0	-27.581358E-9	22.670664E-12
2.6000001E+0	506.60004E-12	2.5999999E+0	-27.556482E-9	24.501024E-12	506.36684E-12	2.5999999E+0	-27.573618E-9	23.695464E-12
2.6176472E+0	507.98005E-12	2.6176472E+0	-27.548333E-9	24.711485E-12	507.52258E-12	2.6176472E+0	-27.558141E-9	24.751040E-12
2.6352942E+0	509.31037E-12	2.6352942E+0	-27.537066E-9	23.091988E-12	505.30385E-12	2.6352942E+0	-27.551767E-9	24.361483E-12
2.6529412E+0	508.04733E-12	2.6529412E+0	-27.529822E-9	23.761295E-12	506.90824E-12	2.6529412E+0	-27.545056E-9	24.748198E-12
2.6705883E+0	507.49754E-12	2.6705883E+0	-27.520295E-9	22.690228E-12	505.82311E-12	2.6705883E+0	-27.542040E-9	22.874215E-12
2.6882353E+0	508.33660E-12	2.6882353E+0	-27.514444E-9	22.362976E-12	506.13080E-12	2.6882353E+0	-27.537464E-9	22.353810E-12
2.7058825E+0	507.12273E-12	2.7058823E+0	-27.511698E-9	21.893690E-12	505.52290E-12	2.7058823E+0	-27.527481E-9	23.362659E-12
2.7235296E+0	506.83058E-12	2.7235293E+0	-27.511900E-9	20.787759E-12	504.75180E-12	2.7235293E+0	-27.516458E-9	21.306127E-12
2.7411766E+0	508.97520E-12	2.7411764E+0	-27.501947E-9	21.192624E-12	505.79585E-12	2.7411764E+0	-27.508547E-9	20.297050E-12
2.7588236E+0	509.92111E-12	2.7588236E+0	-27.488735E-9	19.987076E-12	507.81473E-12	2.7588236E+0	-27.504239E-9	20.172823E-12
2.7764707E+0	508.46777E-12	2.7764707E+0	-27.476235E-9	20.320193E-12	505.39556E-12	2.7764707E+0	-27.505148E-9	19.528761E-12
2.7941177E+0	508.16468E-12	2.7941177E+0	-27.467784E-9	18.755573E-12	505.39328E-12	2.7941177E+0	-27.499533E-9	19.053231E-12
2.8117647E+0	506.64400E-12	2.8117647E+0	-27.469229E-9	18.702793E-12	504.82185E-12	2.8117647E+0	-27.487111E-9	18.697807E-12
2.8294120E+0	507.98193E-12	2.8294117E+0	-27.470294E-9	18.654432E-12	507.41034E-12	2.8294117E+0	-27.473426E-9	18.212773E-12
2.8470590E+0	507.86414E-12	2.8470588E+0	-27.467641E-9	17.262492E-12	506.08190E-12	2.8470588E+0	-27.470726E-9	18.548217E-12
2.8647060E+0	505.40189E-12	2.8647058E+0	-27.461660E-9	17.874743E-12	505.90482E-12	2.8647058E+0	-27.472421E-9	17.647422E-12
2.8823531E+0	505.65335E-12	2.8823528E+0	-27.449410E-9	17.863150E-12	509.06612E-12	2.8823528E+0	-27.468753E-9	17.422635E-12
2.9000001E+0	505.28559E-12	2.9000001E+0	-27.441150E-9	15.970357E-12	505.14914E-12	2.9000001E+0	-27.467253E-9	18.188201E-12
2.9176471E+0	505.46217E-12	2.9176471E+0	-27.438114E-9	16.949123E-12	505.91864E-12	2.9176471E+0	-27.453490E-9	17.212055E-12
2.9352942E+0	504.84944E-12	2.9352942E+0	-27.438093E-9	17.253509E-12	505.28709E-12	2.9352942E+0	-27.444980E-9	15.290706E-12
2.9529412E+0	505.72230E-12	2.9529412E+0	-27.431904E-9	16.131005E-12	506.52854E-12	2.9529412E+0	-27.440416E-9	16.990340E-12
2.9705884E+0	506.70390E-12	2.9705882E+0	-27.423026E-9	16.859868E-12	505.46001E-12	2.9705882E+0	-27.444168E-9	16.234080E-12
2.9882355E+0	505.02424E-12	2.9882352E+0	-27.417165E-9	15.439258E-12	505.07715E-12	2.9882352E+0	-27.442406E-9	15.473761E-12
3.0058825E+0	504.82540E-12	3.0058823E+0	-27.414991E-9	15.662947E-12	504.80792E-12	3.0058823E+0	-27.434206E-9	15.979247E-12
